OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_Historical_Fire_Perimeters_ROI,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_1,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
25,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,270,1053,0.000000000000000,1929,Lightning,1929-1053,2199.000000000000000,linens, ,20070517130621,19290829,digitised,JA70003000,0.000000000000000,1759916.000000000000000,21990784.614000000059605,24863.289600000000064,41030.478124672146805,16746366.238079488277435,1674.636623807948808
26,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,272,1055,0.000000000000000,1929,Lightning,1929-1055,838.299999999999955,linens, ,20070517130621,19290829,digitised,JA70003000,0.000000000000000,1759917.000000000000000,8383456.898199999704957,17592.682499999998981,14700.688281999886385,2429624.935816395096481,242.962493581639535
27,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,335,352,0.000000000000000,1929,Person,1929-352,907.000000000000000,linens, ,20070517130621,19290719,digitised,JA70003000,0.000000000000000,1760020.000000000000000,9070933.798699999228120,23081.655399999999645,14333.341216899780193,2342755.652182105928659,234.275565218210602
28,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,339,580,0.000000000000000,1929,Lightning,1929-580,817.000000000000000,linens, ,20070517130621,19290807,digitised,JA70003000,0.000000000000000,1760120.000000000000000,8170949.528599999845028,13958.315300000000207,15310.380481838346896,6476028.133373530581594,647.602813337353041
29,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,343,586,0.000000000000000,1929,Lightning,1929-586,2765.199999999999818,linens, ,20070517130621,19290807,digitised,JA70003000,0.000000000000000,1760121.000000000000000,27652066.440900001674891,23756.994699999999284,22400.702124234201619,6575007.814019563607872,657.500781401956374
30,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,345,731,0.000000000000000,1929,Lightning,1929-731,1508.000000000000000,linens, ,20070517130649,19290815,digitised,JA70003000,0.000000000000000,1760188.000000000000000,15080778.578099999576807,15615.733200000000579,26758.118853646938078,7834820.408498157747090,783.482040849815803
31,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,477,163,0.000000000000000,1932,Lightning,1932-163,295.600000000000023,linens, ,20070517130602,19320803,digitised,JA70003000,0.000000000000000,1761443.000000000000000,2956167.213500000070781,8559.702999999999520,7376.742608779632064,1462604.475784421898425,146.260447578442211
32,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,513,101,0.000000000000000,1933,Lightning,1933-101,2340.400000000000091,linens, ,20070517130602,19330718,digitised,JA70003000,0.000000000000000,1761755.000000000000000,23404973.197999998927116,28245.742999999998574,15269.245540601399625,2575324.796834047883749,257.532479683404802
33,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,519,419,0.000000000000000,1936,Lightning,1936-419,907.100000000000023,linens, ,20070517130602,19360808,digitised,JA70003000,0.000000000000000,1763088.000000000000000,9071787.480799999088049,18676.663700000000972,20963.356961892481195,5346801.848113122396171,534.680184811312301
34,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,526,338a,0.000000000000000,1936,Lightning,1936-338a,1697.700000000000045,linens, ,20070517130602,19360623,digitised,JA70003000,0.000000000000000,1763032.000000000000000,16977756.373799998313189,29555.054599999999482,31283.788751897041948,6434488.951632789336145,643.448895163278962
35,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,528,234,0.000000000000000,1936,Person,1936-234,10.300000000000001,linens, ,20070517130602,20070516,digitised,JA70003000,0.000000000000000,1762932.000000000000000,103192.964000000007218,1186.114600000000110,1185.538297525658209,103118.159389160035062,10.311815938916004
36,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,617,384,0.000000000000000,1934,Person,1934-384,22181.700000000000728,linens, ,20070517130648,19340808,digitised,JA70003000,0.000000000000000,1762406.000000000000000,221817210.437299996614456,104978.266199999998207,37007.684269917830534,17926691.224125280976295,1792.669122412528168
37,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,628,540,0.000000000000000,1938,Lightning,1938-540,32.899999999999999,linens, ,20070517130602,19380319,digitised,JA70003000,0.000000000000000,1763946.000000000000000,329924.922800000000279,2629.290899999999965,2656.638263306952012,299043.010514493624214,29.904301051449362
38,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,669,63,0.000000000000000,1940,Lightning,1940-63,22610.000000000000000,linens, ,20070517130648,19400621,digitised,JA70003000,0.000000000000000,1764651.000000000000000,226100590.340099990367889,73628.098599999997532,74613.126383745169733,60746253.789592131972313,6074.625378959213776
39,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,686,704,0.000000000000000,1940,Lightning,1940-704,3206.099999999999909,linens, ,20070517130609,19400808,digitised,JA70003000,0.000000000000000,1764680.000000000000000,32061818.571299999952316,27868.150900000000547,19794.592952842234808,4552366.629137846641243,455.236662913784699
40,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,703,509,0.000000000000000,1939,Lightning,1939-509,379.899999999999977,linens, ,20070517130602,19390827,digitised,JA70003000,0.000000000000000,1764350.000000000000000,3799119.138799999840558,9883.001700000000710,5097.020614021465917,1234930.364669257774949,123.493036466925787
41,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,723,503,0.000000000000000,1944,Lightning,1944-503,147.900000000000006,linens, ,20070517130607,19440904,digitised,JA70003000,0.000000000000000,1765373.000000000000000,1479819.782200000016019,4857.284099999999853,4504.513108328727867,585161.944960118387826,58.516194496011842
42,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,724,297,0.000000000000000,1945,Lightning,1945-297,1774.599999999999909,linens, ,20070517130606,19450807,digitised,JA70003000,0.000000000000000,1765540.000000000000000,17746577.378800000995398,18800.702900000000227,9280.404854375188734,2680252.507586887571961,268.025250758688742
43,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,757,351,0.000000000000000,1947,Lightning,1947-351,35.200000000000003,linens, ,20070517130604,19470814,digitised,JA70003000,0.000000000000000,1766081.000000000000000,352159.026899999997113,2455.605900000000020,2454.897499755759327,351907.892190526355989,35.190789219052640
44,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,768,197,0.000000000000000,1947,Person,1947-197,3.400000000000000,linens, ,20070517130604,19470618,digitised,JA70003000,0.000000000000000,1766031.000000000000000,34990.235099999998056,872.061400000000049,871.587923102922332,34965.233462876953126,3.496523346287696
45,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,785,377,0.000000000000000,1946,Lightning,1946-377,23.600000000000001,linens, ,20070517130605,19460813,digitised,JA70003000,0.000000000000000,1765849.000000000000000,236928.694599999987986,2451.086099999999988,2288.527382180898712,222572.526343809702666,22.257252634380972
46,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,787,515,0.000000000000000,1945,Lightning,1945-515,105.200000000000003,linens, ,20070517130606,20070516,digitised,JA70003000,0.000000000000000,1765634.000000000000000,1052892.928199999965727,5302.884299999999712,5299.359803493953223,1052124.682076849741861,105.212468207684978
47,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,788,520,0.000000000000000,1945,Lightning,1945-520,50.100000000000001,linens, ,20070517130606,19450829,digitised,JA70003000,0.000000000000000,1765635.000000000000000,501032.314399999973830,3661.434200000000146,1700.116597878409038,146772.549332713242620,14.677254933271325
48,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,846,N00158,0.000000000000000,1960,Lightning,1960-N00158,4163.000000000000000,mylars, ,20070517130635,19600713,digitised,JA70003000,0.000000000000000,1768044.000000000000000,41630188.863300003111362,30464.700899999999820,13826.319234159238476,4175115.431703053880483,417.511543170305401
49,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,897,N00361,0.000000000000000,1966,Person,1966-N00361,148.900000000000006,mylars, ,20070517130632,19660824,digitised,JA70003000,0.000000000000000,1768897.000000000000000,1489847.877099999925122,5141.578400000000329,2838.903306596209859,253273.064224801695673,25.327306422480170
