OID_,MAP_LABEL,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
1,ESSFdkp,1,448584.000000000000000,403725600.000000000000000,0.000052168899856,0.011740919202566,0.011688750302710,0.001872232922181,0.001957361025882,839.853733163716470,0.001226740307175,0.004365701507777
2,ESSFdkw,2,1057362.000000000000000,951625800.000000000000000,0.000068940193160,0.012848705053329,0.012779764860170,0.002200845698552,0.002126849642336,2327.090609512422816,0.001497736026067,0.005165572231635
3,IMAun,3,269525.000000000000000,242572500.000000000000000,0.000025147248380,0.011162493377924,0.011137346129544,0.001188049436612,0.001658666556425,320.209024402839930,0.000638748693746,0.002592438831925
4,ESSFwmp,4,61239.000000000000000,55115100.000000000000000,0.000749760481995,0.007723245304078,0.006973484822083,0.003147428265494,0.001663730857093,192.745359550578740,0.003019698662683,0.005869680736214
5,ESSFwmw,5,248018.000000000000000,223216200.000000000000000,0.000394417846110,0.012037581764162,0.011643163918052,0.003454144766599,0.002102138160143,856.690076722466756,0.002864552428946,0.006530528049916
6,MSdk,6,312665.000000000000000,281398500.000000000000000,0.000565854832530,0.013483133167028,0.012917278334498,0.004630405936239,0.003372459055641,1447.765872054033480,0.003580572782084,0.011063447408378
7,ICHmk4,7,714493.000000000000000,643043700.000000000000000,0.000405627593864,0.011455156840384,0.011049529246520,0.004873025200548,0.002774415649025,3481.742394615109788,0.003920612856746,0.009456633590162
8,ESSFdk1,8,1809051.000000000000000,1628145900.000000000000000,0.000190724022104,0.013174796476960,0.012984072454856,0.002275646868028,0.001919999974549,4116.761242252079683,0.001648943056352,0.004807303193957
9,ESSFwm1,9,637602.000000000000000,573841800.000000000000000,0.000395336857764,0.011829161085188,0.011433824227424,0.003636534237304,0.002258788719771,2318.661502773509710,0.002997248084284,0.007319238176569
10,ESSFdk2,10,767563.000000000000000,690806700.000000000000000,0.000090524910775,0.012960539199412,0.012870014288637,0.002937295422348,0.002721014541889,2254.559286264080129,0.002190633909777,0.006737795379013
11,ICHdm,11,43384.000000000000000,39045600.000000000000000,0.003472293959931,0.010316262952983,0.006843968993053,0.007579244447178,0.001747235479008,328.817941096379968,0.008455271832645,0.009153736010194
12,MSdw,12,1132165.000000000000000,1018948500.000000000000000,0.000372653885279,0.013872682116926,0.013500028231647,0.005107720339727,0.003681088089146,5782.782198427230469,0.003901852527633,0.011829835362732
13,IDFdm2,13,8603.000000000000000,7742700.000000000000000,0.002840950153768,0.012684428133070,0.009843477979302,0.005765952494418,0.003218040933867,49.604489309480165,0.004146755207330,0.011527895741165
