OID_,FID_BEC_PEM_Elk,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Elk,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
2399,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,444,894,0.000000000000000,1931,Lightning,1931-894,39.000000000000000,linens, ,20070517130558,19310826,digitised,JA70003000,0.000000000000000,1761341.000000000000000,390101.034800000023097,2292.785300000000007,1482.913343595969081,14418.084829194178383,1.441808482919418
2400,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,445,N10138,0.000000000000000,1994,Lightning,1994-N10138,919.000000000000000,Buffered_Point, ,20070517130646,19940812,buffered_point,JA70003000,0.000000000000000,1772849.000000000000000,9190142.353800000622869,11109.685600000000704,1482.913343595969081,14418.084829194178383,1.441808482919418
2401,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,478,385,0.000000000000000,1932,Lightning,1932-385,20.000000000000000,linens, ,20070517130558,19320908,digitised,JA70003000,0.000000000000000,1761624.000000000000000,200838.799300000013318,1776.277299999999968,612.634164396122628,1083.754696080631902,0.108375469608063
2402,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,479,N11966,2017091601.000000000000000,2017,Lightning,2017-N11966,15448.799999999999272,2017 ROLLOVER,20170916,20170917141956,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777443.000000000000000,154488899.541500002145767,107767.556100000001607,612.634164396122628,1083.754696080631902,0.108375469608063
2403,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,516,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,8328.313543098551236,140838.105915781285148,14.083810591578128
2404,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,517,178,0.000000000000000,1936,Lightning,1936-178,241.000000000000000,linens, ,20070517130558,19360625,digitised,JA70003000,0.000000000000000,1762869.000000000000000,2410553.201599999796599,6003.723899999999958,8328.313543098551236,140838.105915781285148,14.083810591578128
2405,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,518,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,7222.452512584067335,109575.868944361791364,10.957586894436179
2406,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,519,439,0.000000000000000,1934,Lightning,1934-439,2595.000000000000000,linens, ,20070517130558,19340816,digitised,JA70003000,0.000000000000000,1762460.000000000000000,25950394.712299998849630,24993.673599999998260,7222.452512584067335,109575.868944361791364,10.957586894436179
2407,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,520,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,22505.535399500528001,387799.956323865335435,38.779995632386537
2408,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,521,277,0.000000000000000,1945,Person,1945-277,664.799999999999955,linens, ,20070517130606,19450809,digitised,JA70003000,0.000000000000000,1765533.000000000000000,6648263.037200000137091,18897.626799999998184,22505.535399500528001,387799.956323865335435,38.779995632386537
2409,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,522,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,2678.819921097758197,43117.148926966045110,4.311714892696605
2410,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,523,N00173,0.000000000000000,1959,Person,1959-N00173,180.300000000000011,mylars, ,20070517130635,19590730,digitised,JA70003000,0.000000000000000,1767830.000000000000000,1803603.924300000071526,5326.757700000000114,2678.819921097758197,43117.148926966045110,4.311714892696605
2411,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,538,260,0.000000000000000,1934,Lightning,1934-260,3834.400000000000091,linens, ,20070517130558,19340730,digitised,JA70003000,0.000000000000000,1762247.000000000000000,38344213.946599997580051,29672.107599999999366,12432.483939648931482,193671.300333931430941,19.367130033393146
2412,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,539,N12024,2018082001.000000000000000,2018,Lightning,2018-N12024,2006.799999999999955,2018 ROLLOVER,20180820,20180821092355,20180727,Non-corrected ground GPS,JA70003000,0.000000000000000,1777974.000000000000000,20068779.652100000530481,37443.162799999998242,12432.483939648931482,193671.300333931430941,19.367130033393146
2413,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,594,N11966,2017091601.000000000000000,2017,Lightning,2017-N11966,15448.799999999999272,2017 ROLLOVER,20170916,20170917141956,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777443.000000000000000,154488899.541500002145767,107767.556100000001607,143.753126397890867,630.428758132041025,0.063042875813204
2414,418,376,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,400228288.746999979019165,502350.728599999973085,400228289.000000000000000,502351.000000000000000,5125214.000000000000000,6,warm,MSdwwarm,595,N12024,2018082001.000000000000000,2018,Lightning,2018-N12024,2006.799999999999955,2018 ROLLOVER,20180820,20180821092355,20180727,Non-corrected ground GPS,JA70003000,0.000000000000000,1777974.000000000000000,20068779.652100000530481,37443.162799999998242,143.753126397890867,630.428758132041025,0.063042875813204
2415,422,378,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5549987.187900000251830,27454.970099999998638,5549987.000000000000000,27455.000000000000000,5117415.000000000000000,2,cool,ESSFdkpcool,292,73,0.000000000000000,1919,Lightning,1919-73,525.899999999999977,linens, ,20070517130614,19190727,digitised,JA70003000,0.000000000000000,1756263.000000000000000,5259162.796900000423193,8729.069999999999709,8554.162359148094765,1227922.446959143970162,122.792244695914405
2416,422,378,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5549987.187900000251830,27454.970099999998638,5549987.000000000000000,27455.000000000000000,5117415.000000000000000,2,cool,ESSFdkpcool,293,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,8554.162359148094765,1227922.446959143970162,122.792244695914405
2417,423,378,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5549987.187900000251830,27454.970099999998638,5549987.000000000000000,27455.000000000000000,5117415.000000000000000,6,warm,ESSFdkpwarm,292,73,0.000000000000000,1919,Lightning,1919-73,525.899999999999977,linens, ,20070517130614,19190727,digitised,JA70003000,0.000000000000000,1756263.000000000000000,5259162.796900000423193,8729.069999999999709,271.663899769053103,1133.557135975213214,0.113355713597521
2418,423,378,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5549987.187900000251830,27454.970099999998638,5549987.000000000000000,27455.000000000000000,5117415.000000000000000,6,warm,ESSFdkpwarm,293,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,271.663899769053103,1133.557135975213214,0.113355713597521
2419,441,388,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,5344838.768299999646842,22217.873500000001513,5344839.000000000000000,22218.000000000000000,5117693.000000000000000,2,cool,ESSFdkwcool,440,948,0.000000000000000,1929,Person,1929-948,23.399999999999999,linens, ,20070517130614,19290830,digitised,JA70003000,0.000000000000000,1760270.000000000000000,234103.957699999999022,1951.361699999999928,1603.866098245292733,38085.231539249041816,3.808523153924904
2420,441,388,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,5344838.768299999646842,22217.873500000001513,5344839.000000000000000,22218.000000000000000,5117693.000000000000000,2,cool,ESSFdkwcool,441,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,1603.866098245292733,38085.231539249041816,3.808523153924904
2421,443,388,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,5344838.768299999646842,22217.873500000001513,5344839.000000000000000,22218.000000000000000,5117693.000000000000000,6,warm,ESSFdkwwarm,440,948,0.000000000000000,1929,Person,1929-948,23.399999999999999,linens, ,20070517130614,19290830,digitised,JA70003000,0.000000000000000,1760270.000000000000000,234103.957699999999022,1951.361699999999928,1489.640537378952786,36403.585690482424980,3.640358569048243
2422,443,388,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,5344838.768299999646842,22217.873500000001513,5344839.000000000000000,22218.000000000000000,5117693.000000000000000,6,warm,ESSFdkwwarm,441,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,1489.640537378952786,36403.585690482424980,3.640358569048243
2423,450,392,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,189484007.387800008058548,399823.768299999996088,189484007.000000000000000,399824.000000000000000,5117317.000000000000000,2,cool,ESSFdk1cool,462,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,6964.298033557220151,739886.519231481943280,73.988651923148197
2424,450,392,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,189484007.387800008058548,399823.768299999996088,189484007.000000000000000,399824.000000000000000,5117317.000000000000000,2,cool,ESSFdk1cool,463,N11976,2017092401.000000000000000,2017,Lightning,2017-N11976,6271.000000000000000,2017 ROLLOVER,20170924,20170924203618,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777445.000000000000000,62710046.030299998819828,43440.826999999997497,6964.298033557220151,739886.519231481943280,73.988651923148197
2425,451,392,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,189484007.387800008058548,399823.768299999996088,189484007.000000000000000,399824.000000000000000,5117317.000000000000000,6,warm,ESSFdk1warm,462,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,2115.273183824561784,28018.727749874902656,2.801872774987491
2426,451,392,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,189484007.387800008058548,399823.768299999996088,189484007.000000000000000,399824.000000000000000,5117317.000000000000000,6,warm,ESSFdk1warm,463,N11976,2017092401.000000000000000,2017,Lightning,2017-N11976,6271.000000000000000,2017 ROLLOVER,20170924,20170924203618,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777445.000000000000000,62710046.030299998819828,43440.826999999997497,2115.273183824561784,28018.727749874902656,2.801872774987491
2427,452,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,2,cool,ESSFwmwcool,452,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,562.502567372228668,680.961765256650324,0.068096176525665
2428,452,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,2,cool,ESSFwmwcool,453,167,0.000000000000000,1940,Lightning,1940-167,2921.599999999999909,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764468.000000000000000,29216856.587799999862909,37043.763299999998708,562.502567372228668,680.961765256650324,0.068096176525665
2429,452,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,2,cool,ESSFwmwcool,546,167,0.000000000000000,1940,Lightning,1940-167,2921.599999999999909,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764468.000000000000000,29216856.587799999862909,37043.763299999998708,7377.814405539316795,601749.834830850479193,60.174983483085050
2430,452,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,2,cool,ESSFwmwcool,547,N10464,0.000000000000000,2001,Lightning,2001-N10464,173.900000000000006,LANDSAT7, ,20070517150824,20010817,digitized,JA70003000,0.000000000000000,1773364.000000000000000,1739309.848400000017136,8065.406200000000354,7377.814405539316795,601749.834830850479193,60.174983483085050
2431,452,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,2,cool,ESSFwmwcool,548,167,0.000000000000000,1940,Lightning,1940-167,1096.000000000000000,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764469.000000000000000,10960088.150399999693036,22340.513900000001740,3761.191331378043287,631147.647696158732288,63.114764769615874
2432,452,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,2,cool,ESSFwmwcool,549,N12395,2018090701.000000000000000,2018,Person,2018-N12395,955.700000000000045,2018 ROLLOVER,20180907,20180908095420,20180810,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777978.000000000000000,9557790.129799999296665,15461.534299999999348,3761.191331378043287,631147.647696158732288,63.114764769615874
2433,453,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,5,cool,ESSFwmwcool,452,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,666.097768243807309,1114.487877619024175,0.111448787761902
2434,453,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,5,cool,ESSFwmwcool,453,167,0.000000000000000,1940,Lightning,1940-167,2921.599999999999909,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764468.000000000000000,29216856.587799999862909,37043.763299999998708,666.097768243807309,1114.487877619024175,0.111448787761902
2435,453,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,5,cool,ESSFwmwcool,546,167,0.000000000000000,1940,Lightning,1940-167,2921.599999999999909,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764468.000000000000000,29216856.587799999862909,37043.763299999998708,634.926676205983540,11629.999397238310848,1.162999939723831
2436,453,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,5,cool,ESSFwmwcool,547,N10464,0.000000000000000,2001,Lightning,2001-N10464,173.900000000000006,LANDSAT7, ,20070517150824,20010817,digitized,JA70003000,0.000000000000000,1773364.000000000000000,1739309.848400000017136,8065.406200000000354,634.926676205983540,11629.999397238310848,1.162999939723831
2437,454,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,6,warm,ESSFwmwwarm,452,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,865.339256972368503,930.580158300045809,0.093058015830005
2438,454,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,6,warm,ESSFwmwwarm,453,167,0.000000000000000,1940,Lightning,1940-167,2921.599999999999909,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764468.000000000000000,29216856.587799999862909,37043.763299999998708,865.339256972368503,930.580158300045809,0.093058015830005
2439,454,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,6,warm,ESSFwmwwarm,546,167,0.000000000000000,1940,Lightning,1940-167,2921.599999999999909,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764468.000000000000000,29216856.587799999862909,37043.763299999998708,6070.348953379004342,174853.142528712371131,17.485314252871238
2440,454,393,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,38203348.309900000691414,116404.406700000006822,38203348.000000000000000,116404.000000000000000,5121011.000000000000000,6,warm,ESSFwmwwarm,547,N10464,0.000000000000000,2001,Lightning,2001-N10464,173.900000000000006,LANDSAT7, ,20070517150824,20010817,digitized,JA70003000,0.000000000000000,1773364.000000000000000,1739309.848400000017136,8065.406200000000354,6070.348953379004342,174853.142528712371131,17.485314252871238
2441,463,398,435.000000000000000,ICH,mk,4, ,NDT3,ICHmk4,ICH mk 4,Interior Cedar -- Hemlock,Moist Cool,Elk, ,Ecosystems with frequent stand-initiating events,15613903.427999999374151,28701.471099999998842,15613903.000000000000000,28701.000000000000000,5121519.000000000000000,2,cool,ICHmk4cool,462,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,25710.005113571296533,1339789.692736249649897,133.978969273624983
2442,463,398,435.000000000000000,ICH,mk,4, ,NDT3,ICHmk4,ICH mk 4,Interior Cedar -- Hemlock,Moist Cool,Elk, ,Ecosystems with frequent stand-initiating events,15613903.427999999374151,28701.471099999998842,15613903.000000000000000,28701.000000000000000,5121519.000000000000000,2,cool,ICHmk4cool,463,N11976,2017092401.000000000000000,2017,Lightning,2017-N11976,6271.000000000000000,2017 ROLLOVER,20170924,20170924203618,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777445.000000000000000,62710046.030299998819828,43440.826999999997497,25710.005113571296533,1339789.692736249649897,133.978969273624983
2443,464,398,435.000000000000000,ICH,mk,4, ,NDT3,ICHmk4,ICH mk 4,Interior Cedar -- Hemlock,Moist Cool,Elk, ,Ecosystems with frequent stand-initiating events,15613903.427999999374151,28701.471099999998842,15613903.000000000000000,28701.000000000000000,5121519.000000000000000,5,cool,ICHmk4cool,462,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,2716.380277403568925,45213.039548004446260,4.521303954800445
2444,464,398,435.000000000000000,ICH,mk,4, ,NDT3,ICHmk4,ICH mk 4,Interior Cedar -- Hemlock,Moist Cool,Elk, ,Ecosystems with frequent stand-initiating events,15613903.427999999374151,28701.471099999998842,15613903.000000000000000,28701.000000000000000,5121519.000000000000000,5,cool,ICHmk4cool,463,N11976,2017092401.000000000000000,2017,Lightning,2017-N11976,6271.000000000000000,2017 ROLLOVER,20170924,20170924203618,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777445.000000000000000,62710046.030299998819828,43440.826999999997497,2716.380277403568925,45213.039548004446260,4.521303954800445
2445,465,398,435.000000000000000,ICH,mk,4, ,NDT3,ICHmk4,ICH mk 4,Interior Cedar -- Hemlock,Moist Cool,Elk, ,Ecosystems with frequent stand-initiating events,15613903.427999999374151,28701.471099999998842,15613903.000000000000000,28701.000000000000000,5121519.000000000000000,6,warm,ICHmk4warm,462,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,25569.284600532217155,1259110.577793744392693,125.911057779374445
2446,465,398,435.000000000000000,ICH,mk,4, ,NDT3,ICHmk4,ICH mk 4,Interior Cedar -- Hemlock,Moist Cool,Elk, ,Ecosystems with frequent stand-initiating events,15613903.427999999374151,28701.471099999998842,15613903.000000000000000,28701.000000000000000,5121519.000000000000000,6,warm,ICHmk4warm,463,N11976,2017092401.000000000000000,2017,Lightning,2017-N11976,6271.000000000000000,2017 ROLLOVER,20170924,20170924203618,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777445.000000000000000,62710046.030299998819828,43440.826999999997497,25569.284600532217155,1259110.577793744392693,125.911057779374445
