OID_,FID_BEC_PEM_Elk,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Elk,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
594,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,9,32,0.000000000000000,1919,Person,1919-32,1624.299999999999955,linens, ,20070517130622,19190620,digitised,JA70003000,0.000000000000000,1756125.000000000000000,16243645.875000000000000,17763.624500000001717,8766.822551757610199,1218937.620161012979224,121.893762016101306
595,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,24,55,0.000000000000000,1920,Person,1920-55,863.100000000000023,linens, ,20070517130622,19200726,digitised,JA70003000,0.000000000000000,1756550.000000000000000,8631133.315500000491738,12737.794200000000274,4056.018892243603204,521285.921091654105112,52.128592109165410
596,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,45,100,0.000000000000000,1923,Person,1923-100,7096.199999999999818,linens, ,20070517130622,19230904,digitised,JA70003000,0.000000000000000,1757580.000000000000000,70962763.372400000691414,43695.000899999999092,68984.358185021832469,13315466.574178015813231,1331.546657417801725
597,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,46,350,0.000000000000000,1925,Lightning,1925-350,609.899999999999977,linens, ,20070517130622,19250712,digitised,JA70003000,0.000000000000000,1758704.000000000000000,6099522.121000000275671,12199.128399999999601,1816.532797207081330,51929.492453269966063,5.192949245326997
598,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,53,1009,0.000000000000000,1926,Lightning,1926-1009,26.100000000000001,linens, ,20070517130614,19260714,digitised,JA70003000,0.000000000000000,1759138.000000000000000,261401.062800000014249,1989.531300000000101,675.995127409777183,10823.678448629249033,1.082367844862925
599,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,56,1040,0.000000000000000,1929,Person,1929-1040,1388.299999999999955,linens, ,20070517130614,19290824,digitised,JA70003000,0.000000000000000,1759911.000000000000000,13883732.380699999630451,26218.873100000000704,34069.989886217445019,3894311.144325389526784,389.431114432538948
600,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,62,820,0.000000000000000,1929,Lightning,1929-820,11203.100000000000364,linens, ,20070517130614,19290823,digitised,JA70003000,0.000000000000000,1760226.000000000000000,112031012.506400004029274,66033.422800000000279,81657.546547779464163,13992109.818899229168892,1399.210981889923005
601,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,63,698,0.000000000000000,1929,Person,1929-698,8308.899999999999636,linens, ,20070517130622,19290814,digitised,JA70003000,0.000000000000000,1760168.000000000000000,83089732.756099998950958,59173.564100000003236,10663.638625860008688,787243.903701572795399,78.724390370157280
602,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,73,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,687868.560538298333995,241421895.905189156532288,24142.189590518915793
603,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,77,662,0.000000000000000,1930,Lightning,1930-662,535.000000000000000,linens, ,20070517130614,19300824,digitised,JA70003000,0.000000000000000,1760699.000000000000000,5350425.559899999760091,9243.019599999999627,25748.900515321518469,3639549.446655291132629,363.954944665529126
604,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,78,662,0.000000000000000,1930,Lightning,1930-662,301.399999999999977,linens, ,20070517130614,19300824,digitised,JA70003000,0.000000000000000,1760700.000000000000000,3014510.360599999781698,7140.766800000000330,9982.753488408794510,2783843.060848773457110,278.384306084877380
605,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,94,183,0.000000000000000,1932,Lightning,1932-183,628.399999999999977,linens, ,20070517130558,19320728,digitised,JA70003000,0.000000000000000,1761460.000000000000000,6284666.205900000408292,11127.698399999999310,6259.458967456567734,985366.355755402590148,98.536635575540259
606,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,96,385,0.000000000000000,1932,Lightning,1932-385,20.000000000000000,linens, ,20070517130558,19320908,digitised,JA70003000,0.000000000000000,1761624.000000000000000,200838.799300000013318,1776.277299999999968,936.704324661724513,17644.128695931463881,1.764412869593146
607,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,97,138,0.000000000000000,1932,Lightning,1932-138,1184.599999999999909,linens, ,20070517130558,19320728,digitised,JA70003000,0.000000000000000,1761419.000000000000000,11846009.796399999409914,26862.660100000000966,37459.710980660398491,7821831.011439819820225,782.183101143982071
608,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,105,257,0.000000000000000,1936,Lightning,1936-257,35648.599999999998545,linens, ,20070517130647,19360714,digitised,JA70003000,0.000000000000000,1762957.000000000000000,356486879.766200006008148,112810.565700000006473,838079.916063338634558,135841965.669400751590729,13584.196566940076082
609,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,117,258,0.000000000000000,1934,Lightning,1934-258,36255.699999999997090,linens, ,20070517130648,19340730,digitised,JA70003000,0.000000000000000,1762242.000000000000000,362557429.144100010395050,91394.347999999998137,443478.457515977672301,59497919.747871428728104,5949.791974787142863
610,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,119,260,0.000000000000000,1934,Lightning,1934-260,3834.400000000000091,linens, ,20070517130558,19340730,digitised,JA70003000,0.000000000000000,1762247.000000000000000,38344213.946599997580051,29672.107599999999366,78751.169649089992163,15442668.629353007301688,1544.266862935300878
611,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,120,439,0.000000000000000,1934,Lightning,1934-439,2595.000000000000000,linens, ,20070517130558,19340816,digitised,JA70003000,0.000000000000000,1762460.000000000000000,25950394.712299998849630,24993.673599999998260,11380.823174668979846,1946960.417901976965368,194.696041790197711
612,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,135,167,0.000000000000000,1940,Lightning,1940-167,1096.000000000000000,linens, ,20070517130609,19400712,digitised,JA70003000,0.000000000000000,1764469.000000000000000,10960088.150399999693036,22340.513900000001740,24542.974951672567840,2145641.725494605489075,214.564172549460551
613,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,142,462,0.000000000000000,1944,Lightning,1944-462,57.299999999999997,linens, ,20070517130606,19440907,digitised,JA70003000,0.000000000000000,1765360.000000000000000,573641.625099999946542,4478.097200000000157,1892.170806939255044,38549.330960814339051,3.854933096081434
614,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,147,483,0.000000000000000,1945,Lightning,1945-483,15.100000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765627.000000000000000,151120.215399999986403,1475.352000000000089,1475.039762095917695,151104.047647943370976,15.110404764794337
615,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,153,N00324,0.000000000000000,1952,Person,1952-N00324,179.900000000000006,mylars, ,20070517130638,19520928,digitised,JA70003000,0.000000000000000,1766807.000000000000000,1799381.885699999984354,7575.838600000000042,1891.172226440043687,135860.465870684245601,13.586046587068425
616,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,156,N00225,0.000000000000000,1960,Lightning,1960-N00225,1039.400000000000091,mylars, ,20070517130634,19600713,digitised,JA70003000,0.000000000000000,1768060.000000000000000,10394969.574599999934435,14582.390799999999217,35523.227650942615583,8580257.502497915178537,858.025750249791599
617,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,159,N00417,0.000000000000000,1958,Lightning,1958-N00417,582.700000000000045,mylars, ,20070517130636,19580812,digitised,JA70003000,0.000000000000000,1767562.000000000000000,5827784.126600000075996,12641.994699999999284,6234.333447258723027,582198.152446924475953,58.219815244692448
618,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,167,N20653,0.000000000000000,1974,Person,1974-N20653,13.000000000000000,Buffered_Point, ,20070517130645,19741015,buffered_point,JA70003000,0.000000000000000,1770310.000000000000000,130528.322100000004866,1327.124199999999973,254.316251407610480,1205.567768105520372,0.120556776810552
619,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,170,N20208,0.000000000000000,1972,Person,1972-N20208,152.900000000000006,mylars, ,20070517130629,19720809,digitised,JA70003000,0.000000000000000,1769965.000000000000000,1529768.406699999934062,4968.401300000000447,2700.687420747417491,347200.154720906808507,34.720015472090680
620,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,174,N20809,0.000000000000000,1970,Person,1970-N20809,266.800000000000011,mylars, ,20070517130651,19700903,digitised,JA70003000,0.000000000000000,1769571.000000000000000,2668425.682899999897927,15366.477500000000873,23535.002857368170226,1342282.115479004569352,134.228211547900457
621,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,175,N20809,0.000000000000000,1970,Person,1970-N20809,31.800000000000001,mylars, ,20070517130651,19700903,digitised,JA70003000,0.000000000000000,1769572.000000000000000,318292.728000000002794,3271.454000000000178,3577.839318194518910,315014.080230244959239,31.501408023024496
622,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,176,N20809,0.000000000000000,1970,Person,1970-N20809,239.900000000000006,mylars, ,20070517130651,19700903,digitised,JA70003000,0.000000000000000,1769573.000000000000000,2399928.831499999854714,8779.924399999999878,16998.524253859784949,2265002.413103099912405,226.500241310310003
623,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,182,N10084,0.000000000000000,1988,Person,1988-N10084,211.900000000000006,inventory, ,20070517130653,19880926,digitised,JA70003000,0.000000000000000,1772170.000000000000000,2119901.335299999918789,11631.237199999999575,14255.906934216491209,910694.430625184555538,91.069443062518459
624,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,194,N10689,0.000000000000000,2003,Lightning,2003-N10689,3580.500000000000000,LANDSAT5, ,20070517150823,20030813,digitized,JA70003000,0.000000000000000,1773456.000000000000000,35805477.777500003576279,49970.525199999996403,121424.084310813035700,30406937.275825694203377,3040.693727582569409
625,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,205,N11966,2017091601.000000000000000,2017,Lightning,2017-N11966,15448.799999999999272,2017 ROLLOVER,20170916,20170917141956,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777443.000000000000000,154488899.541500002145767,107767.556100000001607,397465.781266582314856,100154314.640392959117889,10015.431464039296770
626,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,206,N11971,2017091803.000000000000000,2017,Lightning,2017-N11971,2262.599999999999909,2017 ROLLOVER,20170918,20170919084719,20170830,Non-corrected ground GPS,JA70003000,0.000000000000000,1777444.000000000000000,22626283.845199998468161,45474.428699999996752,35742.178121720207855,4180103.648232053965330,418.010364823205407
627,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,207,N11976,2017092401.000000000000000,2017,Lightning,2017-N11976,6271.000000000000000,2017 ROLLOVER,20170924,20170924203618,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777445.000000000000000,62710046.030299998819828,43440.826999999997497,26268.648415011484758,3874762.816274068318307,387.476281627406877
628,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,208,N11978,2017092401.000000000000000,2017,Lightning,2017-N11978,160.300000000000011,2017 ROLLOVER,20170924,20170925064654,20170830,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777446.000000000000000,1603594.494500000029802,6432.824300000000221,5476.501888219459943,682419.513756709289737,68.241951375670936
629,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,209,N11984,2017091101.000000000000000,2017,Person,2017-N11984,903.100000000000023,2017 ROLLOVER,20170911,20170911101841,20170831,Non-corrected ground GPS,JA70003000,0.000000000000000,1777447.000000000000000,9031782.001199999824166,24301.402699999998731,8113.219864769081141,810824.156938062165864,81.082415693806226
630,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,210,N12018,2017091802.000000000000000,2017,Lightning,2017-N12018,89.200000000000003,2017 ROLLOVER,20170918,20170919102137,20170901,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777449.000000000000000,892189.752800000016578,5989.928399999999783,6629.374005705113632,819879.762335574603640,81.987976233557461
631,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,213,N12024,2018082001.000000000000000,2018,Lightning,2018-N12024,2006.799999999999955,2018 ROLLOVER,20180820,20180821092355,20180727,Non-corrected ground GPS,JA70003000,0.000000000000000,1777974.000000000000000,20068779.652100000530481,37443.162799999998242,40974.278624957427382,5942039.501129167154431,594.203950112916800
632,407,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,2,cool,ESSFdk1cool,214,N12395,2018090701.000000000000000,2018,Person,2018-N12395,955.700000000000045,2018 ROLLOVER,20180907,20180908095420,20180810,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777978.000000000000000,9557790.129799999296665,15461.534299999999348,1106.867596749275890,968.257189481195269,0.096825718948120
633,408,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,5,cool,ESSFdk1cool,1,102,0.000000000000000,1919,Lightning,1919-102,872.200000000000045,linens, ,20070517130614,19190818,digitised,JA70003000,0.000000000000000,1756049.000000000000000,8722849.837600000202656,15326.293600000000879,361.806979521327889,1852.403095977143039,0.185240309597714
634,408,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,5,cool,ESSFdk1cool,9,32,0.000000000000000,1919,Person,1919-32,1624.299999999999955,linens, ,20070517130622,19190620,digitised,JA70003000,0.000000000000000,1756125.000000000000000,16243645.875000000000000,17763.624500000001717,399.956461126857107,2499.455457533193567,0.249945545753319
635,408,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,5,cool,ESSFdk1cool,45,100,0.000000000000000,1923,Person,1923-100,7096.199999999999818,linens, ,20070517130622,19230904,digitised,JA70003000,0.000000000000000,1757580.000000000000000,70962763.372400000691414,43695.000899999999092,644.816789588715437,5858.088735507652927,0.585808873550765
636,408,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,5,cool,ESSFdk1cool,62,820,0.000000000000000,1929,Lightning,1929-820,11203.100000000000364,linens, ,20070517130614,19290823,digitised,JA70003000,0.000000000000000,1760226.000000000000000,112031012.506400004029274,66033.422800000000279,589.572936146482562,2983.420208974980596,0.298342020897498
637,408,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,5,cool,ESSFdk1cool,63,698,0.000000000000000,1929,Person,1929-698,8308.899999999999636,linens, ,20070517130622,19290814,digitised,JA70003000,0.000000000000000,1760168.000000000000000,83089732.756099998950958,59173.564100000003236,99.988896851326757,624.861034850310489,0.062486103485031
638,408,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,5,cool,ESSFdk1cool,73,550,0.000000000000000,1931,Person,1931-550,68465.699999999997090,linens, ,20070517130648,19310802,digitised,JA70003000,0.000000000000000,1761155.000000000000000,684657447.039800047874451,178558.949300000007497,5273.873800601444600,44667.848803247543401,4.466784880324755
639,408,373,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,1203004219.997600078582764,2195045.995000000111759,1203004220.000000000000000,2195046.000000000000000,5117336.000000000000000,5,cool,ESSFdk1cool,77,662,0.000000000000000,1930,Lightning,1930-662,535.000000000000000,linens, ,20070517130614,19300824,digitised,JA70003000,0.000000000000000,1760699.000000000000000,5350425.559899999760091,9243.019599999999627,199.992517495660479,1249.904348832374126,0.124990434883237
