OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,Shape_Length,Shape_Area,Calculate_Area_Ha
65,126,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11610665.686300000175834,41349.617400000002817,11610666.000000000000000,41350.000000000000000,5117344.000000000000000,2,cool,ESSFdk1cool,62425.025820808557910,866412.855954492115416,86.641285595449219
66,126,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11610665.686300000175834,41349.617400000002817,11610666.000000000000000,41350.000000000000000,5117344.000000000000000,5,cool,ESSFdk1cool,6487.996092743269401,27465.470054141660512,2.746547005414166
67,126,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11610665.686300000175834,41349.617400000002817,11610666.000000000000000,41350.000000000000000,5117344.000000000000000,6,warm,ESSFdk1warm,90742.749622216011630,6983604.716727848164737,698.360471672784797
68,128,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1245000.000000000000000,12200.000000000000000,1245000.000000000000000,12200.000000000000000,5122077.000000000000000,2,cool,IMAuncool,1178.780746235715242,10722.058234414880644,1.072205823441488
69,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,2,cool,IDFdm2cool,98469.547516085702227,9160236.081400705501437,916.023608140070564
70,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,3,cool,IDFdm2cool,1487.525661549577535,9109.074866050958008,0.910907486605096
71,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,4,cool,IDFdm2cool,25582.521539814901189,98810.272646250305115,9.881027264625031
72,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,272124.542033716046717,4653465.457938316278160,465.346545793831638
73,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,6,warm,IDFdm2warm,398448.610925951565150,56023053.455514959990978,5602.305345551496430
74,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,2,cool,MSdwcool,165977.201489362952998,20732796.581861268728971,2073.279658186127108
75,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,3,cool,MSdwcool,12532.671496611499606,3685397.680553372949362,368.539768055337333
76,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,4,cool,MSdwcool,101338.223703958807164,23130602.337026719003916,2313.060233702672122
77,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,5,cool,MSdwcool,2692.229832874543717,44370.402040384789871,4.437040204038479
78,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,6,warm,MSdwwarm,202083.946930935286218,3665941.412500102072954,366.594141250010239
79,422,435.000000000000000,ESSF,wm,1, ,NDT2,ESSFwm1,ESSFwm 1,Engelmann Spruce -- Subalpine Fir,Wet Mild,Fernie, ,Ecosystems with infrequent stand-initiating events,152267439.163199990987778,428124.198499999998603,152267439.000000000000000,428124.000000000000000,5120742.000000000000000,2,cool,ESSFwm1cool,32334.262158402267232,4771219.755504429340363,477.121975550442983
80,422,435.000000000000000,ESSF,wm,1, ,NDT2,ESSFwm1,ESSFwm 1,Engelmann Spruce -- Subalpine Fir,Wet Mild,Fernie, ,Ecosystems with infrequent stand-initiating events,152267439.163199990987778,428124.198499999998603,152267439.000000000000000,428124.000000000000000,5120742.000000000000000,5,cool,ESSFwm1cool,2489.459687052089521,42939.307526707882062,4.293930752670788
81,422,435.000000000000000,ESSF,wm,1, ,NDT2,ESSFwm1,ESSFwm 1,Engelmann Spruce -- Subalpine Fir,Wet Mild,Fernie, ,Ecosystems with infrequent stand-initiating events,152267439.163199990987778,428124.198499999998603,152267439.000000000000000,428124.000000000000000,5120742.000000000000000,6,warm,ESSFwm1warm,29927.236100160669594,722300.701296253479086,72.230070129625346
82,494,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,13749072.998999999836087,85949.424499999993714,13749073.000000000000000,85949.000000000000000,5117621.000000000000000,3,cool,ESSFdkpcool,64508.296921922403271,5001326.859502116218209,500.132685950211624
83,498,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,6239679.586699999868870,55057.976799999996729,6239680.000000000000000,55058.000000000000000,5117620.000000000000000,3,cool,ESSFdkpcool,9145.081399506636444,418961.218000999011565,41.896121800099905
84,504,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,210000.000000000000000,2600.000000000000000,210000.000000000000000,2600.000000000000000,5117618.000000000000000,3,cool,ESSFdkpcool,3012.254052768894326,192958.958613778901054,19.295895861377890
85,509,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,142500.000000000000000,2100.000000000000000,142500.000000000000000,2100.000000000000000,5117619.000000000000000,3,cool,ESSFdkpcool,2040.175304268151649,136248.063096653728280,13.624806309665374
86,540,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,7865002.375000000000000,44199.904999999998836,7865002.000000000000000,44200.000000000000000,5122514.000000000000000,3,cool,IMAuncool,99.673458208092541,163.387110322520357,0.016338711032252
87,544,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,315000.000000000000000,2800.000000000000000,315000.000000000000000,2800.000000000000000,5117792.000000000000000,3,cool,ESSFdkwcool,1833.554938097560125,55063.251376567881380,5.506325137656789
88,544,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,315000.000000000000000,2800.000000000000000,315000.000000000000000,2800.000000000000000,5117792.000000000000000,7,warm,ESSFdkwwarm,4017.420343493125984,137319.170540910330601,13.731917054091033
89,545,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,125000.000000000000000,2200.000000000000000,125000.000000000000000,2200.000000000000000,5122527.000000000000000,3,cool,IMAuncool,584.940721599393669,10041.387631205456273,1.004138763120546
90,547,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,11105235.319700000807643,29760.181199999999080,11105235.000000000000000,29760.000000000000000,5117380.000000000000000,3,cool,ESSFdk2cool,49041.848098646667495,3050135.790092654991895,305.013579009265527
91,547,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,11105235.319700000807643,29760.181199999999080,11105235.000000000000000,29760.000000000000000,5117380.000000000000000,5,cool,ESSFdk2cool,11645.036664077462774,183846.328346794529352,18.384632834679454
92,547,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,11105235.319700000807643,29760.181199999999080,11105235.000000000000000,29760.000000000000000,5117380.000000000000000,7,warm,ESSFdk2warm,55041.123876957259199,7708919.151994382031262,770.891915199438245
93,548,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,10222692.857499999925494,28089.589599999999336,10222693.000000000000000,28090.000000000000000,5121530.000000000000000,3,cool,ICHmk5cool,53776.471604603160813,7433269.253089887090027,743.326925308988734
94,548,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,10222692.857499999925494,28089.589599999999336,10222693.000000000000000,28090.000000000000000,5121530.000000000000000,5,cool,ICHmk5cool,2718.329636497943284,25921.319980546679290,2.592131998054668
95,548,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,10222692.857499999925494,28089.589599999999336,10222693.000000000000000,28090.000000000000000,5121530.000000000000000,7,warm,ICHmk5warm,52648.034792525228113,2355969.791912197135389,235.596979191219731
96,549,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,43406614.459799997508526,303055.660700000007637,43406614.000000000000000,303056.000000000000000,5117782.000000000000000,3,cool,ESSFdkwcool,374929.307616086443886,21195666.654287151992321,2119.566665428715169
97,549,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,43406614.459799997508526,303055.660700000007637,43406614.000000000000000,303056.000000000000000,5117782.000000000000000,5,cool,ESSFdkwcool,1113.749416443489963,5841.821803185761382,0.584182180318576
98,549,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,43406614.459799997508526,303055.660700000007637,43406614.000000000000000,303056.000000000000000,5117782.000000000000000,7,warm,ESSFdkwwarm,134995.403020262019709,2633481.431819919031113,263.348143181991929
99,550,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,26012499.680199999362230,205199.706100000010338,26012500.000000000000000,205200.000000000000000,5117596.000000000000000,3,cool,ESSFdkpcool,91247.836650260651368,2907076.376779327634722,290.707637677932780
100,550,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,26012499.680199999362230,205199.706100000010338,26012500.000000000000000,205200.000000000000000,5117596.000000000000000,5,cool,ESSFdkpcool,141.419034502465422,1162.028355193405559,0.116202835519341
101,550,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,26012499.680199999362230,205199.706100000010338,26012500.000000000000000,205200.000000000000000,5117596.000000000000000,7,warm,ESSFdkpwarm,388.876626850191940,2657.761586461675961,0.265776158646168
102,551,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1107500.000000000000000,6400.000000000000000,1107500.000000000000000,6400.000000000000000,5117777.000000000000000,3,cool,ESSFdkwcool,6604.446714725376296,542606.984059609705582,54.260698405960973
103,551,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1107500.000000000000000,6400.000000000000000,1107500.000000000000000,6400.000000000000000,5117777.000000000000000,5,cool,ESSFdkwcool,2659.807303389146455,7011.612419155680072,0.701161241915568
104,551,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1107500.000000000000000,6400.000000000000000,1107500.000000000000000,6400.000000000000000,5117777.000000000000000,7,warm,ESSFdkwwarm,9544.406735764689074,470040.288993848953396,47.004028899384899
105,555,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,760000.000000000000000,6100.000000000000000,760000.000000000000000,6100.000000000000000,5117581.000000000000000,3,cool,ESSFdkpcool,1557.820764923172419,55029.768180640938226,5.502976818064094
106,557,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2862500.000000000000000,14800.000000000000000,2862500.000000000000000,14800.000000000000000,5117589.000000000000000,3,cool,ESSFdkpcool,23433.292803360622202,1435929.656541432719678,143.592965654143285
107,561,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,125000.000000000000000,2000.000000000000000,125000.000000000000000,2000.000000000000000,5117590.000000000000000,3,cool,ESSFdkpcool,1998.986556117866940,124925.634113500564126,12.492563411350057
108,568,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,31823112.599599998444319,91657.781000000002678,31823113.000000000000000,91658.000000000000000,5122532.000000000000000,3,cool,IMAuncool,945.958408132897944,13843.768992702396645,1.384376899270240
109,604,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,28184059.037700001150370,56756.615200000000186,28184059.000000000000000,56757.000000000000000,5121532.000000000000000,3,cool,ICHmk5cool,108178.168827956629684,13730797.010792428627610,1373.079701079243023
110,604,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,28184059.037700001150370,56756.615200000000186,28184059.000000000000000,56757.000000000000000,5121532.000000000000000,4,cool,ICHmk5cool,65653.528581819584360,6399355.859516598284245,639.935585951659846
111,604,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,28184059.037700001150370,56756.615200000000186,28184059.000000000000000,56757.000000000000000,5121532.000000000000000,5,cool,ICHmk5cool,4084.428267110637080,55609.285766196277109,5.560928576619628
112,604,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,28184059.037700001150370,56756.615200000000186,28184059.000000000000000,56757.000000000000000,5121532.000000000000000,7,warm,ICHmk5warm,106066.319862805423327,5655762.009104492142797,565.576200910449188
113,606,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,417500.000000000000000,3600.000000000000000,417500.000000000000000,3600.000000000000000,5117570.000000000000000,4,cool,ESSFdkpcool,715.837749581075173,10474.928821796196644,1.047492882179620
114,607,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36404101.777199998497963,236136.408100000000559,36404102.000000000000000,236136.000000000000000,5117784.000000000000000,4,cool,ESSFdkwcool,310128.584877666784450,18869127.473072219640017,1886.912747307222162
115,607,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36404101.777199998497963,236136.408100000000559,36404102.000000000000000,236136.000000000000000,5117784.000000000000000,7,warm,ESSFdkwwarm,616.565381218144807,1511.935516867203887,0.151193551686720
116,609,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,7542500.000000000000000,59200.000000000000000,7542500.000000000000000,59200.000000000000000,5117584.000000000000000,4,cool,ESSFdkpcool,31168.338557574101287,1209936.910029468825087,120.993691002946889
117,609,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,7542500.000000000000000,59200.000000000000000,7542500.000000000000000,59200.000000000000000,5117584.000000000000000,7,warm,ESSFdkpwarm,76.740704884267160,160.042773478099463,0.016004277347810
118,610,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,36362467.278599999845028,266133.728200000012293,36362467.000000000000000,266134.000000000000000,5117599.000000000000000,4,cool,ESSFdkpcool,89859.584305329219205,3106246.121216626837850,310.624612121662722
119,610,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,36362467.278599999845028,266133.728200000012293,36362467.000000000000000,266134.000000000000000,5117599.000000000000000,7,warm,ESSFdkpwarm,71.306218953721014,292.273254106480181,0.029227325410648
120,617,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,3531899.235400000121444,11873.669599999999264,3531899.000000000000000,11874.000000000000000,5121529.000000000000000,4,cool,ICHmk5cool,15443.793028984460761,3384411.714097257237881,338.441171409725712
121,617,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,3531899.235400000121444,11873.669599999999264,3531899.000000000000000,11874.000000000000000,5121529.000000000000000,5,cool,ICHmk5cool,92.525752862005305,541.783828219537668,0.054178382821954
122,617,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,3531899.235400000121444,11873.669599999999264,3531899.000000000000000,11874.000000000000000,5121529.000000000000000,7,warm,ICHmk5warm,7831.590907385590071,64089.627799713591230,6.408962779971359
123,619,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,202500546.169699996709824,1166769.736199999926612,202500546.000000000000000,1166770.000000000000000,5117783.000000000000000,4,cool,ESSFdkwcool,670058.286494671367109,58177598.470220774412155,5817.759847022077338
124,619,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,202500546.169699996709824,1166769.736199999926612,202500546.000000000000000,1166770.000000000000000,5117783.000000000000000,5,cool,ESSFdkwcool,3550.332129081665244,29066.950931903189485,2.906695093190319
125,619,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,202500546.169699996709824,1166769.736199999926612,202500546.000000000000000,1166770.000000000000000,5117783.000000000000000,6,warm,ESSFdkwwarm,14398.898808572481357,138824.770542122307234,13.882477054212231
126,619,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,202500546.169699996709824,1166769.736199999926612,202500546.000000000000000,1166770.000000000000000,5117783.000000000000000,7,warm,ESSFdkwwarm,171620.385723572020652,2639107.322415768168867,263.910732241576852
127,623,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,6685000.000000000000000,41700.000000000000000,6685000.000000000000000,41700.000000000000000,5117779.000000000000000,4,cool,ESSFdkwcool,38525.321913388608664,3792887.856506973970681,379.288785650697434
128,626,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,82236447.972800001502037,711101.630099999951199,82236448.000000000000000,711102.000000000000000,5117585.000000000000000,4,cool,ESSFdkpcool,139324.159760059206747,5499664.252869994379580,549.966425286999424
129,626,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,82236447.972800001502037,711101.630099999951199,82236448.000000000000000,711102.000000000000000,5117585.000000000000000,7,warm,ESSFdkpwarm,2177.968482659553501,18435.526946021822368,1.843552694602182
130,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,3,cool,ICHmk5cool,739.778417185135140,8240.665143743752196,0.824066514374375
131,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,7,warm,ICHmk5warm,367.294312720182859,2746.102078725664342,0.274610207872566
132,679,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,70234038.329500004649162,225773.177900000009686,70234038.000000000000000,225773.000000000000000,5117375.000000000000000,3,cool,ESSFdk2cool,57778.855596248795337,4103847.442337800282985,410.384744233780054
133,679,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,70234038.329500004649162,225773.177900000009686,70234038.000000000000000,225773.000000000000000,5117375.000000000000000,4,cool,ESSFdk2cool,497316.908365706622135,34527179.790432825684547,3452.717979043282867
134,679,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,70234038.329500004649162,225773.177900000009686,70234038.000000000000000,225773.000000000000000,5117375.000000000000000,5,cool,ESSFdk2cool,20023.529470146342646,247904.990604010759853,24.790499060401078
135,679,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,70234038.329500004649162,225773.177900000009686,70234038.000000000000000,225773.000000000000000,5117375.000000000000000,6,warm,ESSFdk2warm,364333.023844943847507,18108707.437351413071156,1810.870743735141332
136,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,3,cool,ESSFdkwcool,12898.612001591127409,964804.394866380258463,96.480439486638033
137,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,268955.253403764159884,17259217.340419482439756,1725.921734041948412
138,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,5,cool,ESSFdkwcool,8.230038173551945,0.969469199209129,0.000096946919921
