OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,Shape_Length,Shape_Area
33,227,435.000000000000000,ESSF,wm,2, ,NDT1,ESSFwm2,ESSFwm 2,Engelmann Spruce -- Subalpine Fir,Wet Mild,Purcell, ,Ecosystems with rare stand-initiating events,885052184.674299955368042,3926900.867800000123680,885052185.000000000000000,3926901.000000000000000,5120752.000000000000000,6,warm,ESSFwm2warm,1284111.581105426652357,46436992.142474360764027
34,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,1,cool,ESSFwmwcool,1620235.995923018315807,111345890.105507358908653
35,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,3,cool,ESSFwmwcool,102718.793066421902040,14320851.394598988816142
36,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,5,cool,ESSFwmwcool,68488.606605629189289,1182853.700599221279845
37,228,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,511085355.365599989891052,3416724.483000000007451,511085355.000000000000000,3416724.000000000000000,5121042.000000000000000,6,warm,ESSFwmwwarm,1153001.134354405337945,33695127.522360406816006
38,229,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,3970000.000000000000000,19200.000000000000000,3970000.000000000000000,19200.000000000000000,5121995.000000000000000,1,cool,IMAuncool,16813.023644629156479,2213855.825085105840117
39,230,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,54787133.313100002706051,180251.290600000007544,54787133.000000000000000,180251.000000000000000,5122093.000000000000000,1,cool,IMAuncool,186111.357146614958765,17218174.070072844624519
40,230,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,54787133.313100002706051,180251.290600000007544,54787133.000000000000000,180251.000000000000000,5122093.000000000000000,3,cool,IMAuncool,21119.681175879111834,996727.161401252960786
41,230,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,54787133.313100002706051,180251.290600000007544,54787133.000000000000000,180251.000000000000000,5122093.000000000000000,5,cool,IMAuncool,10488.352234104613672,72417.351174211667967
42,230,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,54787133.313100002706051,180251.290600000007544,54787133.000000000000000,180251.000000000000000,5122093.000000000000000,6,warm,IMAunwarm,150501.500241055677179,2896988.226754632312804
43,231,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1807500.000000000000000,13400.000000000000000,1807500.000000000000000,13400.000000000000000,5122015.000000000000000,1,cool,IMAuncool,15622.500558484216526,1531861.930378954624757
44,232,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,10520000.023399999365211,36099.890800000001036,10520000.000000000000000,36100.000000000000000,5122044.000000000000000,1,cool,IMAuncool,28622.996100087162631,4504751.326636197045445
45,233,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,360000.000000000000000,4100.000000000000000,360000.000000000000000,4100.000000000000000,5122006.000000000000000,1,cool,IMAuncool,6426.110597737337230,348506.263018768222537
46,234,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,19886483.862199999392033,66496.177100000000792,19886484.000000000000000,66496.000000000000000,5125152.000000000000000,3,cool,MSdkcool,79720.379641912513762,18664162.245247103273869
47,234,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,19886483.862199999392033,66496.177100000000792,19886484.000000000000000,66496.000000000000000,5125152.000000000000000,5,cool,MSdkcool,2287.563836242113666,42743.496362871977908
48,234,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,19886483.862199999392033,66496.177100000000792,19886484.000000000000000,66496.000000000000000,5125152.000000000000000,6,warm,MSdkwarm,64140.425892956198368,1165010.894252024358138
49,235,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,48244974.517200000584126,83758.280899999997928,48244975.000000000000000,83758.000000000000000,5125151.000000000000000,1,cool,MSdkcool,86308.651374023276730,17312380.153668023645878
50,235,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,48244974.517200000584126,83758.280899999997928,48244975.000000000000000,83758.000000000000000,5125151.000000000000000,3,cool,MSdkcool,52878.685131134043331,28000730.909414973109961
51,235,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,48244974.517200000584126,83758.280899999997928,48244975.000000000000000,83758.000000000000000,5125151.000000000000000,5,cool,MSdkcool,1766.936402655200482,29526.140515316245001
52,235,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,48244974.517200000584126,83758.280899999997928,48244975.000000000000000,83758.000000000000000,5125151.000000000000000,6,warm,MSdkwarm,111928.099856058048317,2866778.047819721978158
53,236,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,273312106.470099985599518,1382238.220599999884143,273312107.000000000000000,1382238.000000000000000,5117741.000000000000000,1,cool,ESSFdkwcool,522402.520854444708675,80740596.939112335443497
54,236,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,273312106.470099985599518,1382238.220599999884143,273312107.000000000000000,1382238.000000000000000,5117741.000000000000000,3,cool,ESSFdkwcool,114153.968036206642864,18255376.594534356147051
55,236,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,273312106.470099985599518,1382238.220599999884143,273312107.000000000000000,1382238.000000000000000,5117741.000000000000000,5,cool,ESSFdkwcool,940.571696156372923,15707.737582745034160
56,236,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,273312106.470099985599518,1382238.220599999884143,273312107.000000000000000,1382238.000000000000000,5117741.000000000000000,6,warm,ESSFdkwwarm,154133.628062322008191,1895453.471792504657060
57,237,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,532768186.968100011348724,573335.544200000003912,532768187.000000000000000,573336.000000000000000,5125222.000000000000000,1,cool,MSdwcool,9825.286025109689945,2138899.460514360573143
58,237,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,532768186.968100011348724,573335.544200000003912,532768187.000000000000000,573336.000000000000000,5125222.000000000000000,3,cool,MSdwcool,238708.998439030168811,90180525.903843626379967
59,237,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,532768186.968100011348724,573335.544200000003912,532768187.000000000000000,573336.000000000000000,5125222.000000000000000,5,cool,MSdwcool,4638.171274680612441,119964.715235538329580
60,237,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,532768186.968100011348724,573335.544200000003912,532768187.000000000000000,573336.000000000000000,5125222.000000000000000,6,warm,MSdwwarm,162493.273098899633624,3669017.104665138758719
61,237,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,532768186.968100011348724,573335.544200000003912,532768187.000000000000000,573336.000000000000000,5125222.000000000000000,7,warm,MSdwwarm,47552.156277925205359,1092955.465152150485665
62,238,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4042027.335099999792874,30864.202000000001135,4042027.000000000000000,30864.000000000000000,5120910.000000000000000,1,cool,ESSFwmpcool,33771.673713665179093,4011828.932651065289974
63,238,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4042027.335099999792874,30864.202000000001135,4042027.000000000000000,30864.000000000000000,5120910.000000000000000,5,cool,ESSFwmpcool,28.931231546440642,18.197691125615059
64,238,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4042027.335099999792874,30864.202000000001135,4042027.000000000000000,30864.000000000000000,5120910.000000000000000,6,warm,ESSFwmpwarm,5066.708216777692542,13852.463113612786401
65,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,180321.566686487087281,11832165.015088703483343
66,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,3,cool,ESSFdk1cool,4380.517942891228813,20468.314866778240685
67,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,5,cool,ESSFdk1cool,16162.208611764273883,376960.200603278120980
68,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,179083.540115632466041,18057695.863925751298666
69,240,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,26612895.131299998611212,152497.304000000003725,26612895.000000000000000,152497.000000000000000,5120896.000000000000000,1,cool,ESSFwmpcool,24019.252179481536587,3110012.197704251389951
70,240,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,26612895.131299998611212,152497.304000000003725,26612895.000000000000000,152497.000000000000000,5120896.000000000000000,6,warm,ESSFwmpwarm,651.316587320805866,2040.547397708990502
71,244,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,31129405.361299999058247,54223.320699999996577,31129405.000000000000000,54223.000000000000000,5117357.000000000000000,5,cool,ESSFdk1cool,130653.506819250978879,3434406.494834828656167
72,244,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,31129405.361299999058247,54223.320699999996577,31129405.000000000000000,54223.000000000000000,5117357.000000000000000,6,warm,ESSFdk1warm,127519.377089861067361,27674308.987373057752848
73,245,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3767500.000000000000000,20200.000000000000000,3767500.000000000000000,20200.000000000000000,5117747.000000000000000,5,cool,ESSFdkwcool,22022.261534605768247,3466254.416609224397689
74,245,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3767500.000000000000000,20200.000000000000000,3767500.000000000000000,20200.000000000000000,5117747.000000000000000,6,warm,ESSFdkwwarm,15947.401458056623596,298735.413608346600085
75,293,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,60702490.125000000000000,389099.529399999999441,60702490.000000000000000,389100.000000000000000,5121017.000000000000000,1,cool,ESSFwmwcool,5375.632827929687664,227803.939162479102379
76,293,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,60702490.125000000000000,389099.529399999999441,60702490.000000000000000,389100.000000000000000,5121017.000000000000000,5,cool,ESSFwmwcool,2427.376497547438248,55598.202403375747963
77,293,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,60702490.125000000000000,389099.529399999999441,60702490.000000000000000,389100.000000000000000,5121017.000000000000000,6,warm,ESSFwmwwarm,8078.787843459207579,273243.401129843026865
