OID_,FID_BEC_PEM_Columbia,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Columbia,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
439,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,64,225,0.000000000000000,1946,Lightning,1946-225,66.099999999999994,linens, ,20070517130605,19460804,digitised,JA70003000,0.000000000000000,1765754.000000000000000,661726.748499999986961,3411.025700000000143,1.427932704567601,0.028734269777771,0.000002873426978
440,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,70,N00394,0.000000000000000,1967,Lightning,1967-N00394,2690.500000000000000,mylars, ,20070517130632,19670805,digitised,JA70003000,0.000000000000000,1769036.000000000000000,26904997.090799998492002,26582.947800000001735,30610.594281467219844,7154013.179566186852753,715.401317956618755
441,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,73,N10202,0.000000000000000,1971,Person,1971-N10202,47.799999999999997,mylars, ,20070517130630,19710801,digitised,JA70003000,0.000000000000000,1769811.000000000000000,478245.753599999996368,3077.345800000000054,3275.435288778879567,476643.748156544927042,47.664374815654497
442,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,78,N20038,0.000000000000000,1985,Lightning,1985-N20038,450.899999999999977,LFDB, ,20070517130643,19850703,digitised,JA70003000,0.000000000000000,1771692.000000000000000,4509956.698099999688566,9856.605999999999767,3144.430390194815573,260457.799419085233239,26.045779941908524
443,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,81,N20006,0.000000000000000,1989,Person,1989-N20006,93.900000000000006,inventory, ,20070517130653,19890605,digitised,JA70003000,0.000000000000000,1772274.000000000000000,939200.719900000025518,7967.177499999999782,5555.774631143983243,657059.526556243654341,65.705952655624372
444,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,105,N20272,2010082601.000000000000000,2010,Lightning,2010-N20272,0.900000000000000,OZIX,20100826171021,20100826171021,20100727,GPS-TRACK,JA70003000,0.000000000000000,1775447.000000000000000,9871.942499999999200,563.302999999999997,563.183013537070110,9864.621922294278193,0.986462192229428
445,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,120,N21350,2018072802.000000000000000,2018,Lightning,2018-N21350,78.299999999999997,2018 ROLLOVER,20180728,20180728135646,20180719,Non-corrected ground GPS,JA70003000,0.000000000000000,1777994.000000000000000,783081.944600000046194,4860.389600000000428,545.355586938810461,8189.967726991715608,0.818996772699172
446,259,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,5,cool,MSdkcool,40,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,7.498583427980599,2.277621714771485,0.000227762171477
447,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,5,75a,0.000000000000000,1920,Lightning,1920-75a,500.800000000000011,linens, ,20070517130648,19200809,digitised,JA70003000,0.000000000000000,1756592.000000000000000,5008456.709300000220537,13688.777899999999136,2286.789747359958710,80275.992889671149896,8.027599288967115
448,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,21,532,0.000000000000000,1926,Lightning,1926-532,7385.399999999999636,linens, ,20070517130649,19260708,digitised,JA70003000,0.000000000000000,1759353.000000000000000,73854444.313299998641014,67190.375000000000000,14502.771956617229080,1007674.261620687902905,100.767426162068801
449,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,28,159,0.000000000000000,1931,Lightning,1931-159,398.600000000000023,linens, ,20070517130559,19310517,digitised,JA70003000,0.000000000000000,1760879.000000000000000,3986673.473000000230968,8274.302700000000186,4612.550548247989354,239789.934762518445496,23.978993476251844
450,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,30,20,0.000000000000000,1931,Person,1931-20,146.800000000000011,linens, ,20070517130551,19310428,digitised,JA70003000,0.000000000000000,1760910.000000000000000,1468003.472300000023097,4648.842300000000250,562.837824804583647,14298.176137344271410,1.429817613734427
451,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,40,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,69927.847899190062890,8639642.605573631823063,863.964260557363218
452,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,47,88,0.000000000000000,1937,Person,1937-88,201.500000000000000,linens, ,20070517130551,19370606,digitised,JA70003000,0.000000000000000,1763396.000000000000000,2015261.685300000011921,9175.925800000000891,1286.997990325500496,20831.138879211714084,2.083113887921172
453,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,70,N00394,0.000000000000000,1967,Lightning,1967-N00394,2690.500000000000000,mylars, ,20070517130632,19670805,digitised,JA70003000,0.000000000000000,1769036.000000000000000,26904997.090799998492002,26582.947800000001735,17630.210724809625390,1769564.858652569819242,176.956485865256980
454,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,73,N10202,0.000000000000000,1971,Person,1971-N10202,47.799999999999997,mylars, ,20070517130630,19710801,digitised,JA70003000,0.000000000000000,1769811.000000000000000,478245.753599999996368,3077.345800000000054,199.917597845035260,1248.965876128109358,0.124896587612811
455,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,78,N20038,0.000000000000000,1985,Lightning,1985-N20038,450.899999999999977,LFDB, ,20070517130643,19850703,digitised,JA70003000,0.000000000000000,1771692.000000000000000,4509956.698099999688566,9856.605999999999767,290.368145885985655,2524.241569315457582,0.252424156931546
456,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,81,N20006,0.000000000000000,1989,Person,1989-N20006,93.900000000000006,inventory, ,20070517130653,19890605,digitised,JA70003000,0.000000000000000,1772274.000000000000000,939200.719900000025518,7967.177499999999782,572.970498634408727,1527.408159075089088,0.152740815907509
457,260,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,120,N21350,2018072802.000000000000000,2018,Lightning,2018-N21350,78.299999999999997,2018 ROLLOVER,20180728,20180728135646,20180719,Non-corrected ground GPS,JA70003000,0.000000000000000,1777994.000000000000000,783081.944600000046194,4860.389600000000428,4787.417355369357210,774274.411931076203473,77.427441193107626
458,263,1087,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,248650901.911300003528595,591273.888900000019930,248650902.000000000000000,591274.000000000000000,5117383.000000000000000,3,cool,ESSFdk2cool,40,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,9289.684021487384598,366346.952279250719585,36.634695227925071
459,264,1087,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,248650901.911300003528595,591273.888900000019930,248650902.000000000000000,591274.000000000000000,5117383.000000000000000,5,cool,ESSFdk2cool,40,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,1662.734591558177499,22834.109585260786844,2.283410958526079
460,265,1087,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,248650901.911300003528595,591273.888900000019930,248650902.000000000000000,591274.000000000000000,5117383.000000000000000,7,warm,ESSFdk2warm,40,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,11649.365016252979331,612318.705485579208471,61.231870548557922
461,270,1108,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,198686.165000000008149,2897.139900000000125,198686.000000000000000,2897.000000000000000,5118192.000000000000000,5,cool,ESSFmmpcool,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,135.137627098397815,7.741498568015639,0.000774149856802
462,272,1109,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,20626.257399999998597,1023.814600000000041,20626.000000000000000,1024.000000000000000,5117615.000000000000000,5,cool,ESSFdkpcool,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,657.410801135238216,14130.379412412110469,1.413037941241211
463,1,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,3,cool,IDFdm2cool,203,N20756,2008092301.000000000000000,2008,Lightning,2008-N20756,16.899999999999999,OZIX,20080923143631,20080923083719,20080817,GPS-TRACK,JA70003000,0.000000000000000,1774490.000000000000000,163847.377500000002328,2420.283699999999953,961.235948901061420,10965.892354986463033,1.096589235498646
464,1,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,3,cool,IDFdm2cool,204,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,961.235948901061420,10965.892354986463033,1.096589235498646
465,2,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,145,59a,0.000000000000000,1921,Lightning,1921-59a,527.100000000000023,linens, ,20070517130648,19210723,digitised,JA70003000,0.000000000000000,1756772.000000000000000,5271051.232200000435114,16806.458500000000640,9735.971387515341121,250105.300863625423517,25.010530086362543
466,2,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,146,437,0.000000000000000,1931,Person,1931-437,18853.400000000001455,linens, ,20070517130647,19310720,digitised,JA70003000,0.000000000000000,1761073.000000000000000,188534523.252799987792969,153882.942000000010012,9735.971387515341121,250105.300863625423517,25.010530086362543
467,2,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,157,437,0.000000000000000,1931,Person,1931-437,18853.400000000001455,linens, ,20070517130647,19310720,digitised,JA70003000,0.000000000000000,1761073.000000000000000,188534523.252799987792969,153882.942000000010012,2671.709821355923395,75773.517412774337572,7.577351741277434
468,2,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,158,N00044,0.000000000000000,1957,Person,1957-N00044,35.799999999999997,mylars, ,20070517130637,19570504,digitised,JA70003000,0.000000000000000,1767263.000000000000000,358465.692800000018906,2631.343100000000049,2671.709821355923395,75773.517412774337572,7.577351741277434
469,2,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,159,437,0.000000000000000,1931,Person,1931-437,18853.400000000001455,linens, ,20070517130647,19310720,digitised,JA70003000,0.000000000000000,1761073.000000000000000,188534523.252799987792969,153882.942000000010012,6070.238819342751412,107432.532021306877141,10.743253202130688
470,2,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,160,N20039,0.000000000000000,1985,Person,1985-N20039,15538.399999999999636,LFDB, ,20070517130643,19850704,digitised,JA70003000,0.000000000000000,1771693.000000000000000,155384940.472000002861023,84410.800000000002910,6070.238819342751412,107432.532021306877141,10.743253202130688
