OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,Shape_Length,Shape_Area
135,64,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,513892.778899999975692,5893.118000000000393,513893.000000000000000,5893.000000000000000,5120893.000000000000000,6,warm,ESSFwmpwarm,1271.264044200735725,10320.825199231603619
136,65,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,155000.000000000000000,2500.000000000000000,155000.000000000000000,2500.000000000000000,5120906.000000000000000,2,cool,ESSFwmpcool,3342.573644737209634,91421.851888016200974
137,65,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,155000.000000000000000,2500.000000000000000,155000.000000000000000,2500.000000000000000,5120906.000000000000000,5,cool,ESSFwmpcool,349.964599792042065,3123.762854706071721
138,65,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,155000.000000000000000,2500.000000000000000,155000.000000000000000,2500.000000000000000,5120906.000000000000000,6,warm,ESSFwmpwarm,3099.657825932652486,60392.802413554330997
139,66,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,645000.000000000000000,5800.000000000000000,645000.000000000000000,5800.000000000000000,5120899.000000000000000,2,cool,ESSFwmpcool,5799.060762029396756,602142.404065701062791
140,66,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,645000.000000000000000,5800.000000000000000,645000.000000000000000,5800.000000000000000,5120899.000000000000000,6,warm,ESSFwmpwarm,2215.540629320295920,42603.965404044545721
141,67,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,537500.000000000000000,3900.000000000000000,537500.000000000000000,3900.000000000000000,5120895.000000000000000,2,cool,ESSFwmpcool,4330.115085883683605,493629.193771232094150
142,67,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,537500.000000000000000,3900.000000000000000,537500.000000000000000,3900.000000000000000,5120895.000000000000000,6,warm,ESSFwmpwarm,1898.557873869601963,43660.933342187658127
143,68,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,127500.000000000000000,2200.000000000000000,127500.000000000000000,2200.000000000000000,5120891.000000000000000,2,cool,ESSFwmpcool,2512.161174707620830,98907.978709245566279
144,68,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,127500.000000000000000,2200.000000000000000,127500.000000000000000,2200.000000000000000,5120891.000000000000000,6,warm,ESSFwmpwarm,1819.039151395661975,28542.237924358560122
145,69,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,82869.526800000006915,1523.908799999999928,82870.000000000000000,1524.000000000000000,5120888.000000000000000,2,cool,ESSFwmpcool,1526.681606844342468,82809.866385578920017
146,69,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,82869.526800000006915,1523.908799999999928,82870.000000000000000,1524.000000000000000,5120888.000000000000000,6,warm,ESSFwmpwarm,27.381994264538619,27.273859131700160
147,70,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,279998.474999999976717,3499.938999999999851,279998.000000000000000,3500.000000000000000,5122034.000000000000000,2,cool,IMAuncool,3499.518585763014926,279902.071094649087172
148,71,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,3005000.000000000000000,16000.000000000000000,3005000.000000000000000,16000.000000000000000,5122029.000000000000000,2,cool,IMAuncool,15997.474109064369259,3003991.131406597327441
149,72,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,2027500.000000000000000,13700.000000000000000,2027500.000000000000000,13700.000000000000000,5122076.000000000000000,2,cool,IMAuncool,13697.994158762414372,2026846.435298352036625
150,73,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,740000.000000000000000,7200.000000000000000,740000.000000000000000,7200.000000000000000,5122010.000000000000000,2,cool,IMAuncool,7198.748524783557514,739753.986411951831542
151,77,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,27694603.378100000321865,193810.333400000003166,27694603.000000000000000,193810.000000000000000,5121033.000000000000000,2,cool,ESSFwmwcool,88071.666300281518488,4459394.367937134578824
152,77,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,27694603.378100000321865,193810.333400000003166,27694603.000000000000000,193810.000000000000000,5121033.000000000000000,5,cool,ESSFwmwcool,3597.163175019950813,39961.351951775926864
153,77,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,27694603.378100000321865,193810.333400000003166,27694603.000000000000000,193810.000000000000000,5121033.000000000000000,6,warm,ESSFwmwwarm,65258.772904033023224,2246332.352959716226906
154,83,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,7077329.323599999770522,54579.825199999999313,7077329.000000000000000,54580.000000000000000,5117482.000000000000000,2,cool,ESSFdkpcool,69.343981008003723,123.801239267747064
155,83,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,7077329.323599999770522,54579.825199999999313,7077329.000000000000000,54580.000000000000000,5117482.000000000000000,6,warm,ESSFdkpwarm,92.921753766608930,362.956425331498906
156,87,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4794136.055499999783933,37539.354399999996531,4794136.000000000000000,37539.000000000000000,5120908.000000000000000,2,cool,ESSFwmpcool,14937.459858574269674,1097785.561107834801078
157,87,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4794136.055499999783933,37539.354399999996531,4794136.000000000000000,37539.000000000000000,5120908.000000000000000,5,cool,ESSFwmpcool,612.418721804731604,3905.251944007849033
158,87,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4794136.055499999783933,37539.354399999996531,4794136.000000000000000,37539.000000000000000,5120908.000000000000000,6,warm,ESSFwmpwarm,6613.924483152438370,118081.749758205100079
159,90,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,12457534.536399999633431,83655.244800000000396,12457535.000000000000000,83655.000000000000000,5120912.000000000000000,2,cool,ESSFwmpcool,67636.421012060105568,6379690.196061708033085
160,90,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,12457534.536399999633431,83655.244800000000396,12457535.000000000000000,83655.000000000000000,5120912.000000000000000,6,warm,ESSFwmpwarm,22760.372694842495548,641994.476524913450703
161,92,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,2562220.705399999860674,19092.661000000000058,2562221.000000000000000,19093.000000000000000,5122048.000000000000000,2,cool,IMAuncool,2214.601284088655575,104777.601969364666729
162,92,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,2562220.705399999860674,19092.661000000000058,2562221.000000000000000,19093.000000000000000,5122048.000000000000000,6,warm,IMAunwarm,790.208469373375124,11533.262591818651345
163,93,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,2867890.504999999888241,18424.677400000000489,2867891.000000000000000,18425.000000000000000,5122031.000000000000000,2,cool,IMAuncool,13617.579937373418943,1690469.548704080283642
164,94,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,240000.000000000000000,2900.000000000000000,240000.000000000000000,2900.000000000000000,5121029.000000000000000,2,cool,ESSFwmwcool,2899.353846471385623,239888.772077751404140
165,95,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,10881317.619799999520183,83725.753700000001118,10881318.000000000000000,83726.000000000000000,5121035.000000000000000,2,cool,ESSFwmwcool,82922.430292895500315,4951965.940417352132499
166,95,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,10881317.619799999520183,83725.753700000001118,10881318.000000000000000,83726.000000000000000,5121035.000000000000000,5,cool,ESSFwmwcool,2189.422951566408756,28597.723751702338632
167,95,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,10881317.619799999520183,83725.753700000001118,10881318.000000000000000,83726.000000000000000,5121035.000000000000000,6,warm,ESSFwmwwarm,51324.816553362325067,1525046.984190225368366
168,98,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,322107.632900000025984,5153.281600000000253,322108.000000000000000,5153.000000000000000,5117456.000000000000000,2,cool,ESSFdkpcool,5227.838423373978003,320257.563840196933597
169,98,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,322107.632900000025984,5153.281600000000253,322108.000000000000000,5153.000000000000000,5117456.000000000000000,6,warm,ESSFdkpwarm,715.736658312517989,1708.629779701208008
170,99,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,557205.846099999966100,7483.910299999999552,557206.000000000000000,7484.000000000000000,5117721.000000000000000,2,cool,ESSFdkwcool,8333.010640355965734,513027.210897927579936
171,99,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,557205.846099999966100,7483.910299999999552,557206.000000000000000,7484.000000000000000,5117721.000000000000000,5,cool,ESSFdkwcool,448.037150582976608,2188.168170736394131
172,99,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,557205.846099999966100,7483.910299999999552,557206.000000000000000,7484.000000000000000,5117721.000000000000000,6,warm,ESSFdkwwarm,1891.935249719610283,41746.367724671363248
173,107,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5897173.691200000233948,54673.574599999999919,5897174.000000000000000,54674.000000000000000,5120890.000000000000000,2,cool,ESSFwmpcool,3018.355985405686170,276770.481918016914278
174,107,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5897173.691200000233948,54673.574599999999919,5897174.000000000000000,54674.000000000000000,5120890.000000000000000,6,warm,ESSFwmpwarm,956.591540453738844,20134.954823354652035
175,175,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2770000.000000000000000,26700.000000000000000,2770000.000000000000000,26700.000000000000000,5121026.000000000000000,2,cool,ESSFwmwcool,28727.074422145567951,1747659.010227742604911
176,175,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2770000.000000000000000,26700.000000000000000,2770000.000000000000000,26700.000000000000000,5121026.000000000000000,5,cool,ESSFwmwcool,499.295677412395719,4638.620416263226616
177,175,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2770000.000000000000000,26700.000000000000000,2770000.000000000000000,26700.000000000000000,5121026.000000000000000,6,warm,ESSFwmwwarm,14867.805236341660930,367884.954088742262684
178,177,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1482500.000000000000000,10900.000000000000000,1482500.000000000000000,10900.000000000000000,5120881.000000000000000,2,cool,ESSFwmpcool,14058.131701791940941,1260500.088165190070868
179,177,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1482500.000000000000000,10900.000000000000000,1482500.000000000000000,10900.000000000000000,5120881.000000000000000,5,cool,ESSFwmpcool,736.297136255133069,5549.672128272190093
180,177,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1482500.000000000000000,10900.000000000000000,1482500.000000000000000,10900.000000000000000,5120881.000000000000000,6,warm,ESSFwmpwarm,7827.726826707392320,192748.572004375426332
181,180,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,24974859.872099999338388,52509.092700000001059,24974860.000000000000000,52509.000000000000000,5121446.000000000000000,2,cool,ICHdmcool,22872.965847089195449,2197634.192246686201543
182,180,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,24974859.872099999338388,52509.092700000001059,24974860.000000000000000,52509.000000000000000,5121446.000000000000000,5,cool,ICHdmcool,4787.607982741012165,72382.417584400929627
183,180,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,24974859.872099999338388,52509.092700000001059,24974860.000000000000000,52509.000000000000000,5121446.000000000000000,6,warm,ICHdmwarm,22350.194861769825366,450587.433616666938178
184,181,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,1835000.000000000000000,18100.000000000000000,1835000.000000000000000,18100.000000000000000,5121027.000000000000000,2,cool,ESSFwmwcool,30036.837449120601377,1259259.049885683692992
185,181,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,1835000.000000000000000,18100.000000000000000,1835000.000000000000000,18100.000000000000000,5121027.000000000000000,5,cool,ESSFwmwcool,69.301829928068017,241.476904821793539
186,181,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,1835000.000000000000000,18100.000000000000000,1835000.000000000000000,18100.000000000000000,5121027.000000000000000,6,warm,ESSFwmwwarm,20767.897916095160326,574669.503753325436264
187,182,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,427500.000000000000000,4200.000000000000000,427500.000000000000000,4200.000000000000000,5120884.000000000000000,2,cool,ESSFwmpcool,4893.400883507995786,383237.665301507455297
188,182,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,427500.000000000000000,4200.000000000000000,427500.000000000000000,4200.000000000000000,5120884.000000000000000,5,cool,ESSFwmpcool,99.977369158188921,624.717063812165975
189,182,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,427500.000000000000000,4200.000000000000000,427500.000000000000000,4200.000000000000000,5120884.000000000000000,6,warm,ESSFwmpwarm,2380.514715510087626,43444.195184500713367
190,183,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,255000.000000000000000,2900.000000000000000,255000.000000000000000,2900.000000000000000,5120887.000000000000000,2,cool,ESSFwmpcool,2949.538444136062026,246278.880480687541422
191,183,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,255000.000000000000000,2900.000000000000000,255000.000000000000000,2900.000000000000000,5120887.000000000000000,6,warm,ESSFwmpwarm,1106.524602172674122,8606.015505472742007
192,185,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,509353.045700000016950,7056.289300000000367,509353.000000000000000,7056.000000000000000,5121016.000000000000000,2,cool,ESSFwmwcool,10688.028760980167135,210614.298174954572460
193,185,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,509353.045700000016950,7056.289300000000367,509353.000000000000000,7056.000000000000000,5121016.000000000000000,5,cool,ESSFwmwcool,682.940643772585645,5110.621547387260762
194,185,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,509353.045700000016950,7056.289300000000367,509353.000000000000000,7056.000000000000000,5121016.000000000000000,6,warm,ESSFwmwwarm,9689.809274580025885,204768.057796317327302
195,186,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,791146.364399999962188,4642.907299999999850,791146.000000000000000,4643.000000000000000,5121024.000000000000000,2,cool,ESSFwmwcool,7430.397105245066086,270924.550535134447273
196,186,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,791146.364399999962188,4642.907299999999850,791146.000000000000000,4643.000000000000000,5121024.000000000000000,5,cool,ESSFwmwcool,1354.612790510139803,18614.320881005449337
197,186,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,791146.364399999962188,4642.907299999999850,791146.000000000000000,4643.000000000000000,5121024.000000000000000,6,warm,ESSFwmwwarm,10557.177271506525358,501263.403435991844162
198,187,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,87130.473199999993085,2151.580800000000181,87130.000000000000000,2152.000000000000000,5117441.000000000000000,2,cool,ESSFdkpcool,2323.608207640893397,84612.751825406434364
199,187,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,87130.473199999993085,2151.580800000000181,87130.000000000000000,2152.000000000000000,5117441.000000000000000,6,warm,ESSFdkpwarm,340.149070668772822,2483.540710714049510
200,188,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,8897939.773000000044703,49669.877699999997276,8897940.000000000000000,49670.000000000000000,5121009.000000000000000,2,cool,ESSFwmwcool,74209.087931237590965,7924265.446829535067081
201,188,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,8897939.773000000044703,49669.877699999997276,8897940.000000000000000,49670.000000000000000,5121009.000000000000000,5,cool,ESSFwmwcool,440.736981669449733,2818.419923668182491
202,188,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,8897939.773000000044703,49669.877699999997276,8897940.000000000000000,49670.000000000000000,5121009.000000000000000,6,warm,ESSFwmwwarm,34403.206246107612969,967371.897927793092094
203,189,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,31697497.147700000554323,194999.610199999995530,31697497.000000000000000,195000.000000000000000,5121022.000000000000000,2,cool,ESSFwmwcool,329856.771226642827969,25929154.984219100326300
204,189,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,31697497.147700000554323,194999.610199999995530,31697497.000000000000000,195000.000000000000000,5121022.000000000000000,5,cool,ESSFwmwcool,12777.823075272581264,153596.565200628712773
205,189,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,31697497.147700000554323,194999.610199999995530,31697497.000000000000000,195000.000000000000000,5121022.000000000000000,6,warm,ESSFwmwwarm,196424.756056143087335,5603552.150267420336604
206,190,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,492956.264000000024680,3856.600199999999859,492956.000000000000000,3857.000000000000000,5121020.000000000000000,2,cool,ESSFwmwcool,7024.514906591629369,265224.795675329805817
207,190,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,492956.264000000024680,3856.600199999999859,492956.000000000000000,3857.000000000000000,5121020.000000000000000,5,cool,ESSFwmwcool,2014.471135832305436,30385.386034495113563
208,190,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,492956.264000000024680,3856.600199999999859,492956.000000000000000,3857.000000000000000,5121020.000000000000000,6,warm,ESSFwmwwarm,9201.842197472138650,197158.117293933988549
209,191,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,20987502.899999998509884,111699.884099999995669,20987503.000000000000000,111700.000000000000000,5120870.000000000000000,2,cool,ESSFwmpcool,111755.137738225093926,20975279.902698311954737
210,191,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,20987502.899999998509884,111699.884099999995669,20987503.000000000000000,111700.000000000000000,5120870.000000000000000,6,warm,ESSFwmpwarm,2808.281953993737261,4925.727875947062785
211,192,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,4987500.000000000000000,25000.000000000000000,4987500.000000000000000,25000.000000000000000,5121959.000000000000000,2,cool,IMAuncool,24997.553658066128264,4985714.931463461369276
