OID_,MAP_LABEL,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
1,ESSFdkp,1,103434.000000000000000,93090600.000000000000000,0.005419844761491,0.005543372593820,0.000123527832329,0.005469277587059,0.000023886064143,565.709257939829513,0.005461396416649,0.005508636450395
2,ESSFdkw,2,487834.000000000000000,439050600.000000000000000,0.006444594357163,0.006596893537790,0.000152299180627,0.006511740739280,0.000031238081233,3176.648531805730727,0.006502657197416,0.006562180863693
3,IMAun,3,12042.000000000000000,10837800.000000000000000,0.003445851383731,0.003511497052386,0.000065645668656,0.003460672219165,0.000005537070472,41.673414863180412,0.003460373496637,0.003463946026750
4,ESSFwm1,4,11896.000000000000000,10706400.000000000000000,0.007827644236386,0.007841384038329,0.000013739801943,0.007831483707255,0.000003507693153,93.163330181501323,0.007829692214727,0.007837558165193
5,MSdk,5,882117.000000000000000,793905300.000000000000000,0.017644716426730,0.018039595335722,0.000394878908992,0.017836595014904,0.000080981008245,15733.963684761733020,0.017836980521679,0.017961166799068
6,ESSFwmw,7,9049.000000000000000,8144100.000000000000000,0.005808711051941,0.005818416364491,0.000009705312550,0.005811661827051,0.000002237418441,52.589727872982607,0.005810976494104,0.005815628170967
7,ESSFdk2,8,1353655.000000000000000,1218289500.000000000000000,0.008628345094621,0.008834008127451,0.000205663032830,0.008719833120081,0.000042121249077,11803.645702163505121,0.008708005771041,0.008784198202193
8,ESSFwmp,9,6878.000000000000000,6190200.000000000000000,0.004160032607615,0.004165835678577,0.000005803070962,0.004161526517879,0.000001337330399,28.622979389969380,0.004161259159446,0.004163898341358
9,ESSFdk1,10,51147.000000000000000,46032300.000000000000000,0.009904260747135,0.009963372722268,0.000059111975133,0.009942108441347,0.000012425541552,508.509020449593208,0.009945778176188,0.009955958463252
10,MSdw,11,56964.000000000000000,51267600.000000000000000,0.020918408408761,0.021023305132985,0.000104896724224,0.020989058519391,0.000019289720935,1195.620729498569290,0.020992417819798,0.021012181416154
11,IDFdm2,12,77716.000000000000000,69944400.000000000000000,0.055212225764990,0.055390525609255,0.000178299844265,0.055341369222417,0.000035867888172,4300.909850489335440,0.055349916219711,0.055378772318363
12,ICHmk5,14,118695.000000000000000,106825500.000000000000000,0.019978277385235,0.020220940932631,0.000242663547397,0.020117583160401,0.000044575721366,2387.856533223758106,0.020120855420828,0.020168776810169
