OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,Shape_Length,Shape_Area,Calculate_Area_Ha
139,77,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,27694603.378100000321865,193810.333400000003166,27694603.000000000000000,193810.000000000000000,5121033.000000000000000,5,cool,ESSFwmwcool,3596.039259347538518,39958.761686927267874,3.995876168692727
140,77,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,27694603.378100000321865,193810.333400000003166,27694603.000000000000000,193810.000000000000000,5121033.000000000000000,6,warm,ESSFwmwwarm,65138.645141531182162,2207955.985518061090261,220.795598551806108
141,83,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,7077329.323599999770522,54579.825199999999313,7077329.000000000000000,54580.000000000000000,5117482.000000000000000,2,cool,ESSFdkpcool,63.953378770897565,122.298995167398360,0.012229899516740
142,83,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,7077329.323599999770522,54579.825199999999313,7077329.000000000000000,54580.000000000000000,5117482.000000000000000,6,warm,ESSFdkpwarm,52.809346913588811,140.953364053081941,0.014095336405308
143,87,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4794136.055499999783933,37539.354399999996531,4794136.000000000000000,37539.000000000000000,5120908.000000000000000,2,cool,ESSFwmpcool,14569.804373639697587,330002.288643653795589,33.000228864365383
144,87,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4794136.055499999783933,37539.354399999996531,4794136.000000000000000,37539.000000000000000,5120908.000000000000000,5,cool,ESSFwmpcool,612.418721808465193,3905.251425354299954,0.390525142535430
145,87,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4794136.055499999783933,37539.354399999996531,4794136.000000000000000,37539.000000000000000,5120908.000000000000000,6,warm,ESSFwmpwarm,6493.951722426906599,114098.801238931453554,11.409880123893146
146,90,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,12457534.536399999633431,83655.244800000000396,12457535.000000000000000,83655.000000000000000,5120912.000000000000000,2,cool,ESSFwmpcool,56698.419559640147781,2171435.438958961516619,217.143543895896158
147,90,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,12457534.536399999633431,83655.244800000000396,12457535.000000000000000,83655.000000000000000,5120912.000000000000000,6,warm,ESSFwmpwarm,22068.851499267875624,580002.821123530971818,58.000282112353098
148,92,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,2562220.705399999860674,19092.661000000000058,2562221.000000000000000,19093.000000000000000,5122048.000000000000000,2,cool,IMAuncool,502.564014395628533,6073.299716191717380,0.607329971619172
149,93,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,2867890.504999999888241,18424.677400000000489,2867891.000000000000000,18425.000000000000000,5122031.000000000000000,2,cool,IMAuncool,6428.528929698775755,251192.820922316954238,25.119282092231696
150,95,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,10881317.619799999520183,83725.753700000001118,10881318.000000000000000,83726.000000000000000,5121035.000000000000000,2,cool,ESSFwmwcool,74572.257214206591016,3090669.626473005861044,309.066962647300613
151,95,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,10881317.619799999520183,83725.753700000001118,10881318.000000000000000,83726.000000000000000,5121035.000000000000000,5,cool,ESSFwmwcool,2189.422951566827578,28597.715728813011083,2.859771572881301
152,95,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,10881317.619799999520183,83725.753700000001118,10881318.000000000000000,83726.000000000000000,5121035.000000000000000,6,warm,ESSFwmwwarm,49950.823071768063528,1487377.904190082568675,148.737790419008263
153,98,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,322107.632900000025984,5153.281600000000253,322108.000000000000000,5153.000000000000000,5117456.000000000000000,2,cool,ESSFdkpcool,885.364296423325072,4451.079928215491236,0.445107992821549
154,98,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,322107.632900000025984,5153.281600000000253,322108.000000000000000,5153.000000000000000,5117456.000000000000000,6,warm,ESSFdkpwarm,369.956571224424806,855.157504476683471,0.085515750447668
155,99,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,557205.846099999966100,7483.910299999999552,557206.000000000000000,7484.000000000000000,5117721.000000000000000,2,cool,ESSFdkwcool,4414.705318232859099,91796.650710150803206,9.179665071015080
156,99,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,557205.846099999966100,7483.910299999999552,557206.000000000000000,7484.000000000000000,5117721.000000000000000,5,cool,ESSFdkwcool,448.037150586429448,2188.169115029671048,0.218816911502967
157,99,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,557205.846099999966100,7483.910299999999552,557206.000000000000000,7484.000000000000000,5117721.000000000000000,6,warm,ESSFdkwwarm,1614.731756892647354,36648.346816234356083,3.664834681623436
158,107,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5897173.691200000233948,54673.574599999999919,5897174.000000000000000,54674.000000000000000,5120890.000000000000000,2,cool,ESSFwmpcool,2888.774227848114606,98306.573065339733148,9.830657306533974
159,107,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5897173.691200000233948,54673.574599999999919,5897174.000000000000000,54674.000000000000000,5120890.000000000000000,6,warm,ESSFwmpwarm,926.936774667387795,18242.969931200525025,1.824296993120053
160,175,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2770000.000000000000000,26700.000000000000000,2770000.000000000000000,26700.000000000000000,5121026.000000000000000,2,cool,ESSFwmwcool,35109.036781620226975,1231811.697150364285335,123.181169715036432
161,175,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2770000.000000000000000,26700.000000000000000,2770000.000000000000000,26700.000000000000000,5121026.000000000000000,5,cool,ESSFwmwcool,499.295677412759858,4638.619131680222381,0.463861913168022
162,175,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2770000.000000000000000,26700.000000000000000,2770000.000000000000000,26700.000000000000000,5121026.000000000000000,6,warm,ESSFwmwwarm,14482.713846203769208,353165.498697003233247,35.316549869700324
163,177,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1482500.000000000000000,10900.000000000000000,1482500.000000000000000,10900.000000000000000,5120881.000000000000000,2,cool,ESSFwmpcool,19895.550445796634449,507071.670424136507791,50.707167042413651
164,177,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1482500.000000000000000,10900.000000000000000,1482500.000000000000000,10900.000000000000000,5120881.000000000000000,5,cool,ESSFwmpcool,709.949672209552205,5173.005434599404907,0.517300543459940
165,177,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1482500.000000000000000,10900.000000000000000,1482500.000000000000000,10900.000000000000000,5120881.000000000000000,6,warm,ESSFwmpwarm,7451.566025219922267,182046.904239023802802,18.204690423902381
166,180,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,24974859.872099999338388,52509.092700000001059,24974860.000000000000000,52509.000000000000000,5121446.000000000000000,2,cool,ICHdmcool,22873.600913562964706,2195052.871918189339340,219.505287191818951
167,180,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,24974859.872099999338388,52509.092700000001059,24974860.000000000000000,52509.000000000000000,5121446.000000000000000,5,cool,ICHdmcool,4787.607982743783396,72382.406860929302638,7.238240686092930
168,180,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,24974859.872099999338388,52509.092700000001059,24974860.000000000000000,52509.000000000000000,5121446.000000000000000,6,warm,ICHdmwarm,22480.688840683236776,436520.075454917328898,43.652007545491735
169,181,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,1835000.000000000000000,18100.000000000000000,1835000.000000000000000,18100.000000000000000,5121027.000000000000000,2,cool,ESSFwmwcool,31722.839637436289195,1065642.343179431278259,106.564234317943132
170,181,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,1835000.000000000000000,18100.000000000000000,1835000.000000000000000,18100.000000000000000,5121027.000000000000000,5,cool,ESSFwmwcool,69.301829928068017,241.476904821793539,0.024147690482179
171,181,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,1835000.000000000000000,18100.000000000000000,1835000.000000000000000,18100.000000000000000,5121027.000000000000000,6,warm,ESSFwmwwarm,20488.924540131694812,543973.671984207234345,54.397367198420724
172,182,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,427500.000000000000000,4200.000000000000000,427500.000000000000000,4200.000000000000000,5120884.000000000000000,2,cool,ESSFwmpcool,5126.983417898371044,347314.686043949099258,34.731468604394912
173,182,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,427500.000000000000000,4200.000000000000000,427500.000000000000000,4200.000000000000000,5120884.000000000000000,5,cool,ESSFwmpcool,99.977369158315014,624.716592721608208,0.062471659272161
174,182,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,427500.000000000000000,4200.000000000000000,427500.000000000000000,4200.000000000000000,5120884.000000000000000,6,warm,ESSFwmpwarm,2381.776338690319335,42998.716131384426262,4.299871613138443
175,183,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,255000.000000000000000,2900.000000000000000,255000.000000000000000,2900.000000000000000,5120887.000000000000000,2,cool,ESSFwmpcool,3688.369878277231237,72540.030298141326057,7.254003029814133
176,183,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,255000.000000000000000,2900.000000000000000,255000.000000000000000,2900.000000000000000,5120887.000000000000000,6,warm,ESSFwmpwarm,814.174925605035696,4780.689697054818680,0.478068969705482
177,185,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,509353.045700000016950,7056.289300000000367,509353.000000000000000,7056.000000000000000,5121016.000000000000000,2,cool,ESSFwmwcool,10688.028761012295945,210614.277142969134729,21.061427714296915
178,185,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,509353.045700000016950,7056.289300000000367,509353.000000000000000,7056.000000000000000,5121016.000000000000000,5,cool,ESSFwmwcool,682.940643773160559,5110.620010124803230,0.511062001012480
179,185,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,509353.045700000016950,7056.289300000000367,509353.000000000000000,7056.000000000000000,5121016.000000000000000,6,warm,ESSFwmwwarm,9689.809274629003994,204768.080893285252387,20.476808089328525
180,186,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,791146.364399999962188,4642.907299999999850,791146.000000000000000,4643.000000000000000,5121024.000000000000000,2,cool,ESSFwmwcool,7430.397105251500761,270924.556106556789018,27.092455610655680
181,186,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,791146.364399999962188,4642.907299999999850,791146.000000000000000,4643.000000000000000,5121024.000000000000000,5,cool,ESSFwmwcool,1354.612790510544528,18614.313235605473892,1.861431323560548
182,186,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,791146.364399999962188,4642.907299999999850,791146.000000000000000,4643.000000000000000,5121024.000000000000000,6,warm,ESSFwmwwarm,10557.177271527618359,501263.406668360461481,50.126340666836050
183,187,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,87130.473199999993085,2151.580800000000181,87130.000000000000000,2152.000000000000000,5117441.000000000000000,2,cool,ESSFdkpcool,275.823673156965810,2639.314880209353760,0.263931488020935
184,187,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,87130.473199999993085,2151.580800000000181,87130.000000000000000,2152.000000000000000,5117441.000000000000000,6,warm,ESSFdkpwarm,94.139677095137159,361.966239787362213,0.036196623978736
185,188,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,8897939.773000000044703,49669.877699999997276,8897940.000000000000000,49670.000000000000000,5121009.000000000000000,2,cool,ESSFwmwcool,70391.052197279394022,4240342.484171768650413,424.034248417176912
186,188,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,8897939.773000000044703,49669.877699999997276,8897940.000000000000000,49670.000000000000000,5121009.000000000000000,5,cool,ESSFwmwcool,340.755343548896974,2193.649706214886919,0.219364970621489
187,188,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,8897939.773000000044703,49669.877699999997276,8897940.000000000000000,49670.000000000000000,5121009.000000000000000,6,warm,ESSFwmwwarm,32323.930575936617970,934919.302871611667797,93.491930287161168
188,189,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,31697497.147700000554323,194999.610199999995530,31697497.000000000000000,195000.000000000000000,5121022.000000000000000,2,cool,ESSFwmwcool,199029.375349133129930,5470155.356452706269920,547.015535645270688
189,189,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,31697497.147700000554323,194999.610199999995530,31697497.000000000000000,195000.000000000000000,5121022.000000000000000,5,cool,ESSFwmwcool,9693.706604487002551,115389.183195067031193,11.538918319506704
190,189,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,31697497.147700000554323,194999.610199999995530,31697497.000000000000000,195000.000000000000000,5121022.000000000000000,6,warm,ESSFwmwwarm,137210.728006465680664,3806007.436846655793488,380.600743684665588
191,190,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,492956.264000000024680,3856.600199999999859,492956.000000000000000,3857.000000000000000,5121020.000000000000000,2,cool,ESSFwmwcool,7024.514906597027220,265224.794950399373192,26.522479495039939
192,190,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,492956.264000000024680,3856.600199999999859,492956.000000000000000,3857.000000000000000,5121020.000000000000000,5,cool,ESSFwmwcool,2014.471135847939877,30385.384536322180793,3.038538453632218
193,190,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,492956.264000000024680,3856.600199999999859,492956.000000000000000,3857.000000000000000,5121020.000000000000000,6,warm,ESSFwmwwarm,9201.842197500440307,197158.117826471658191,19.715811782647165
194,191,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,20987502.899999998509884,111699.884099999995669,20987503.000000000000000,111700.000000000000000,5120870.000000000000000,2,cool,ESSFwmpcool,21012.749191025854088,771656.969595436588861,77.165696959543666
195,191,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,20987502.899999998509884,111699.884099999995669,20987503.000000000000000,111700.000000000000000,5120870.000000000000000,6,warm,ESSFwmpwarm,1365.338582960354643,2352.590115917173080,0.235259011591717
196,193,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,2579817.020899999886751,21593.007300000001123,2579817.000000000000000,21593.000000000000000,5117717.000000000000000,2,cool,ESSFdkwcool,6131.661794977911995,56506.141647269440000,5.650614164726944
197,193,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,2579817.020899999886751,21593.007300000001123,2579817.000000000000000,21593.000000000000000,5117717.000000000000000,5,cool,ESSFdkwcool,45.446884991120669,46.795503432058801,0.004679550343206
198,193,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,2579817.020899999886751,21593.007300000001123,2579817.000000000000000,21593.000000000000000,5117717.000000000000000,6,warm,ESSFdkwwarm,8346.738849237110117,325598.881921081687324,32.559888192108168
199,195,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2425182.979100000113249,27275.091300000000047,2425183.000000000000000,27275.000000000000000,5121028.000000000000000,2,cool,ESSFwmwcool,6052.011401201172703,59015.394874352539773,5.901539487435254
200,195,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2425182.979100000113249,27275.091300000000047,2425183.000000000000000,27275.000000000000000,5121028.000000000000000,5,cool,ESSFwmwcool,1145.758164973906105,20571.312083369248285,2.057131208336925
201,195,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,2425182.979100000113249,27275.091300000000047,2425183.000000000000000,27275.000000000000000,5121028.000000000000000,6,warm,ESSFwmwwarm,7052.741576547632576,158417.242135577282170,15.841724213557729
202,196,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,598471.507400000002235,8249.746100000000297,598472.000000000000000,8250.000000000000000,5120889.000000000000000,2,cool,ESSFwmpcool,829.501023599866244,19872.963849469037086,1.987296384946904
203,196,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,598471.507400000002235,8249.746100000000297,598472.000000000000000,8250.000000000000000,5120889.000000000000000,6,warm,ESSFwmpwarm,307.255731773674313,885.746015949751836,0.088574601594975
204,198,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,30191977.773400001227856,132688.773099999991246,30191978.000000000000000,132689.000000000000000,5121031.000000000000000,2,cool,ESSFwmwcool,209872.231812179612461,10362216.413008080795407,1036.221641300808187
205,198,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,30191977.773400001227856,132688.773099999991246,30191978.000000000000000,132689.000000000000000,5121031.000000000000000,5,cool,ESSFwmwcool,14486.016360818022804,178156.216851346718613,17.815621685134673
206,198,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,30191977.773400001227856,132688.773099999991246,30191978.000000000000000,132689.000000000000000,5121031.000000000000000,6,warm,ESSFwmwwarm,179492.520750162628246,6935039.168100547976792,693.503916810054875
207,199,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,795000.000000000000000,7300.000000000000000,795000.000000000000000,7300.000000000000000,5121025.000000000000000,2,cool,ESSFwmwcool,9832.878401347212275,393622.760542784177233,39.362276054278418
208,199,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,795000.000000000000000,7300.000000000000000,795000.000000000000000,7300.000000000000000,5121025.000000000000000,5,cool,ESSFwmwcool,199.968426406016505,1249.605140045607641,0.124960514004561
209,199,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,795000.000000000000000,7300.000000000000000,795000.000000000000000,7300.000000000000000,5121025.000000000000000,6,warm,ESSFwmwwarm,7164.806253565230691,180714.109918804635527,18.071410991880466
210,200,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1940000.000000000000000,14200.000000000000000,1940000.000000000000000,14200.000000000000000,5120873.000000000000000,2,cool,ESSFwmpcool,3199.399054252924998,53975.260919931963144,5.397526091993196
211,200,435.000000000000000,ESSF,wmp, , ,NDT5,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1940000.000000000000000,14200.000000000000000,1940000.000000000000000,14200.000000000000000,5120873.000000000000000,6,warm,ESSFwmpwarm,994.756382549470572,3241.726942028581107,0.324172694202858
212,201,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,29038017.055399999022484,85486.443199999994249,29038017.000000000000000,85486.000000000000000,5121014.000000000000000,2,cool,ESSFwmwcool,226784.722310490615200,18809239.307318333536386,1880.923930731833480
