OID_,MAP_LABEL,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
1,ESSFdkp,1,70608.000000000000000,63547200.000000000000000,0.004844152834266,0.005019720643759,0.000175567809492,0.004930513302493,0.000036328962853,348.133683262391457,0.004928838461637,0.004979234654456
2,ESSFdkw,2,582513.000000000000000,524261700.000000000000000,0.005755430087447,0.005974134430289,0.000218704342842,0.005865634744944,0.000046101159653,3416.808492181840847,0.005857630632818,0.005930626764894
3,IMAun,3,787.000000000000000,708300.000000000000000,0.003071538172662,0.003159378888085,0.000087840715423,0.003095816184496,0.000023143911333,2.436407337198034,0.003099577501416,0.003105015121400
4,ESSFwmp,4,10456.000000000000000,9410400.000000000000000,0.003679473185912,0.003750685835257,0.000071212649345,0.003703400243449,0.000019744814027,38.722752945497568,0.003694220213220,0.003743981709704
5,ESSFwmw,5,168500.000000000000000,151650000.000000000000000,0.005132807418704,0.005237087607384,0.000104280188680,0.005185393869578,0.000022160586887,873.738867023959415,0.005190231837332,0.005211451696232
6,MSdk,6,295785.000000000000000,266206500.000000000000000,0.015735788270831,0.016046687960625,0.000310899689794,0.015913081823304,0.000112390118732,4706.850907105975239,0.015970330685377,0.016026735305786
7,ICHmk4,7,652269.000000000000000,587042100.000000000000000,0.008768397383392,0.008946512825787,0.000178115442395,0.008834904283395,0.000038078643923,5762.734182026020790,0.008823653683066,0.008891734480858
8,ESSFdk1,8,1511933.000000000000000,1360739700.000000000000000,0.008722135797143,0.009077352471650,0.000355216674507,0.008941312791881,0.000064298751310,13518.665873366860978,0.008937094360590,0.009032934904099
9,ESSFwm1,9,542304.000000000000000,488073600.000000000000000,0.006916132755578,0.007057114969939,0.000140982214361,0.006974249248375,0.000031276120629,3782.163264390570930,0.006967464694753,0.007015636656433
10,ESSFdk2,10,594778.000000000000000,535300200.000000000000000,0.007713137660176,0.007895559072495,0.000182421412319,0.007806032930047,0.000039633255966,4642.856654067484669,0.007812701165676,0.007853408623487
11,ICHdm,11,39054.000000000000000,35148600.000000000000000,0.013491662219167,0.013556174933910,0.000064512714744,0.013523821135787,0.000014096605710,528.159310637041131,0.013521431013942,0.013545644469559
12,MSdw,12,1022400.000000000000000,920160000.000000000000000,0.018400190398097,0.019129797816277,0.000729607418180,0.018879602560830,0.000113366812738,19302.505658192476403,0.018888136371970,0.019012119621038
13,IDFdm2,13,8297.000000000000000,7467300.000000000000000,0.048669520765543,0.049029562622309,0.000360041856766,0.048888070942789,0.000107491951943,405.624324612319754,0.048926282674074,0.048989292234182
