OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,Shape_Length,Shape_Area
81,583,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,895000.000000000000000,6600.000000000000000,895000.000000000000000,6600.000000000000000,5122360.000000000000000,7,warm,IMAunwarm,2439.206663256608863,73039.368124708882533
82,587,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1473224.048399999970570,12830.259299999999712,1473224.000000000000000,12830.000000000000000,5122377.000000000000000,3,cool,IMAuncool,14128.528150542682852,1431513.943157792557031
83,587,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1473224.048399999970570,12830.259299999999712,1473224.000000000000000,12830.000000000000000,5122377.000000000000000,7,warm,IMAunwarm,2189.351931249632344,40746.768948822187667
84,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,3,cool,ESSFdkwcool,294737.940860873553902,24917682.155972279608250
85,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,5,cool,ESSFdkwcool,32350.925354983617581,729824.729189030360430
86,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,7,warm,ESSFdkwwarm,244967.206371044187108,8492375.597404152154922
87,591,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2892500.000000000000000,19600.000000000000000,2892500.000000000000000,19600.000000000000000,5117592.000000000000000,3,cool,ESSFdkpcool,20061.955712527415017,1950460.700156987179071
88,591,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2892500.000000000000000,19600.000000000000000,2892500.000000000000000,19600.000000000000000,5117592.000000000000000,5,cool,ESSFdkpcool,7247.953120559096533,197805.124390584300272
89,591,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2892500.000000000000000,19600.000000000000000,2892500.000000000000000,19600.000000000000000,5117592.000000000000000,7,warm,ESSFdkpwarm,23948.608685405273718,742272.139467624481767
90,592,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,117500.000000000000000,1900.000000000000000,117500.000000000000000,1900.000000000000000,5122389.000000000000000,3,cool,IMAuncool,1970.218352036702527,113919.609806176566053
91,592,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,117500.000000000000000,1900.000000000000000,117500.000000000000000,1900.000000000000000,5122389.000000000000000,5,cool,IMAuncool,33.444404391530512,51.571539373404413
92,592,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,117500.000000000000000,1900.000000000000000,117500.000000000000000,1900.000000000000000,5122389.000000000000000,7,warm,IMAunwarm,601.629870737611782,3449.282551261912431
93,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,3,cool,ESSFdkpcool,139933.552694271027576,13802882.530385110527277
94,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,5,cool,ESSFdkpcool,2107.345640142914363,27999.059510767285246
95,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,7,warm,ESSFdkpwarm,23932.450973431354214,570169.663804964860901
96,594,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,145000.000000000000000,2100.000000000000000,145000.000000000000000,2100.000000000000000,5122398.000000000000000,3,cool,IMAuncool,2171.661460475806507,141138.400083925225772
97,594,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,145000.000000000000000,2100.000000000000000,145000.000000000000000,2100.000000000000000,5122398.000000000000000,7,warm,IMAunwarm,352.531577142455262,3764.060784143978253
98,595,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,675000.000000000000000,5100.000000000000000,675000.000000000000000,5100.000000000000000,5122406.000000000000000,3,cool,IMAuncool,5098.799501220992170,674544.030535278492607
99,597,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,132500.000000000000000,2400.000000000000000,132500.000000000000000,2400.000000000000000,5122413.000000000000000,3,cool,IMAuncool,2398.735780943704412,132410.095630924915895
100,598,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,315000.000000000000000,3300.000000000000000,315000.000000000000000,3300.000000000000000,5122419.000000000000000,3,cool,IMAuncool,3298.805515742420084,314785.985054805700202
101,599,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1140000.000000000000000,9500.000000000000000,1140000.000000000000000,9500.000000000000000,5122427.000000000000000,3,cool,IMAuncool,9496.205021098317957,1139220.847926689544693
102,600,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,1451250.300000000046566,7279.036799999999857,1451250.000000000000000,7279.000000000000000,5117382.000000000000000,3,cool,ESSFdk2cool,12306.977715252571215,140058.941584582586074
103,600,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,1451250.300000000046566,7279.036799999999857,1451250.000000000000000,7279.000000000000000,5117382.000000000000000,5,cool,ESSFdk2cool,1050.271796617913878,13128.780889207484506
104,600,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,1451250.300000000046566,7279.036799999999857,1451250.000000000000000,7279.000000000000000,5117382.000000000000000,7,warm,ESSFdk2warm,12629.103387401837608,1296987.072522943839431
105,601,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,145000.000000000000000,1900.000000000000000,145000.000000000000000,1900.000000000000000,5122430.000000000000000,3,cool,IMAuncool,1899.266906192448914,144900.119472355057951
106,602,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,210000.000000000000000,2300.000000000000000,210000.000000000000000,2300.000000000000000,5122431.000000000000000,3,cool,IMAuncool,2298.976570719157280,209856.560555851028766
107,603,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,350000.000000000000000,4100.000000000000000,350000.000000000000000,4100.000000000000000,5122438.000000000000000,3,cool,IMAuncool,4098.038020872201741,349760.616355254896916
108,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,3,cool,ESSFdkwcool,332299.300628594704904,29986051.053668867796659
109,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,5,cool,ESSFdkwcool,14611.277723958668503,245461.596761104126927
110,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,6,warm,ESSFdkwwarm,87081.189031343979877,3264205.249878040980548
111,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,7,warm,ESSFdkwwarm,138097.157023056148319,3585917.096256760414690
112,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,3,cool,ICHmk5cool,153619.749685445363866,20288595.000671751797199
113,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,5,cool,ICHmk5cool,25024.791182848435710,518585.771289106050972
114,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,6,warm,ICHmk5warm,67476.930622117957682,3204441.279081469401717
115,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,7,warm,ICHmk5warm,103594.428510593803367,6684933.293861457146704
116,640,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,190000.000000000000000,3000.000000000000000,190000.000000000000000,3000.000000000000000,5117530.000000000000000,3,cool,ESSFdkpcool,2998.891387039478104,189883.172907151893014
117,641,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5110000.000000000000000,53100.000000000000000,5110000.000000000000000,53100.000000000000000,5117543.000000000000000,3,cool,ESSFdkpcool,53117.457168039254611,5105701.462366523221135
118,641,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5110000.000000000000000,53100.000000000000000,5110000.000000000000000,53100.000000000000000,5117543.000000000000000,6,warm,ESSFdkpwarm,123.916006995799478,425.207236109490736
119,641,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5110000.000000000000000,53100.000000000000000,5110000.000000000000000,53100.000000000000000,5117543.000000000000000,7,warm,ESSFdkpwarm,205.998761185571823,730.259579473794247
120,642,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,280000.000000000000000,4000.000000000000000,280000.000000000000000,4000.000000000000000,5117542.000000000000000,3,cool,ESSFdkpcool,3999.017489106784524,279829.953549808007665
121,643,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,9680355.794800000265241,79965.239300000001094,9680356.000000000000000,79965.000000000000000,5117562.000000000000000,3,cool,ESSFdkpcool,80623.264769824352697,9654830.238740451633930
122,643,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,9680355.794800000265241,79965.239300000001094,9680356.000000000000000,79965.000000000000000,5117562.000000000000000,7,warm,ESSFdkpwarm,2352.822067008279646,19569.430507705019409
123,644,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1202422.875999999931082,9696.400400000000445,1202423.000000000000000,9696.000000000000000,5122265.000000000000000,3,cool,IMAuncool,20198.610571681114379,941422.607882461976260
124,644,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1202422.875999999931082,9696.400400000000445,1202423.000000000000000,9696.000000000000000,5122265.000000000000000,5,cool,IMAuncool,99.926729511768727,624.082466698603753
125,644,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1202422.875999999931082,9696.400400000000445,1202423.000000000000000,9696.000000000000000,5122265.000000000000000,7,warm,IMAunwarm,11847.032876941946597,259636.131219682021765
126,645,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1164999.984500000020489,9699.934699999999793,1165000.000000000000000,9700.000000000000000,5117763.000000000000000,3,cool,ESSFdkwcool,10737.470732235315154,1076093.930649731075391
127,645,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1164999.984500000020489,9699.934699999999793,1165000.000000000000000,9700.000000000000000,5117763.000000000000000,7,warm,ESSFdkwwarm,5069.361552246587053,88177.382766363953124
128,646,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,120000.000000000000000,2000.000000000000000,120000.000000000000000,2000.000000000000000,5117545.000000000000000,3,cool,ESSFdkpcool,1999.544401598870536,119925.039841503719799
129,647,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,2424313.065599999856204,17274.652300000001560,2424313.000000000000000,17275.000000000000000,5117764.000000000000000,3,cool,ESSFdkwcool,21094.640102021145140,2187920.933310028165579
130,647,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,2424313.065599999856204,17274.652300000001560,2424313.000000000000000,17275.000000000000000,5117764.000000000000000,7,warm,ESSFdkwwarm,9761.325419580316520,234941.029826650075847
131,648,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,815000.000000000000000,9400.000000000000000,815000.000000000000000,9400.000000000000000,5117550.000000000000000,3,cool,ESSFdkpcool,9396.325212480775008,814510.985025782254525
132,649,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,215000.000000000000000,2500.000000000000000,215000.000000000000000,2500.000000000000000,5122264.000000000000000,3,cool,IMAuncool,2498.950124538192085,214870.964168139005778
133,650,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,362500.000000000000000,4100.000000000000000,362500.000000000000000,4100.000000000000000,5117549.000000000000000,3,cool,ESSFdkpcool,4098.574957502312827,362285.954421702714171
134,651,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1875298.564500000094995,13694.205099999999220,1875298.000000000000000,13694.000000000000000,5122281.000000000000000,3,cool,IMAuncool,17332.365046200022334,1745837.021109289722517
135,651,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1875298.564500000094995,13694.205099999999220,1875298.000000000000000,13694.000000000000000,5122281.000000000000000,7,warm,IMAunwarm,4070.005772667620477,128304.787649450416211
136,652,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1542500.000000000000000,11800.000000000000000,1542500.000000000000000,11800.000000000000000,5117767.000000000000000,3,cool,ESSFdkwcool,12629.232829172273341,1305461.456088204635307
137,652,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1542500.000000000000000,11800.000000000000000,1542500.000000000000000,11800.000000000000000,5117767.000000000000000,5,cool,ESSFdkwcool,1285.342759580081520,19377.936379861635942
138,652,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1542500.000000000000000,11800.000000000000000,1542500.000000000000000,11800.000000000000000,5117767.000000000000000,7,warm,ESSFdkwwarm,8784.148229446431287,216682.629277092230041
139,653,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,285000.000000000000000,2900.000000000000000,285000.000000000000000,2900.000000000000000,5117555.000000000000000,3,cool,ESSFdkpcool,2899.225973160562717,284819.512213673675433
140,654,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,115001.125000000000000,1800.045000000000073,115001.000000000000000,1800.000000000000000,5117559.000000000000000,3,cool,ESSFdkpcool,1799.694112246160785,114931.538721449032892
141,655,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,550000.000000000000000,4200.000000000000000,550000.000000000000000,4200.000000000000000,5117768.000000000000000,5,cool,ESSFdkwcool,1356.938932047070693,19928.071654637056781
142,655,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,550000.000000000000000,4200.000000000000000,550000.000000000000000,4200.000000000000000,5117768.000000000000000,7,warm,ESSFdkwwarm,4647.463710928984256,529728.621642805635929
143,656,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2900000.000000000000000,25100.000000000000000,2900000.000000000000000,25100.000000000000000,5117571.000000000000000,3,cool,ESSFdkpcool,25090.720510618972185,2898212.785114104859531
144,657,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3305000.000000000000000,23800.000000000000000,3305000.000000000000000,23800.000000000000000,5117772.000000000000000,3,cool,ESSFdkwcool,25714.050119236206228,3070505.246228593867272
145,657,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3305000.000000000000000,23800.000000000000000,3305000.000000000000000,23800.000000000000000,5117772.000000000000000,5,cool,ESSFdkwcool,62.996685716707695,158.613109568749650
146,657,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3305000.000000000000000,23800.000000000000000,3305000.000000000000000,23800.000000000000000,5117772.000000000000000,7,warm,ESSFdkwwarm,13126.308956652810593,232252.464267379604280
147,658,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1085000.000000000000000,9200.000000000000000,1085000.000000000000000,9200.000000000000000,5117568.000000000000000,3,cool,ESSFdkpcool,9196.891983526540571,1084315.126261149533093
148,659,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,437500.000000000000000,4400.000000000000000,437500.000000000000000,4400.000000000000000,5122313.000000000000000,3,cool,IMAuncool,4398.221064266622307,437230.594937858346384
149,660,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,107500.000000000000000,2000.000000000000000,107500.000000000000000,2000.000000000000000,5122316.000000000000000,3,cool,IMAuncool,1999.380342808758542,107433.329715375250089
150,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,73235.887328530196100,10194051.684914391487837
151,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,5,cool,MSdkcool,2350.106422775538704,31876.002277693074575
152,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,28164.188679581860924,1015182.905531464144588
153,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,7,warm,MSdkwarm,38163.372386811417527,725618.529988193302415
154,678,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,245000.000000000000000,3000.000000000000000,245000.000000000000000,3000.000000000000000,5122325.000000000000000,3,cool,IMAuncool,2998.914230118290106,244841.583288415946299
155,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,3,cool,ICHmk5cool,56885.776413340143336,4937987.469023376703262
156,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,5,cool,ICHmk5cool,7748.673560343546342,245921.853368448879337
157,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,6,warm,ICHmk5warm,55176.560352073815011,3571468.790185920894146
158,684,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,3351334.627199999988079,15560.973599999999351,3351335.000000000000000,15561.000000000000000,5117370.000000000000000,3,cool,ESSFdk2cool,4155.003031133663171,52207.769037702542846
159,684,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,3351334.627199999988079,15560.973599999999351,3351335.000000000000000,15561.000000000000000,5117370.000000000000000,5,cool,ESSFdk2cool,866.077768667139935,13859.469151765910283
