OID_,FID_BEC_PEM_Kootenay_South,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Kootenay_South,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
1411,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,588,N20439,2012082601.000000000000000,2012,Lightning,2012-N20439,1.200000000000000,OZIX,20120828161027,20120828161027,20120824,GPS-TRACK,JA70003000,0.000000000000000,1775887.000000000000000,12466.739700000000084,462.382799999999975,465.008051164714857,12438.497239963820903,1.243849723996382
1412,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,601,N20565,2015080901.000000000000000,2015,Person,2015-N20565,18.899999999999999,2015 ROLLOVER,20150809,20150810084045,20150808,OZIX,JA70003000,0.000000000000000,1776874.000000000000000,189450.301399999996647,2216.424599999999828,2214.309476430195446,170487.749261452874634,17.048774926145288
1413,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,604,N10005,2015041502.000000000000000,2015,Person,2015-N10005,1.200000000000000,2015 ROLLOVER,20150505150415,20150505150415,20150415,OZIX,JA70003000,0.000000000000000,1776846.000000000000000,12257.834999999999127,539.602399999999989,539.374555613666075,12250.091107545826162,1.225009110754583
1414,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,614,N10334,2014080301.000000000000000,2014,Lightning,2014-N10334,1.600000000000000,OZIX,20140803,20140905103511,20140803,GPS-TRACK,JA70003000,0.000000000000000,1776518.000000000000000,16396.566200000001118,606.258000000000038,606.042206771009091,16386.240965719061933,1.638624096571906
1415,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,632,N10002,2016060601.000000000000000,2016,Person,2016-N10002,34.899999999999999,2016 ROLLOVER,20160606,20160627154502,20160402,Non-corrected ground GPS,JA70003000,0.000000000000000,1777160.000000000000000,349044.271799999987707,3086.099900000000162,1480.423225346864456,58273.114807804508018,5.827311480780451
1416,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,635,N10037,2016051301.000000000000000,2016,Person,2016-N10037,3.500000000000000,2016 ROLLOVER,20160513,20160530112246,20160513,Unknown,JA70003000,0.000000000000000,1777164.000000000000000,35059.005400000001828,957.319799999999987,957.037513707262292,35037.879105264924874,3.503787910526493
1417,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,636,N10143,2016080101.000000000000000,2016,Lightning,2016-N10143,6.400000000000000,2016 ROLLOVER,20160801,20160805141919,20160730,Non-corrected ground GPS,JA70003000,0.000000000000000,1777165.000000000000000,64644.309900000000198,1089.822899999999890,1040.524243763207096,58189.428452751846635,5.818942845275185
1418,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,639,N11332,2018071901.000000000000000,2018,Person,2018-N11332,6.600000000000000,2018 ROLLOVER,20180719,20180727135612,20180719,Non-corrected ground GPS,JA70003000,0.000000000000000,1777972.000000000000000,66984.253500000006170,1282.385399999999890,1238.483836532935811,60141.001055479282513,6.014100105547929
1419,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,645,N10023,2018042201.000000000000000,2018,Person,2018-N10023,1.800000000000000,2018 ROLLOVER,20180422,20180425121444,20180422,Non-corrected ground GPS,JA70003000,0.000000000000000,1777965.000000000000000,18150.217199999999139,633.146299999999997,632.996098789323014,18138.834665139886056,1.813883466513989
1420,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,647,N10162,2019050301.000000000000000,2019,Person,2019-N10162,1.200000000000000,2019 ROLLOVER,20190503,20190625095431,20190502,Non-corrected ground GPS,JA70003000,0.000000000000000,1778344.000000000000000,12499.039099999999962,616.288400000000024,616.013020112611684,12491.215028199607332,1.249121502819961
1421,420,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,1,cool,IDFxx2cool,651,N11005,2020081101.000000000000000,2020,Person,2020-N11005,2.900000000000000,2020 ROLLOVER,20200811,20200812115440,20200808070637,Non-corrected ground GPS,JA70003000,0.000000000000000,1778466.000000000000000,29378.150600000000850,1843.723700000000008,1943.042026553402138,28734.444649355857109,2.873444464935586
1422,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,9,43,0.000000000000000,1919,Person,1919-43,169.800000000000011,linens, ,20070517130621,19190722,digitised,JA70003000,0.000000000000000,1756168.000000000000000,1697996.783800000092015,6359.691700000000310,7723.630244997172667,1258581.094531381502748,125.858109453138155
1423,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,20,106,0.000000000000000,1920,Person,1920-106,71.200000000000003,linens, ,20070517130621,19200903,digitised,JA70003000,0.000000000000000,1756319.000000000000000,712676.342799999983981,3770.584199999999782,2554.055245542891953,136709.329007740452653,13.670932900774046
1424,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,30,3a,0.000000000000000,1920,Person,1920-3a,30.399999999999999,linens, ,20070517130621,19200508,digitised,JA70003000,0.000000000000000,1756501.000000000000000,304946.020599999988917,3053.942599999999857,4111.651553484542092,154278.668917523464188,15.427866891752346
1425,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,39,62,0.000000000000000,1920,Person,1920-62,25.000000000000000,linens, ,20070517130621,19200822,digitised,JA70003000,0.000000000000000,1756564.000000000000000,250706.298199999990175,2584.969700000000103,797.631337708563478,17506.931010213225818,1.750693101021323
1426,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,44,79,0.000000000000000,1920,Lightning,1920-79,881.500000000000000,linens, ,20070517130621,19200812,digitised,JA70003000,0.000000000000000,1756598.000000000000000,8815915.590199999511242,16166.785099999999147,16881.118636583174521,2598714.376958339475095,259.871437695833947
1427,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,58,71,0.000000000000000,1921,Lightning,1921-71,1321.799999999999955,linens, ,20070517130621,19210729,digitised,JA70003000,0.000000000000000,1756790.000000000000000,13218932.589700000360608,21563.776499999999942,20216.867515356843796,2905482.294720936566591,290.548229472093681
1428,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,63,12,0.000000000000000,1922,Person,1922-12,131.000000000000000,linens, ,20070517130621,19220510,digitised,JA70003000,0.000000000000000,1756889.000000000000000,1310310.471099999966100,5602.358000000000175,6991.178369901688711,764763.893824284314178,76.476389382428437
1429,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,73,159,0.000000000000000,1924,Lightning,1924-159,61.100000000000001,linens, ,20070517130621,19240727,digitised,JA70003000,0.000000000000000,1757987.000000000000000,611372.595800000010058,3221.481800000000021,6140.178741836317386,506030.019669262168463,50.603001966926222
1430,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,77,113b,0.000000000000000,1924,Lightning,1924-113b,68.000000000000000,linens, ,20070517130621,19240704,digitised,JA70003000,0.000000000000000,1757915.000000000000000,680701.762100000050850,3380.621799999999894,363.495514572095146,1264.125150637059733,0.126412515063706
1431,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,93,90,0.000000000000000,1922,Lightning,1922-90,18.399999999999999,linens, ,20070517130621,19220704,digitised,JA70003000,0.000000000000000,1757545.000000000000000,184641.732400000008056,1600.995699999999943,2044.835106438328012,129767.651092006941326,12.976765109200695
1432,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,96,10,0.000000000000000,1923,Person,1923-10,98.599999999999994,linens, ,20070517130649,19230509,digitised,JA70003000,0.000000000000000,1757579.000000000000000,986182.126900000032037,6321.402500000000146,707.939842892287061,11291.144947743494413,1.129114494774349
1433,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,104,46,0.000000000000000,1924,Person,1924-46,35.100000000000001,linens, ,20070517130621,19240513,digitised,JA70003000,0.000000000000000,1758266.000000000000000,351992.843799999973271,2310.334400000000187,2309.633923407482143,351785.126957136671990,35.178512695713671
1434,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,109,72,0.000000000000000,1924,Person,1924-72,33.500000000000000,linens, ,20070517130621,19240521,digitised,JA70003000,0.000000000000000,1758377.000000000000000,335055.454399999987800,2157.927000000000135,1586.439800294173210,122515.949964480314520,12.251594996448032
1435,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,111,30a,0.000000000000000,1924,Person,1924-30a,19.199999999999999,linens, ,20070517130621,19240509,digitised,JA70003000,0.000000000000000,1758170.000000000000000,192664.847000000008848,1885.007499999999936,376.419579688869305,298.949493215619100,0.029894949321562
1436,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,114,20,0.000000000000000,1926,Person,1926-20,43.100000000000001,linens, ,20070517130621,19260412,digitised,JA70003000,0.000000000000000,1759221.000000000000000,431928.116299999994226,2509.127399999999852,854.693299561646654,26135.124603096883220,2.613512460309689
1437,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,128,10a,0.000000000000000,1927,Person,1927-10a,27.300000000000001,linens, ,20070517130621,19270428,digitised,JA70003000,0.000000000000000,1759560.000000000000000,273920.691099999996368,2586.600899999999911,2748.801365611014262,167720.402796094975201,16.772040279609499
1438,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,132,850,0.000000000000000,1926,Person,1926-850,4.300000000000000,linens, ,20070517130621,19260729,digitised,JA70003000,0.000000000000000,1759490.000000000000000,43009.092400000001362,752.019300000000044,737.707208007305667,39612.692912880367658,3.961269291288037
1439,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,142,4,0.000000000000000,1930,Person,1930-4,52.700000000000003,linens, ,20070517130621,19300514,digitised,JA70003000,0.000000000000000,1760577.000000000000000,527512.116299999994226,3161.245199999999841,2000.077765662195588,139549.889191724767443,13.954988919172477
1440,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,145,812,0.000000000000000,1929,Person,1929-812,263.800000000000011,linens, ,20070517130621,19290818,digitised,JA70003000,0.000000000000000,1760223.000000000000000,2638932.728699999861419,8235.387000000000626,10265.584698053422471,590424.052688997238874,59.042405268899728
1441,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,170,62a,0.000000000000000,1929,Person,1929-62a,43.100000000000001,linens, ,20070517130621,19290512,digitised,JA70003000,0.000000000000000,1760141.000000000000000,431720.314000000013039,2781.756600000000162,5591.336958142886033,343887.583484931208659,34.388758348493120
1442,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,173,882,0.000000000000000,1931,Person,1931-882,186.900000000000006,linens, ,20070517130602,19310903,digitised,JA70003000,0.000000000000000,1761336.000000000000000,1869017.956400000024587,6198.582800000000134,6932.949154767115033,774332.883547084638849,77.433288354708466
1443,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,175,9,0.000000000000000,1931,Person,1931-9,165.699999999999989,linens, ,20070517130602,19310422,digitised,JA70003000,0.000000000000000,1761345.000000000000000,1657133.383399999933317,5370.911399999999958,9800.094865168546676,1039442.406464592088014,103.944240646459207
1444,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,183,420,0.000000000000000,1931,Person,1931-420,37.299999999999997,linens, ,20070517130602,19310721,digitised,JA70003000,0.000000000000000,1761062.000000000000000,373343.231299999984913,2807.480300000000170,2806.390731098609194,373131.624073673679959,37.313162407367372
1445,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,189,771,0.000000000000000,1931,Person,1931-771,360.600000000000023,linens, ,20070517130602,19310726,digitised,JA70003000,0.000000000000000,1761299.000000000000000,3606258.305399999953806,8461.390699999999924,15612.206007938522816,2958330.136486577801406,295.833013648657811
1446,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,200,805,0.000000000000000,1931,Person,1931-805,2042.500000000000000,linens, ,20070517130602,19310821,digitised,JA70003000,0.000000000000000,1761315.000000000000000,20425312.858699999749660,25132.580900000000838,588.203255336264647,11648.350123263910064,1.164835012326391
1447,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,204,47,0.000000000000000,1931,Person,1931-47,39.399999999999999,linens, ,20070517130602,19310429,digitised,JA70003000,0.000000000000000,1761100.000000000000000,394435.334600000001956,2817.372199999999793,3440.357556745285819,371271.884001415455714,37.127188400141549
1448,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,205,47,0.000000000000000,1931,Person,1931-47,11.600000000000000,linens, ,20070517130602,19310429,digitised,JA70003000,0.000000000000000,1761101.000000000000000,116292.264299999995274,1525.260199999999941,2565.782036250629517,78512.689786369257490,7.851268978636926
1449,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,216,372,0.000000000000000,1931,Lightning,1931-372,6965.399999999999636,linens, ,20070517130648,19310710,digitised,JA70003000,0.000000000000000,1761034.000000000000000,69654621.298800006508827,46391.313999999998487,24168.107513428774837,3367761.910396061837673,336.776191039606204
1450,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,221,20,0.000000000000000,1933,Person,1933-20,83.200000000000003,linens, ,20070517130602,19330525,digitised,JA70003000,0.000000000000000,1761892.000000000000000,832769.872600000002421,5113.773299999999836,2184.986480688661686,116754.370515067857923,11.675437051506787
1451,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,224,152,0.000000000000000,1933,Person,1933-152,2.300000000000000,linens, ,20070517130602,19330725,digitised,JA70003000,0.000000000000000,1761817.000000000000000,23014.808099999998376,542.809899999999971,576.346823725245031,19604.674478949684271,1.960467447894969
1452,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,225,152,0.000000000000000,1933,Person,1933-152,8.900000000000000,linens, ,20070517130602,19330725,digitised,JA70003000,0.000000000000000,1761818.000000000000000,89588.881399999998393,1104.531700000000001,1104.137377874932099,89535.183710429017083,8.953518371042902
1453,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,226,152,0.000000000000000,1933,Person,1933-152,1345.500000000000000,linens, ,20070517130648,19330725,digitised,JA70003000,0.000000000000000,1761819.000000000000000,13455620.446200000122190,34000.034699999996519,36105.379772842163220,4214503.021099478937685,421.450302109947927
1454,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,228,155,0.000000000000000,1933,Person,1933-155,838.000000000000000,linens, ,20070517130602,19330727,digitised,JA70003000,0.000000000000000,1761823.000000000000000,8380923.168999999761581,18206.986099999998260,17944.510317208729248,2845131.775816085282713,284.513177581608545
1455,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,245,120,0.000000000000000,1932,Person,1932-120,2.500000000000000,linens, ,20070517130602,19320729,digitised,JA70003000,0.000000000000000,1761402.000000000000000,25476.080900000000838,606.128900000000044,298.085342410358692,5430.712415529485952,0.543071241552949
1456,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,256,292,0.000000000000000,1936,Person,1936-292,83.200000000000003,linens, ,20070517130602,19360724,digitised,JA70003000,0.000000000000000,1762990.000000000000000,832772.208300000056624,4024.878400000000056,6467.893973692433974,725339.527573437197134,72.533952757343727
1457,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,257,2a,0.000000000000000,1936,Person,1936-2a,2.100000000000000,linens, ,20070517130602,19360419,digitised,JA70003000,0.000000000000000,1762997.000000000000000,21892.652200000000448,697.728399999999965,697.770129174153908,21880.358087125718157,2.188035808712572
1458,421,417,435.000000000000000,IDF,xx,2, ,NDT4,IDFxx2,IDF xx 2,Interior Douglas-fir,Very Dry Very Hot,Kootenay, ,Ecosystems with frequent stand-maintaining fires,610516374.256700038909912,271718.731599999999162,610516374.000000000000000,271719.000000000000000,5121914.000000000000000,2,cool,IDFxx2cool,276,414,0.000000000000000,1936,Person,1936-414,3.700000000000000,linens, ,20070517130602,19360811,digitised,JA70003000,0.000000000000000,1763085.000000000000000,37489.861700000001292,729.057599999999979,728.740211714178827,37467.546855503671395,3.746754685550367
