OID_,FID_BEC_PEM_Kootenay_South,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Kootenay_South,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
1,1,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,1,cool,ICHdmcool,2,347,0.000000000000000,1940,Lightning,1940-347,8586.000000000000000,linens, ,20070517130648,19400716,digitised,JA70003000,0.000000000000000,1764556.000000000000000,85860805.048899993300438,54690.075499999999010,45241.817101599728630,15869169.533796342089772,1586.916953379634379
2,1,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,1,cool,ICHdmcool,15,69,0.000000000000000,1919,Lightning,1919-69,4190.500000000000000,linens, ,20070517130649,19190713,digitised,JA70003000,0.000000000000000,1756256.000000000000000,41905087.087300002574921,44194.588700000000244,11451.260161801121285,1808620.194497757358477,180.862019449775744
3,1,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,1,cool,ICHdmcool,241,353,0.000000000000000,1932,Person,1932-353,1135.900000000000091,linens, ,20070517130602,19320908,digitised,JA70003000,0.000000000000000,1761597.000000000000000,11359112.720100000500679,16534.514500000001135,2624.440085518390333,37637.777046860479459,3.763777704686048
4,1,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,1,cool,ICHdmcool,538,N70578,0.000000000000000,2003,Lightning,2003-N70578,550.899999999999977,LANDSAT5, ,20070517150824,20030809,digitized,JA70003000,0.000000000000000,1773500.000000000000000,5509591.025799999944866,17773.577499999999418,3767.235624715223821,212273.480597626970848,21.227348059762697
5,1,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,1,cool,ICHdmcool,589,N70252,2012081203.000000000000000,2012,Lightning,2012-N70252,51.200000000000003,OZIX,20120812,20120813,20120808,GPS-TRACK,JA70003000,0.000000000000000,1775896.000000000000000,512005.080699999991339,7344.337999999999738,2944.358240112632302,184911.611042508448008,18.491161104250846
6,2,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,5,cool,ICHdmcool,1,86a,0.000000000000000,1921,Lightning,1921-86a,1345.200000000000045,linens, ,20070517130621,19210804,digitised,JA70003000,0.000000000000000,1756807.000000000000000,13452229.450600000098348,14793.403800000000047,2585.890601390317443,384194.956216335645877,38.419495621633565
7,2,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,5,cool,ICHdmcool,2,347,0.000000000000000,1940,Lightning,1940-347,8586.000000000000000,linens, ,20070517130648,19400716,digitised,JA70003000,0.000000000000000,1764556.000000000000000,85860805.048899993300438,54690.075499999999010,1181.367918605518526,70429.851014703002875,7.042985101470300
8,3,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,6,warm,ICHdmwarm,2,347,0.000000000000000,1940,Lightning,1940-347,8586.000000000000000,linens, ,20070517130648,19400716,digitised,JA70003000,0.000000000000000,1764556.000000000000000,85860805.048899993300438,54690.075499999999010,3288.637659772016377,10289.852266907808371,1.028985226690781
9,3,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,6,warm,ICHdmwarm,15,69,0.000000000000000,1919,Lightning,1919-69,4190.500000000000000,linens, ,20070517130649,19190713,digitised,JA70003000,0.000000000000000,1756256.000000000000000,41905087.087300002574921,44194.588700000000244,299.890983070464472,1873.634925769620168,0.187363492576962
10,3,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,6,warm,ICHdmwarm,241,353,0.000000000000000,1932,Person,1932-353,1135.900000000000091,linens, ,20070517130602,19320908,digitised,JA70003000,0.000000000000000,1761597.000000000000000,11359112.720100000500679,16534.514500000001135,1436.945132065887037,13635.802925915657397,1.363580292591566
11,3,0,435.000000000000000,ICH,dm, , ,NDT3,ICHdm,ICH dm,Interior Cedar -- Hemlock,Dry Mild, , ,Ecosystems with frequent stand-initiating events,90487338.990999996662140,172311.588900000002468,90487339.000000000000000,172312.000000000000000,5121441.000000000000000,6,warm,ICHdmwarm,589,N70252,2012081203.000000000000000,2012,Lightning,2012-N70252,51.200000000000003,OZIX,20120812,20120813,20120808,GPS-TRACK,JA70003000,0.000000000000000,1775896.000000000000000,512005.080699999991339,7344.337999999999738,1062.342886847565069,6192.658495771927846,0.619265849577193
12,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,22,95,0.000000000000000,1919,Person,1919-95,1022.500000000000000,linens, ,20070517130621,19190812,digitised,JA70003000,0.000000000000000,1756297.000000000000000,10225807.860400000587106,17011.809600000000501,5139.447980535867828,250999.133262388320873,25.099913326238834
13,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,27,33,0.000000000000000,1920,Lightning,1920-33,966.899999999999977,linens, ,20070517130621,19200719,digitised,JA70003000,0.000000000000000,1756475.000000000000000,9669219.711500000208616,16829.543499999999767,1338.810376739685353,21546.183880727439828,2.154618388072744
14,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,168,772,0.000000000000000,1929,Person,1929-772,4334.100000000000364,linens, ,20070517130648,19290818,assumed_shape,JA70003000,0.000000000000000,1760198.000000000000000,43341954.032399997115135,33834.493600000001607,70223.456552894189372,3126414.727791598066688,312.641472779159812
15,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,261,372,0.000000000000000,1936,Person,1936-372,554.000000000000000,linens, ,20070517130602,19360730,digitised,JA70003000,0.000000000000000,1763050.000000000000000,5540678.294499999843538,14954.749100000000908,718.578666796490552,20032.076677792669216,2.003207667779267
16,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,284,571,0.000000000000000,1934,Lightning,1934-571,542.299999999999955,linens, ,20070517130602,19340830,digitised,JA70003000,0.000000000000000,1762525.000000000000000,5423666.304499999620020,12707.967099999999846,1186.103063507466686,30142.510030635952717,3.014251003063595
17,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,318,130,0.000000000000000,1938,Lightning,1938-130,310.500000000000000,linens, ,20070517130602,19380715,digitised,JA70003000,0.000000000000000,1763451.000000000000000,3105670.626900000032037,8597.392700000000332,5220.564909606469882,105924.276792224904057,10.592427679222491
18,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,497,N10088,0.000000000000000,1986,Person,1986-N10088,11.699999999999999,mylars, ,20070517130643,19861022,digitised,JA70003000,0.000000000000000,1771888.000000000000000,117507.922999999995227,1541.116099999999960,27.454687204779262,28.878405959495471,0.002887840595950
19,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,539,N70820,0.000000000000000,2003,Lightning,2003-N70820,2864.900000000000091,LANDSAT5, ,20070517150824,20030827,Area 1 of 2,JA70003000,0.000000000000000,1773504.000000000000000,28649645.969900000840425,46360.730100000000675,15918.441285924316617,506068.896105119143613,50.606889610511914
20,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,591,N10278,2015081401.000000000000000,2015,Lightning,2015-N10278,86.900000000000006,2015 ROLLOVER,20150814,20150814130519,20150704,OZIX,JA70003000,0.000000000000000,1776855.000000000000000,869932.985299999942072,4643.863199999999779,9165.932707889709491,229464.392295507859671,22.946439229550787
21,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,592,N10307,2015071801.000000000000000,2015,Lightning,2015-N10307,211.199999999999989,2015 ROLLOVER,20150718,20150802132905,20150707,OZIX,JA70003000,0.000000000000000,1776857.000000000000000,2112386.900899999774992,7116.760199999999713,7644.578060840181024,194176.064943210833007,19.417606494321085
22,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,600,N70616,2015092101.000000000000000,2015,Lightning,2015-N70616,165.400000000000006,2015 ROLLOVER,20150922083634,20150922083939,20150813,Ozi,JA70003000,0.000000000000000,1776945.000000000000000,1654830.087400000076741,9542.069700000000012,8314.743149816345976,464060.900284607952926,46.406090028460795
23,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,637,N71602,2018090501.000000000000000,2018,Lightning,2018-N71602,1557.799999999999955,2018 ROLLOVER,20180905,20180905172759,20180727,Non-corrected airborne GPS,JA70003000,0.000000000000000,1778100.000000000000000,15578643.046399999409914,42395.419300000001385,13526.328573800990853,878850.972748546977527,87.885097274854701
24,4,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,1,cool,ESSFwmwcool,640,N11886,2018083102.000000000000000,2018,Lightning,2018-N11886,9113.299999999999272,2018 ROLLOVER,20180831,20180831191709,20180728,Non-corrected ground GPS,JA70003000,0.000000000000000,1777973.000000000000000,91133862.778400003910065,104712.087299999999232,136797.635877629159950,6852395.719299396499991,685.239571929939643
25,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,168,772,0.000000000000000,1929,Person,1929-772,4334.100000000000364,linens, ,20070517130648,19290818,assumed_shape,JA70003000,0.000000000000000,1760198.000000000000000,43341954.032399997115135,33834.493600000001607,5824.412026254974990,81861.499418558945763,8.186149941855895
26,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,284,571,0.000000000000000,1934,Lightning,1934-571,542.299999999999955,linens, ,20070517130602,19340830,digitised,JA70003000,0.000000000000000,1762525.000000000000000,5423666.304499999620020,12707.967099999999846,1693.120968065258694,30273.807560364548408,3.027380756036455
27,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,318,130,0.000000000000000,1938,Lightning,1938-130,310.500000000000000,linens, ,20070517130602,19380715,digitised,JA70003000,0.000000000000000,1763451.000000000000000,3105670.626900000032037,8597.392700000000332,1199.583240681813777,16237.493558006848616,1.623749355800685
28,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,497,N10088,0.000000000000000,1986,Person,1986-N10088,11.699999999999999,mylars, ,20070517130643,19861022,digitised,JA70003000,0.000000000000000,1771888.000000000000000,117507.922999999995227,1541.116099999999960,402.319743333638144,4774.455366602866889,0.477445536660287
29,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,539,N70820,0.000000000000000,2003,Lightning,2003-N70820,2864.900000000000091,LANDSAT5, ,20070517150824,20030827,Area 1 of 2,JA70003000,0.000000000000000,1773504.000000000000000,28649645.969900000840425,46360.730100000000675,1804.512473829445071,14304.035112123548970,1.430403511212355
30,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,591,N10278,2015081401.000000000000000,2015,Lightning,2015-N10278,86.900000000000006,2015 ROLLOVER,20150814,20150814130519,20150704,OZIX,JA70003000,0.000000000000000,1776855.000000000000000,869932.985299999942072,4643.863199999999779,2356.181592218659262,39806.032968438106764,3.980603296843811
31,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,592,N10307,2015071801.000000000000000,2015,Lightning,2015-N10307,211.199999999999989,2015 ROLLOVER,20150718,20150802132905,20150707,OZIX,JA70003000,0.000000000000000,1776857.000000000000000,2112386.900899999774992,7116.760199999999713,499.806525887398323,4996.127617166894197,0.499612761716689
32,5,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,5,cool,ESSFwmwcool,640,N11886,2018083102.000000000000000,2018,Lightning,2018-N11886,9113.299999999999272,2018 ROLLOVER,20180831,20180831191709,20180728,Non-corrected ground GPS,JA70003000,0.000000000000000,1777973.000000000000000,91133862.778400003910065,104712.087299999999232,6457.762790596397281,65771.650335935351904,6.577165033593536
33,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,22,95,0.000000000000000,1919,Person,1919-95,1022.500000000000000,linens, ,20070517130621,19190812,digitised,JA70003000,0.000000000000000,1756297.000000000000000,10225807.860400000587106,17011.809600000000501,1967.375241269999378,34307.512630849618290,3.430751263084962
34,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,27,33,0.000000000000000,1920,Lightning,1920-33,966.899999999999977,linens, ,20070517130621,19200719,digitised,JA70003000,0.000000000000000,1756475.000000000000000,9669219.711500000208616,16829.543499999999767,31.888105000164007,58.407082138437424,0.005840708213844
35,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,168,772,0.000000000000000,1929,Person,1929-772,4334.100000000000364,linens, ,20070517130648,19290818,assumed_shape,JA70003000,0.000000000000000,1760198.000000000000000,43341954.032399997115135,33834.493600000001607,58972.838439448205463,2372520.564133392181247,237.252056413339233
36,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,261,372,0.000000000000000,1936,Person,1936-372,554.000000000000000,linens, ,20070517130602,19360730,digitised,JA70003000,0.000000000000000,1763050.000000000000000,5540678.294499999843538,14954.749100000000908,585.225125329620028,12974.230848515016987,1.297423084851502
37,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,284,571,0.000000000000000,1934,Lightning,1934-571,542.299999999999955,linens, ,20070517130602,19340830,digitised,JA70003000,0.000000000000000,1762525.000000000000000,5423666.304499999620020,12707.967099999999846,3609.388765824480743,121362.029663779088878,12.136202966377910
38,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,318,130,0.000000000000000,1938,Lightning,1938-130,310.500000000000000,linens, ,20070517130602,19380715,digitised,JA70003000,0.000000000000000,1763451.000000000000000,3105670.626900000032037,8597.392700000000332,6814.910945369450928,314101.436110423004720,31.410143611042301
39,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,497,N10088,0.000000000000000,1986,Person,1986-N10088,11.699999999999999,mylars, ,20070517130643,19861022,digitised,JA70003000,0.000000000000000,1771888.000000000000000,117507.922999999995227,1541.116099999999960,965.798047081925915,14835.923699942986786,1.483592369994299
40,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,539,N70820,0.000000000000000,2003,Lightning,2003-N70820,2864.900000000000091,LANDSAT5, ,20070517150824,20030827,Area 1 of 2,JA70003000,0.000000000000000,1773504.000000000000000,28649645.969900000840425,46360.730100000000675,16415.766691339162207,239726.172573307150742,23.972617257330715
41,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,591,N10278,2015081401.000000000000000,2015,Lightning,2015-N10278,86.900000000000006,2015 ROLLOVER,20150814,20150814130519,20150704,OZIX,JA70003000,0.000000000000000,1776855.000000000000000,869932.985299999942072,4643.863199999999779,11482.375788557701526,358888.380654258769937,35.888838065425880
42,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,592,N10307,2015071801.000000000000000,2015,Lightning,2015-N10307,211.199999999999989,2015 ROLLOVER,20150718,20150802132905,20150707,OZIX,JA70003000,0.000000000000000,1776857.000000000000000,2112386.900899999774992,7116.760199999999713,8495.563730517607837,424138.277920428838115,42.413827792042888
43,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,600,N70616,2015092101.000000000000000,2015,Lightning,2015-N70616,165.400000000000006,2015 ROLLOVER,20150922083634,20150922083939,20150813,Ozi,JA70003000,0.000000000000000,1776945.000000000000000,1654830.087400000076741,9542.069700000000012,3735.956442787895867,37925.148721483245026,3.792514872148325
44,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,637,N71602,2018090501.000000000000000,2018,Lightning,2018-N71602,1557.799999999999955,2018 ROLLOVER,20180905,20180905172759,20180727,Non-corrected airborne GPS,JA70003000,0.000000000000000,1778100.000000000000000,15578643.046399999409914,42395.419300000001385,5651.423297501479283,49940.606769438272750,4.994060676943827
45,6,1,435.000000000000000,ESSF,wmw, , ,NDT1,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland, , ,Ecosystems with rare stand-initiating events,120571135.901800006628036,701853.643700000015087,120571136.000000000000000,701854.000000000000000,5121010.000000000000000,6,warm,ESSFwmwwarm,640,N11886,2018083102.000000000000000,2018,Lightning,2018-N11886,9113.299999999999272,2018 ROLLOVER,20180831,20180831191709,20180728,Non-corrected ground GPS,JA70003000,0.000000000000000,1777973.000000000000000,91133862.778400003910065,104712.087299999999232,99738.284264459725819,3475901.060394394677132,347.590106039439490
46,7,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,1,cool,ESSFwm4cool,36,52,0.000000000000000,1920,Lightning,1920-52,27.399999999999999,linens, ,20070517130621,19200808,digitised,JA70003000,0.000000000000000,1756545.000000000000000,274550.433799999998882,1928.231099999999969,2418.272863591249916,214812.802751789888134,21.481280275178989
47,7,2,435.000000000000000,ESSF,wm,4, ,NDT2,ESSFwm4,ESSFwm 4,Engelmann Spruce -- Subalpine Fir,Wet Mild,Moyie, ,Ecosystems with infrequent stand-initiating events,872817624.212499976158142,1371638.289799999911338,872817624.000000000000000,1371638.000000000000000,5120791.000000000000000,1,cool,ESSFwm4cool,42,86,0.000000000000000,1920,Lightning,1920-86,2596.400000000000091,linens, ,20070517130625,19200801,assumed_shape,JA70003000,0.000000000000000,1756618.000000000000000,25964632.281800001859665,20884.964599999999336,8575.494659866075381,672417.957437619916163,67.241795743761998
