OID_,FID_BEC_PEM_Purcell,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Purcell,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
900,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,159,N20039,0.000000000000000,1985,Person,1985-N20039,15538.399999999999636,LFDB, ,20070517130643,19850704,digitised,JA70003000,0.000000000000000,1771693.000000000000000,155384940.472000002861023,84410.800000000002910,287.352843598688708,2559.299325980852700,0.255929932598085
901,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,160,N20766,2008092201.000000000000000,2008,Lightning,2008-N20766,2.100000000000000,OZIX,20080922141827,20080922141827,20080818,GPS-TRACK,JA70003000,0.000000000000000,1774493.000000000000000,22288.811699999998382,840.989599999999996,287.352843598688708,2559.299325980852700,0.255929932598085
902,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,2227.637683154992828,174502.699617895821575,17.450269961789584
903,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,2227.637683154992828,174502.699617895821575,17.450269961789584
904,130,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,6,warm,ESSFdkwwarm,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,1456.652235051891239,13297.511176355832504,1.329751117635583
905,130,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,6,warm,ESSFdkwwarm,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,1456.652235051891239,13297.511176355832504,1.329751117635583
906,132,662,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,99264382.820899993181229,640718.297499999986030,99264383.000000000000000,640718.000000000000000,5117551.000000000000000,3,cool,ESSFdkpcool,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,599.521981065055343,8355.745850504454211,0.835574585050445
907,132,662,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,99264382.820899993181229,640718.297499999986030,99264383.000000000000000,640718.000000000000000,5117551.000000000000000,3,cool,ESSFdkpcool,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,599.521981065055343,8355.745850504454211,0.835574585050445
908,136,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,3,cool,ESSFdk2cool,103,60,0.000000000000000,1920,Lightning,1920-60,339.899999999999977,linens, ,20070517130618,19200816,digitised,JA70003000,0.000000000000000,1756558.000000000000000,3399744.578999999910593,8498.445400000000518,686.310278161718998,1810.872466501084773,0.181087246650108
909,136,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,3,cool,ESSFdk2cool,104,N20376,2012082101.000000000000000,2012,Lightning,2012-N20376,18.100000000000001,OZIX,20120821,20120821153644,20120819,GPS-TRACK,JA70003000,0.000000000000000,1775885.000000000000000,181416.686599999986356,1598.753500000000031,686.310278161718998,1810.872466501084773,0.181087246650108
910,136,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,3,cool,ESSFdk2cool,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,891.018447006259521,4363.150403465238014,0.436315040346524
911,136,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,3,cool,ESSFdk2cool,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,891.018447006259521,4363.150403465238014,0.436315040346524
912,137,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,5,cool,ESSFdk2cool,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,1365.028633848597337,27561.201863492944540,2.756120186349295
913,137,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,5,cool,ESSFdk2cool,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,1365.028633848597337,27561.201863492944540,2.756120186349295
914,138,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,6,warm,ESSFdk2warm,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,4194.163048515660194,405550.215868975734338,40.555021586897574
915,138,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,6,warm,ESSFdk2warm,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,4194.163048515660194,405550.215868975734338,40.555021586897574
916,139,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,7,warm,ESSFdk2warm,103,60,0.000000000000000,1920,Lightning,1920-60,339.899999999999977,linens, ,20070517130618,19200816,digitised,JA70003000,0.000000000000000,1756558.000000000000000,3399744.578999999910593,8498.445400000000518,1481.699823503735388,131801.411704630561871,13.180141170463056
917,139,663,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,158389152.311399996280670,394057.664300000004005,158389152.000000000000000,394058.000000000000000,5117376.000000000000000,7,warm,ESSFdk2warm,104,N20376,2012082101.000000000000000,2012,Lightning,2012-N20376,18.100000000000001,OZIX,20120821,20120821153644,20120819,GPS-TRACK,JA70003000,0.000000000000000,1775885.000000000000000,181416.686599999986356,1598.753500000000031,1481.699823503735388,131801.411704630561871,13.180141170463056
918,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,103,60,0.000000000000000,1920,Lightning,1920-60,339.899999999999977,linens, ,20070517130618,19200816,digitised,JA70003000,0.000000000000000,1756558.000000000000000,3399744.578999999910593,8498.445400000000518,1239.794904132788133,46514.891207167005632,4.651489120716700
919,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,104,N20376,2012082101.000000000000000,2012,Lightning,2012-N20376,18.100000000000001,OZIX,20120821,20120821153644,20120819,GPS-TRACK,JA70003000,0.000000000000000,1775885.000000000000000,181416.686599999986356,1598.753500000000031,1239.794904132788133,46514.891207167005632,4.651489120716700
920,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,345.344779770953551,5583.262254566672709,0.558326225456667
921,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,345.344779770953551,5583.262254566672709,0.558326225456667
922,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,113,759,0.000000000000000,1925,Lightning,1925-759,258.600000000000023,linens, ,20070517130616,19250809,digitised,JA70003000,0.000000000000000,1759021.000000000000000,2586047.187500000000000,7500.659599999999955,549.535959988276431,14035.553592061676682,1.403555359206168
923,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,114,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,549.535959988276431,14035.553592061676682,1.403555359206168
924,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,125,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,620.149024785741062,12779.177245662942369,1.277917724566294
925,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,126,N22078,2017090901.000000000000000,2017,Person,2017-N22078,1.200000000000000,2017 ROLLOVER,20170909,20171010103925,20170908,Non-corrected ground GPS,JA70003000,0.000000000000000,1777461.000000000000000,12788.586799999999130,620.472600000000057,620.149024785741062,12779.177245662942369,1.277917724566294
926,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,149,N00136,0.000000000000000,1951,Lightning,1951-N00136,1088.099999999999909,mylars, ,20070517130639,19510723,digitised,JA70003000,0.000000000000000,1766575.000000000000000,10881657.592900000512600,20940.071400000000722,7918.828528981575801,1884292.782440191600472,188.429278244019173
927,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,150,N10502,0.000000000000000,1973,Person,1973-N10502,417.000000000000000,mylars, ,20070517130629,19730908,digitised,JA70003000,0.000000000000000,1770137.000000000000000,4170794.727599999867380,12016.255900000000111,7918.828528981575801,1884292.782440191600472,188.429278244019173
928,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,153,N00410,0.000000000000000,1966,Person,1966-N00410,340.199999999999989,mylars, ,20070517130632,19660906,digitised,JA70003000,0.000000000000000,1768898.000000000000000,3402100.924199999775738,11203.175499999999374,3503.040984178127474,259792.644206795550417,25.979264420679556
929,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,154,N10502,0.000000000000000,1973,Person,1973-N10502,417.000000000000000,mylars, ,20070517130629,19730908,digitised,JA70003000,0.000000000000000,1770137.000000000000000,4170794.727599999867380,12016.255900000000111,3503.040984178127474,259792.644206795550417,25.979264420679556
930,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,155,N10400,0.000000000000000,1971,Person,1971-N10400,3179.199999999999818,mylars, ,20070517130630,19710814,digitised,JA70003000,0.000000000000000,1769812.000000000000000,31792855.614500001072884,29264.202399999998306,11552.453918189909018,871773.299391768639907,87.177329939176872
931,140,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,3,cool,MSdkcool,156,N20023,0.000000000000000,1985,Person,1985-N20023,1645.599999999999909,LFDB, ,20070517130643,19850629,digitised,JA70003000,0.000000000000000,1771688.000000000000000,16456547.876099999994040,21718.312099999999191,11552.453918189909018,871773.299391768639907,87.177329939176872
932,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,105,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,151.172425767992536,258.032654655776582,0.025803265465578
933,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,106,N20792,0.000000000000000,2007,Person,2007-N20792,63.899999999999999,LANDSAT5,20080817,20090422153957,20070916,digitizied,JA70003000,0.000000000000000,1774146.000000000000000,639920.727700000046752,3745.271299999999883,151.172425767992536,258.032654655776582,0.025803265465578
934,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,149,N00136,0.000000000000000,1951,Lightning,1951-N00136,1088.099999999999909,mylars, ,20070517130639,19510723,digitised,JA70003000,0.000000000000000,1766575.000000000000000,10881657.592900000512600,20940.071400000000722,99.973415626316864,624.662233118648601,0.062466223311865
935,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,150,N10502,0.000000000000000,1973,Person,1973-N10502,417.000000000000000,mylars, ,20070517130629,19730908,digitised,JA70003000,0.000000000000000,1770137.000000000000000,4170794.727599999867380,12016.255900000000111,99.973415626316864,624.662233118648601,0.062466223311865
936,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,153,N00410,0.000000000000000,1966,Person,1966-N00410,340.199999999999989,mylars, ,20070517130632,19660906,digitised,JA70003000,0.000000000000000,1768898.000000000000000,3402100.924199999775738,11203.175499999999374,58.536687147344672,145.572952802209670,0.014557295280221
937,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,154,N10502,0.000000000000000,1973,Person,1973-N10502,417.000000000000000,mylars, ,20070517130629,19730908,digitised,JA70003000,0.000000000000000,1770137.000000000000000,4170794.727599999867380,12016.255900000000111,58.536687147344672,145.572952802209670,0.014557295280221
938,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,155,N10400,0.000000000000000,1971,Person,1971-N10400,3179.199999999999818,mylars, ,20070517130630,19710814,digitised,JA70003000,0.000000000000000,1769812.000000000000000,31792855.614500001072884,29264.202399999998306,4356.056025794113339,112555.453977403158206,11.255545397740317
939,142,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,6,warm,MSdkwarm,156,N20023,0.000000000000000,1985,Person,1985-N20023,1645.599999999999909,LFDB, ,20070517130643,19850629,digitised,JA70003000,0.000000000000000,1771688.000000000000000,16456547.876099999994040,21718.312099999999191,4356.056025794113339,112555.453977403158206,11.255545397740317
940,143,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,7,warm,MSdkwarm,103,60,0.000000000000000,1920,Lightning,1920-60,339.899999999999977,linens, ,20070517130618,19200816,digitised,JA70003000,0.000000000000000,1756558.000000000000000,3399744.578999999910593,8498.445400000000518,448.733603720039980,1165.305933418824907,0.116530593341882
941,143,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,7,warm,MSdkwarm,104,N20376,2012082101.000000000000000,2012,Lightning,2012-N20376,18.100000000000001,OZIX,20120821,20120821153644,20120819,GPS-TRACK,JA70003000,0.000000000000000,1775885.000000000000000,181416.686599999986356,1598.753500000000031,448.733603720039980,1165.305933418824907,0.116530593341882
942,143,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,7,warm,MSdkwarm,113,759,0.000000000000000,1925,Lightning,1925-759,258.600000000000023,linens, ,20070517130616,19250809,digitised,JA70003000,0.000000000000000,1759021.000000000000000,2586047.187500000000000,7500.659599999999955,161.783213607021764,214.669202303992421,0.021466920230399
943,143,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,7,warm,MSdkwarm,114,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,161.783213607021764,214.669202303992421,0.021466920230399
944,143,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,7,warm,MSdkwarm,155,N10400,0.000000000000000,1971,Person,1971-N10400,3179.199999999999818,mylars, ,20070517130630,19710814,digitised,JA70003000,0.000000000000000,1769812.000000000000000,31792855.614500001072884,29264.202399999998306,362.162958257525645,914.769365792089843,0.091476936579209
945,143,664,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,268504707.642499983310699,438054.447700000018813,268504708.000000000000000,438054.000000000000000,5125155.000000000000000,7,warm,MSdkwarm,156,N20023,0.000000000000000,1985,Person,1985-N20023,1645.599999999999909,LFDB, ,20070517130643,19850629,digitised,JA70003000,0.000000000000000,1771688.000000000000000,16456547.876099999994040,21718.312099999999191,362.162958257525645,914.769365792089843,0.091476936579209
946,147,666,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,146399768.527200013399124,407387.952500000013970,146399769.000000000000000,407388.000000000000000,5117378.000000000000000,3,cool,ESSFdk2cool,113,759,0.000000000000000,1925,Lightning,1925-759,258.600000000000023,linens, ,20070517130616,19250809,digitised,JA70003000,0.000000000000000,1759021.000000000000000,2586047.187500000000000,7500.659599999999955,8645.872634177014334,287693.591056835139170,28.769359105683517
947,147,666,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,146399768.527200013399124,407387.952500000013970,146399769.000000000000000,407388.000000000000000,5117378.000000000000000,3,cool,ESSFdk2cool,114,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,8645.872634177014334,287693.591056835139170,28.769359105683517
948,147,666,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,146399768.527200013399124,407387.952500000013970,146399769.000000000000000,407388.000000000000000,5117378.000000000000000,3,cool,ESSFdk2cool,115,417,0.000000000000000,1927,Lightning,1927-417,480.100000000000023,linens, ,20070517130623,19270816,assumed_shape,JA70003000,0.000000000000000,1759632.000000000000000,4801071.238699999637902,10334.588599999999133,858.173835180964943,40883.200597891584039,4.088320059789159
