OID_,FID_BEC_PEM_Purcell,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Purcell,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
200,86,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,11,134,0.000000000000000,1924,Person,1924-134,8800.799999999999272,linens, ,20070517130648,19240711,digitised,JA70003000,0.000000000000000,1757949.000000000000000,88008742.945600003004074,56442.149499999999534,47213.426343009348784,1264457.014841891825199,126.445701484189186
201,86,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,20,437,0.000000000000000,1931,Person,1931-437,18853.400000000001455,linens, ,20070517130647,19310720,digitised,JA70003000,0.000000000000000,1761073.000000000000000,188534523.252799987792969,153882.942000000010012,39597.084963879075076,1156117.906469564884901,115.611790646956493
202,86,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,72,N20039,0.000000000000000,1985,Person,1985-N20039,15538.399999999999636,LFDB, ,20070517130643,19850704,digitised,JA70003000,0.000000000000000,1771693.000000000000000,155384940.472000002861023,84410.800000000002910,46309.119429438913357,822091.216586112743244,82.209121658611281
203,86,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,93,N20129,2014081501.000000000000000,2014,Person,2014-N20129,8.800000000000001,OZIX,20140815,20140818091459,20140716,GPS-TRACK,JA70003000,0.000000000000000,1776523.000000000000000,88579.857900000002701,1374.713999999999942,591.400008009233488,12012.267544216530951,1.201226754421653
204,86,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,97,N21615,2018080201.000000000000000,2018,Person,2018-N21615,12.500000000000000,2018 ROLLOVER,20180802,20180920115248,20180730,Non-corrected ground GPS,JA70003000,0.000000000000000,1777996.000000000000000,125506.524499999999534,2090.979200000000219,308.849408875372944,2189.749707582236169,0.218974970758224
205,86,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,101,N21257,2020091601.000000000000000,2020,Lightning,2020-N21257,7645.500000000000000,2020 ROLLOVER,20200916,20200917082913,20200817210006,Non-corrected airborne GPS,JA70003000,0.000000000000000,1778471.000000000000000,76454878.877900004386902,77463.422099999996135,366.561643401966421,3829.983162760406231,0.382998316276041
206,87,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,6,warm,IDFdm2warm,11,134,0.000000000000000,1924,Person,1924-134,8800.799999999999272,linens, ,20070517130648,19240711,digitised,JA70003000,0.000000000000000,1757949.000000000000000,88008742.945600003004074,56442.149499999999534,7882.013258304854389,247605.233815468294779,24.760523381546832
207,87,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,6,warm,IDFdm2warm,20,437,0.000000000000000,1931,Person,1931-437,18853.400000000001455,linens, ,20070517130647,19310720,digitised,JA70003000,0.000000000000000,1761073.000000000000000,188534523.252799987792969,153882.942000000010012,2022.720362966367247,53486.760404351254692,5.348676040435126
208,87,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,6,warm,IDFdm2warm,72,N20039,0.000000000000000,1985,Person,1985-N20039,15538.399999999999636,LFDB, ,20070517130643,19850704,digitised,JA70003000,0.000000000000000,1771693.000000000000000,155384940.472000002861023,84410.800000000002910,6199.997185131643164,74366.618770565997693,7.436661877056600
209,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,11,134,0.000000000000000,1924,Person,1924-134,8800.799999999999272,linens, ,20070517130648,19240711,digitised,JA70003000,0.000000000000000,1757949.000000000000000,88008742.945600003004074,56442.149499999999534,59345.286623009174946,7998162.310804681852460,799.816231080468242
210,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,20,437,0.000000000000000,1931,Person,1931-437,18853.400000000001455,linens, ,20070517130647,19310720,digitised,JA70003000,0.000000000000000,1761073.000000000000000,188534523.252799987792969,153882.942000000010012,48450.692509701584640,5872591.796303418464959,587.259179630341919
211,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,72,N20039,0.000000000000000,1985,Person,1985-N20039,15538.399999999999636,LFDB, ,20070517130643,19850704,digitised,JA70003000,0.000000000000000,1771693.000000000000000,155384940.472000002861023,84410.800000000002910,66667.149743846763158,10655938.424318192526698,1065.593842431819212
212,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,93,N20129,2014081501.000000000000000,2014,Person,2014-N20129,8.800000000000001,OZIX,20140815,20140818091459,20140716,GPS-TRACK,JA70003000,0.000000000000000,1776523.000000000000000,88579.857900000002701,1374.713999999999942,1594.342515398504474,76506.691556413803482,7.650669155641380
213,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,97,N21615,2018080201.000000000000000,2018,Person,2018-N21615,12.500000000000000,2018 ROLLOVER,20180802,20180920115248,20180730,Non-corrected ground GPS,JA70003000,0.000000000000000,1777996.000000000000000,125506.524499999999534,2090.979200000000219,2007.441535034672597,123230.901293838920537,12.323090129383893
214,88,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,101,N21257,2020091601.000000000000000,2020,Lightning,2020-N21257,7645.500000000000000,2020 ROLLOVER,20200916,20200917082913,20200817210006,Non-corrected airborne GPS,JA70003000,0.000000000000000,1778471.000000000000000,76454878.877900004386902,77463.422099999996135,6169.866465024820172,536846.119173372047953,53.684611917337207
215,98,570,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1230000.000000000000000,7600.000000000000000,1230000.000000000000000,7600.000000000000000,5117552.000000000000000,3,cool,ESSFdkpcool,23,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,385.139633773110006,5192.323026818280596,0.519232302681828
216,98,570,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1230000.000000000000000,7600.000000000000000,1230000.000000000000000,7600.000000000000000,5117552.000000000000000,3,cool,ESSFdkpcool,25,120,0.000000000000000,1933,Lightning,1933-120,23.699999999999999,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761784.000000000000000,237328.342800000013085,2127.265899999999874,1631.830376217448020,135744.737355891265906,13.574473735589127
217,99,571,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,327500.000000000000000,3800.000000000000000,327500.000000000000000,3800.000000000000000,5122270.000000000000000,3,cool,IMAuncool,23,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,0.031921574312566,0.000038085000853,0.000000003808500
218,101,571,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,327500.000000000000000,3800.000000000000000,327500.000000000000000,3800.000000000000000,5122270.000000000000000,7,warm,IMAunwarm,23,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,122.485657236786224,549.979281242348520,0.054997928124235
219,106,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,3,cool,ESSFdkwcool,12,319,0.000000000000000,1925,Person,1925-319,4194.600000000000364,linens, ,20070517130616,19250703,digitised,JA70003000,0.000000000000000,1758688.000000000000000,41946907.846000000834465,32181.644899999999325,11086.617850919186822,822160.913729841355234,82.216091372984138
220,106,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,3,cool,ESSFdkwcool,16,206,0.000000000000000,1924,Person,1924-206,290.800000000000011,linens, ,20070517130648,19240904,digitised,JA70003000,0.000000000000000,1758064.000000000000000,2908381.666999999899417,10962.424800000000687,6263.453288131255249,443309.896838102489710,44.330989683810252
221,106,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,3,cool,ESSFdkwcool,21,804,0.000000000000000,1931,Lightning,1931-804,628.799999999999955,linens, ,20070517130625,19310820,assumed_shape,JA70003000,0.000000000000000,1761314.000000000000000,6288281.990500000305474,12458.839799999999741,2728.553252459480973,63484.562526278452424,6.348456252627845
222,107,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,5,cool,ESSFdkwcool,12,319,0.000000000000000,1925,Person,1925-319,4194.600000000000364,linens, ,20070517130616,19250703,digitised,JA70003000,0.000000000000000,1758688.000000000000000,41946907.846000000834465,32181.644899999999325,1068.509734989647541,18101.289762683463778,1.810128976268347
223,107,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,5,cool,ESSFdkwcool,16,206,0.000000000000000,1924,Person,1924-206,290.800000000000011,linens, ,20070517130648,19240904,digitised,JA70003000,0.000000000000000,1758064.000000000000000,2908381.666999999899417,10962.424800000000687,375.159360285574337,2820.347323627576316,0.282034732362758
224,107,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,5,cool,ESSFdkwcool,21,804,0.000000000000000,1931,Lightning,1931-804,628.799999999999955,linens, ,20070517130625,19310820,assumed_shape,JA70003000,0.000000000000000,1761314.000000000000000,6288281.990500000305474,12458.839799999999741,151.640084005615108,1114.350761082064082,0.111435076108206
225,108,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,7,warm,ESSFdkwwarm,12,319,0.000000000000000,1925,Person,1925-319,4194.600000000000364,linens, ,20070517130616,19250703,digitised,JA70003000,0.000000000000000,1758688.000000000000000,41946907.846000000834465,32181.644899999999325,8115.755982369188132,152525.515848484239541,15.252551584848424
226,108,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,7,warm,ESSFdkwwarm,16,206,0.000000000000000,1924,Person,1924-206,290.800000000000011,linens, ,20070517130648,19240904,digitised,JA70003000,0.000000000000000,1758064.000000000000000,2908381.666999999899417,10962.424800000000687,2116.544444996884977,37077.792390961760248,3.707779239096176
227,108,575,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,24568660.938400000333786,181720.124799999990501,24568661.000000000000000,181720.000000000000000,5117776.000000000000000,7,warm,ESSFdkwwarm,21,804,0.000000000000000,1931,Lightning,1931-804,628.799999999999955,linens, ,20070517130625,19310820,assumed_shape,JA70003000,0.000000000000000,1761314.000000000000000,6288281.990500000305474,12458.839799999999741,2820.205643185339795,40562.353891992315766,4.056235389199232
228,109,577,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,23482429.928700000047684,175973.145799999998417,23482430.000000000000000,175973.000000000000000,5117575.000000000000000,3,cool,ESSFdkpcool,16,206,0.000000000000000,1924,Person,1924-206,290.800000000000011,linens, ,20070517130648,19240904,digitised,JA70003000,0.000000000000000,1758064.000000000000000,2908381.666999999899417,10962.424800000000687,12505.590238372460590,1093591.685621262295172,109.359168562126229
229,110,577,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,23482429.928700000047684,175973.145799999998417,23482430.000000000000000,175973.000000000000000,5117575.000000000000000,5,cool,ESSFdkpcool,16,206,0.000000000000000,1924,Person,1924-206,290.800000000000011,linens, ,20070517130648,19240904,digitised,JA70003000,0.000000000000000,1758064.000000000000000,2908381.666999999899417,10962.424800000000687,100.028258838047762,625.351052308698740,0.062535105230870
230,111,577,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,23482429.928700000047684,175973.145799999998417,23482430.000000000000000,175973.000000000000000,5117575.000000000000000,7,warm,ESSFdkpwarm,16,206,0.000000000000000,1924,Person,1924-206,290.800000000000011,linens, ,20070517130648,19240904,digitised,JA70003000,0.000000000000000,1758064.000000000000000,2908381.666999999899417,10962.424800000000687,3136.888418888569504,31432.936348699262453,3.143293634869926
231,112,578,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,1567500.000000000000000,11000.000000000000000,1567500.000000000000000,11000.000000000000000,5117574.000000000000000,3,cool,ESSFdkpcool,12,319,0.000000000000000,1925,Person,1925-319,4194.600000000000364,linens, ,20070517130616,19250703,digitised,JA70003000,0.000000000000000,1758688.000000000000000,41946907.846000000834465,32181.644899999999325,3432.037787081950682,392313.798820409108885,39.231379882040912
232,117,584,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,23946472.437399998307228,167346.304100000008475,23946472.000000000000000,167346.000000000000000,5117781.000000000000000,3,cool,ESSFdkwcool,52,N00191,0.000000000000000,1960,Lightning,1960-N00191,299.699999999999989,mylars, ,20070517130635,19600713,digitised,JA70003000,0.000000000000000,1768051.000000000000000,2997531.899600000120699,7848.160799999999654,5974.393365773330515,574937.943387620733120,57.493794338762079
233,117,584,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,23946472.437399998307228,167346.304100000008475,23946472.000000000000000,167346.000000000000000,5117781.000000000000000,3,cool,ESSFdkwcool,98,N21714,2018081801.000000000000000,2018,Lightning,2018-N21714,373.800000000000011,2018 ROLLOVER,20180818,20180819134445,20180731,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777997.000000000000000,3738737.593700000084937,8350.431200000000899,5985.603003453692509,612770.581532582058571,61.277058153258210
234,119,584,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,23946472.437399998307228,167346.304100000008475,23946472.000000000000000,167346.000000000000000,5117781.000000000000000,7,warm,ESSFdkwwarm,52,N00191,0.000000000000000,1960,Lightning,1960-N00191,299.699999999999989,mylars, ,20070517130635,19600713,digitised,JA70003000,0.000000000000000,1768051.000000000000000,2997531.899600000120699,7848.160799999999654,627.565339113084633,11346.207605022145799,1.134620760502215
235,119,584,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,23946472.437399998307228,167346.304100000008475,23946472.000000000000000,167346.000000000000000,5117781.000000000000000,7,warm,ESSFdkwwarm,98,N21714,2018081801.000000000000000,2018,Lightning,2018-N21714,373.800000000000011,2018 ROLLOVER,20180818,20180819134445,20180731,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777997.000000000000000,3738737.593700000084937,8350.431200000000899,269.723872830966343,2205.329958234849983,0.220532995823485
236,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,1,59,0.000000000000000,1919,Lightning,1919-59,3183.800000000000182,linens, ,20070517130618,19190725,digitised,JA70003000,0.000000000000000,1756230.000000000000000,31838062.531700000166893,32479.383499999999913,3729.306502970273868,268827.433605059282854,26.882743360505930
237,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,4,60,0.000000000000000,1920,Lightning,1920-60,5458.500000000000000,linens, ,20070517130648,19200816,digitised,JA70003000,0.000000000000000,1756559.000000000000000,54585500.497400000691414,34720.287300000003597,69371.214778233203106,9668719.296293873339891,966.871929629387409
238,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,19,883,0.000000000000000,1931,Lightning,1931-883,1147.799999999999955,linens, ,20070517130602,19310826,digitised,JA70003000,0.000000000000000,1761337.000000000000000,11478370.787799999117851,19742.137800000000425,8606.917798192984264,532528.420756966923364,53.252842075696698
239,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,23,120,0.000000000000000,1933,Lightning,1933-120,9333.899999999999636,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761782.000000000000000,93339015.578500002622604,52036.662100000001374,60070.479001212544972,6199281.855502354912460,619.928185550235526
240,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,25,120,0.000000000000000,1933,Lightning,1933-120,23.699999999999999,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761784.000000000000000,237328.342800000013085,2127.265899999999874,1586.364956566930232,101414.386011759081157,10.141438601175908
241,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,26,120,0.000000000000000,1933,Lightning,1933-120,18.399999999999999,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761785.000000000000000,184012.916200000006938,1794.083800000000110,1951.894147386095483,61395.917575763727655,6.139591757576373
242,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,32,454,0.000000000000000,1934,Lightning,1934-454,12614.399999999999636,linens, ,20070517130647,19340814,digitised,JA70003000,0.000000000000000,1762474.000000000000000,126144545.877100005745888,88320.283899999994901,81265.499223800332402,8732664.978881429880857,873.266497888143022
243,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,39,793,0.000000000000000,1940,Lightning,1940-793,2161.900000000000091,linens, ,20070517130609,19400805,digitised,JA70003000,0.000000000000000,1764705.000000000000000,21619322.087600000202656,19307.614300000001094,6429.466359687135082,567655.820841481909156,56.765582084148193
244,128,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,3,cool,ESSFdkwcool,77,N20069,0.000000000000000,1994,Lightning,1994-N20069,66.299999999999997,Buffered_Point, ,20070517130646,19940806,buffered_point,JA70003000,0.000000000000000,1772857.000000000000000,663934.384799999999814,2999.634700000000066,1301.328609063263912,56792.911181570481858,5.679291118157049
245,129,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,5,cool,ESSFdkwcool,1,59,0.000000000000000,1919,Lightning,1919-59,3183.800000000000182,linens, ,20070517130618,19190725,digitised,JA70003000,0.000000000000000,1756230.000000000000000,31838062.531700000166893,32479.383499999999913,251.727990516114176,2790.886051464200591,0.279088605146420
246,129,661,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,124013514.821999996900558,732746.121500000008382,124013515.000000000000000,732746.000000000000000,5117766.000000000000000,5,cool,ESSFdkwcool,19,883,0.000000000000000,1931,Lightning,1931-883,1147.799999999999955,linens, ,20070517130602,19310826,digitised,JA70003000,0.000000000000000,1761337.000000000000000,11478370.787799999117851,19742.137800000000425,659.653318593661425,7230.685476072627353,0.723068547607263
