OID_,FID_BEC_PEM_Kootenay_North,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Kootenay_North,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
203,235,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,11,719,0.000000000000000,1929,Lightning,1929-719,504.199999999999989,linens, ,20070517130618,19290812,digitised,JA70003000,0.000000000000000,1760182.000000000000000,5042391.292500000447035,14171.389900000000125,1496.284407242582574,59035.262842507523601,5.903526284250753
204,235,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,19,286,0.000000000000000,1934,Lightning,1934-286,5440.699999999999818,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762283.000000000000000,54407103.809000000357628,40393.784599999999045,25138.671481059191137,2808099.616861416958272,280.809961686141719
205,235,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,45,N20157,0.000000000000000,2001,Lightning,2001-N20157,22.699999999999999,LANDSAT7, ,20070517150824,20010705,Area 2 of 2,JA70003000,0.000000000000000,1773366.000000000000000,227660.665999999997439,2770.821899999999914,1712.529839729817240,111382.626132983845309,11.138262613298386
206,235,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,46,N20476,0.000000000000000,2001,Lightning,2001-N20476,1063.299999999999955,LANDSAT7, ,20070517150824,20010817,Area 1 of 2 partially in shadow; difficult to see,JA70003000,0.000000000000000,1773367.000000000000000,10633355.752900000661612,31511.340400000000955,8299.590312226799142,625444.076200030394830,62.544407620003042
207,235,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,47,N20476,0.000000000000000,2001,Lightning,2001-N20476,310.000000000000000,LANDSAT7, ,20070517150824,20010817,Area 2 of 2.,JA70003000,0.000000000000000,1773368.000000000000000,3100693.518499999772757,12640.797399999999470,2460.067713873955199,173303.694112741126446,17.330369411274113
208,235,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,69,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,4574.588643794872951,618671.577677945489995,61.867157767794552
209,235,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,4,cool,ESSFdkwcool,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,2383.701322959915160,158003.355212064314401,15.800335521206431
210,237,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,6,warm,ESSFdkwwarm,11,719,0.000000000000000,1929,Lightning,1929-719,504.199999999999989,linens, ,20070517130618,19290812,digitised,JA70003000,0.000000000000000,1760182.000000000000000,5042391.292500000447035,14171.389900000000125,1248.276301405358481,10174.610922811232740,1.017461092281123
211,237,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,6,warm,ESSFdkwwarm,19,286,0.000000000000000,1934,Lightning,1934-286,5440.699999999999818,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762283.000000000000000,54407103.809000000357628,40393.784599999999045,5307.485827516012250,71796.895426828399650,7.179689542682841
212,237,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,6,warm,ESSFdkwwarm,45,N20157,0.000000000000000,2001,Lightning,2001-N20157,22.699999999999999,LANDSAT7, ,20070517150824,20010705,Area 2 of 2,JA70003000,0.000000000000000,1773366.000000000000000,227660.665999999997439,2770.821899999999914,1282.829130586216706,14412.991490967069694,1.441299149096707
213,237,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,6,warm,ESSFdkwwarm,46,N20476,0.000000000000000,2001,Lightning,2001-N20476,1063.299999999999955,LANDSAT7, ,20070517150824,20010817,Area 1 of 2 partially in shadow; difficult to see,JA70003000,0.000000000000000,1773367.000000000000000,10633355.752900000661612,31511.340400000000955,1514.588343958085716,8819.116611648347316,0.881911661164835
214,237,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,6,warm,ESSFdkwwarm,47,N20476,0.000000000000000,2001,Lightning,2001-N20476,310.000000000000000,LANDSAT7, ,20070517150824,20010817,Area 2 of 2.,JA70003000,0.000000000000000,1773368.000000000000000,3100693.518499999772757,12640.797399999999470,285.450418891818913,1041.939081453042263,0.104193908145304
215,237,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,6,warm,ESSFdkwwarm,69,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,3007.244963140279197,25769.952487743124948,2.576995248774312
216,237,680,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36729597.739900000393391,241467.244799999985844,36729598.000000000000000,241467.000000000000000,5117761.000000000000000,6,warm,ESSFdkwwarm,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,966.166734855035770,10894.536579942601747,1.089453657994260
217,238,681,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,20063146.002700001001358,146164.895699999993667,20063146.000000000000000,146165.000000000000000,5117759.000000000000000,4,cool,ESSFdkwcool,76,N20236,2014082501.000000000000000,2014,Lightning,2014-N20236,1221.599999999999909,OZIX,20140825,20140827160925,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776529.000000000000000,12216294.955299999564886,24611.436200000000099,12791.407662947693098,1378390.410651817684993,137.839041065181789
218,238,681,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,20063146.002700001001358,146164.895699999993667,20063146.000000000000000,146165.000000000000000,5117759.000000000000000,4,cool,ESSFdkwcool,80,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,42191.243608003511326,4634078.296019629575312,463.407829601962987
219,239,681,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,20063146.002700001001358,146164.895699999993667,20063146.000000000000000,146165.000000000000000,5117759.000000000000000,5,cool,ESSFdkwcool,80,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,21.339215633910626,6.300307275669305,0.000630030727567
220,240,681,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,20063146.002700001001358,146164.895699999993667,20063146.000000000000000,146165.000000000000000,5117759.000000000000000,6,warm,ESSFdkwwarm,76,N20236,2014082501.000000000000000,2014,Lightning,2014-N20236,1221.599999999999909,OZIX,20140825,20140827160925,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776529.000000000000000,12216294.955299999564886,24611.436200000000099,7504.145521300319160,71583.015784750037710,7.158301578475004
221,240,681,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,20063146.002700001001358,146164.895699999993667,20063146.000000000000000,146165.000000000000000,5117759.000000000000000,6,warm,ESSFdkwwarm,80,N21628,2017091502.000000000000000,2017,Lightning,2017-N21628,26399.000000000000000,2017 ROLLOVER,20170915,20170916103105,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777457.000000000000000,263990540.464399993419647,186311.863000000012107,15189.015899179599728,117784.899595407900051,11.778489959540790
222,241,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,3,cool,ICHmk5cool,19,286,0.000000000000000,1934,Lightning,1934-286,5440.699999999999818,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762283.000000000000000,54407103.809000000357628,40393.784599999999045,29491.411475417888141,3967490.125861031468958,396.749012586103163
223,242,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,4,cool,ICHmk5cool,19,286,0.000000000000000,1934,Lightning,1934-286,5440.699999999999818,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762283.000000000000000,54407103.809000000357628,40393.784599999999045,70794.906396156831761,16377681.956483535468578,1637.768195648353640
224,242,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,4,cool,ICHmk5cool,34,NE0059,0.000000000000000,1970,Person,1970-NE0059,869.799999999999955,mylars, ,20070517130630,19700501,digitised,JA70003000,0.000000000000000,1769584.000000000000000,8698226.505699999630451,15142.913300000000163,37292.586493699236598,4320294.839764811098576,432.029483976481117
225,242,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,4,cool,ICHmk5cool,46,N20476,0.000000000000000,2001,Lightning,2001-N20476,1063.299999999999955,LANDSAT7, ,20070517150824,20010817,Area 1 of 2 partially in shadow; difficult to see,JA70003000,0.000000000000000,1773367.000000000000000,10633355.752900000661612,31511.340400000000955,29163.920068413113768,3325825.725737454835325,332.582572573745495
226,242,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,4,cool,ICHmk5cool,47,N20476,0.000000000000000,2001,Lightning,2001-N20476,310.000000000000000,LANDSAT7, ,20070517150824,20010817,Area 2 of 2.,JA70003000,0.000000000000000,1773368.000000000000000,3100693.518499999772757,12640.797399999999470,7757.431982363230418,856083.593547491938807,85.608359354749197
227,242,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,4,cool,ICHmk5cool,69,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,2427.107762024405929,71620.409234586812090,7.162040923458681
228,242,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,4,cool,ICHmk5cool,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,11934.239829776359329,1342640.738008941058069,134.264073800894124
229,243,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,5,cool,ICHmk5cool,19,286,0.000000000000000,1934,Lightning,1934-286,5440.699999999999818,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762283.000000000000000,54407103.809000000357628,40393.784599999999045,972.114636474867666,4413.449107941900365,0.441344910794190
230,243,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,5,cool,ICHmk5cool,34,NE0059,0.000000000000000,1970,Person,1970-NE0059,869.799999999999955,mylars, ,20070517130630,19700501,digitised,JA70003000,0.000000000000000,1769584.000000000000000,8698226.505699999630451,15142.913300000000163,100.039665367315052,625.493910979440898,0.062549391097944
231,243,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,5,cool,ICHmk5cool,46,N20476,0.000000000000000,2001,Lightning,2001-N20476,1063.299999999999955,LANDSAT7, ,20070517150824,20010817,Area 1 of 2 partially in shadow; difficult to see,JA70003000,0.000000000000000,1773367.000000000000000,10633355.752900000661612,31511.340400000000955,437.792370959779987,7840.914351798916869,0.784091435179892
232,243,682,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,69368773.163499996066093,134404.682499999995343,69368773.000000000000000,134405.000000000000000,5121526.000000000000000,5,cool,ICHmk5cool,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,719.496124441640859,12415.616816479567206,1.241561681647957
