OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,Shape_Length,Shape_Area,Calculate_Area_Ha
1,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,3,cool,IDFdm2cool,106866.397373525731382,1710656.159319889266044,171.065615931988930
2,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,5,cool,IDFdm2cool,216345.867644456768176,3923433.965312198270112,392.343396531219867
3,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,6,warm,IDFdm2warm,273546.484442888642661,46230027.182380571961403,4623.002718238057241
4,412,435.000000000000000,IDF,dm,2, ,NDT4,IDFdm2,IDF dm 2,Interior Douglas-fir,Dry Mild,Kootenay, ,Ecosystems with frequent stand-maintaining fires,2154694911.042200088500977,1438185.760100000072271,2154694910.000000000000000,1438186.000000000000000,5121855.000000000000000,7,warm,IDFdm2warm,90901.738536171134911,12079471.013207433745265,1207.947101320743513
5,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,3,cool,MSdwcool,27529.404293845545908,6402938.478113063611090,640.293847811306364
6,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,5,cool,MSdwcool,435.340014883370486,2940.172034712363711,0.294017203471236
7,418,435.000000000000000,MS,dw, , ,NDT3,MSdw,MS  dw,Montane Spruce,Dry Warm, , ,Ecosystems with frequent stand-initiating events,110344810.161200001835823,385464.121800000022631,110344810.000000000000000,385464.000000000000000,5125219.000000000000000,6,warm,MSdwwarm,22572.618881102953310,370645.785186941793654,37.064578518694184
8,492,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,173237045.635500013828278,135143.598399999988033,173237046.000000000000000,135144.000000000000000,5121538.000000000000000,3,cool,ICHmk5cool,161240.325764344132040,41422936.352614335715771,4142.293635261433337
9,492,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,173237045.635500013828278,135143.598399999988033,173237046.000000000000000,135144.000000000000000,5121538.000000000000000,5,cool,ICHmk5cool,4700.732197945450935,335773.082660368352663,33.577308266036837
10,492,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,173237045.635500013828278,135143.598399999988033,173237046.000000000000000,135144.000000000000000,5121538.000000000000000,7,warm,ICHmk5warm,42064.294643298941082,3166601.145571747794747,316.660114557174779
11,493,435.000000000000000,ESSF,mmw, , ,NDT2,ESSFmmw,ESSFmmw,Engelmann Spruce -- Subalpine Fir,Moist Mild Woodland, , ,Ecosystems with infrequent stand-initiating events,35723577.754000000655651,255337.839999999996508,35723578.000000000000000,255338.000000000000000,5118265.000000000000000,3,cool,ESSFmmwcool,469.749741009460081,2.687795454821059,0.000268779545482
12,493,435.000000000000000,ESSF,mmw, , ,NDT2,ESSFmmw,ESSFmmw,Engelmann Spruce -- Subalpine Fir,Moist Mild Woodland, , ,Ecosystems with infrequent stand-initiating events,35723577.754000000655651,255337.839999999996508,35723578.000000000000000,255338.000000000000000,5118265.000000000000000,5,cool,ESSFmmwcool,992.750716838346989,6.697800204423487,0.000669780020442
13,493,435.000000000000000,ESSF,mmw, , ,NDT2,ESSFmmw,ESSFmmw,Engelmann Spruce -- Subalpine Fir,Moist Mild Woodland, , ,Ecosystems with infrequent stand-initiating events,35723577.754000000655651,255337.839999999996508,35723578.000000000000000,255338.000000000000000,5118265.000000000000000,7,warm,ESSFmmwwarm,836.993375933661127,6.613463404930950,0.000661346340493
14,497,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,117500.000000000000000,2300.000000000000000,117500.000000000000000,2300.000000000000000,5122563.000000000000000,3,cool,IMAuncool,134.683096685362244,712.700879807137881,0.071270087980714
15,497,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,117500.000000000000000,2300.000000000000000,117500.000000000000000,2300.000000000000000,5122563.000000000000000,7,warm,IMAunwarm,537.332522269718652,4480.804168047276107,0.448080416804728
16,499,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,142500.000000000000000,2400.000000000000000,142500.000000000000000,2400.000000000000000,5122570.000000000000000,3,cool,IMAuncool,350.204043553493818,1868.422753808419202,0.186842275380842
17,511,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,210000.000000000000000,2200.000000000000000,210000.000000000000000,2200.000000000000000,5122589.000000000000000,3,cool,IMAuncool,541.476603065134555,8570.787883076671278,0.857078788307667
18,512,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,550000.000000000000000,6000.000000000000000,550000.000000000000000,6000.000000000000000,5122595.000000000000000,3,cool,IMAuncool,4191.639685681488118,119845.108519397545024,11.984510851939755
19,512,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,550000.000000000000000,6000.000000000000000,550000.000000000000000,6000.000000000000000,5122595.000000000000000,5,cool,IMAuncool,269.764450406273738,675.063022319288621,0.067506302231929
20,513,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,185000.000000000000000,2700.000000000000000,185000.000000000000000,2700.000000000000000,5122605.000000000000000,3,cool,IMAuncool,966.694220518696852,12771.333025584957795,1.277133302558496
21,514,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,285000.000000000000000,4200.000000000000000,285000.000000000000000,4200.000000000000000,5122609.000000000000000,3,cool,IMAuncool,165.058468641327323,1445.357716516880828,0.144535771651688
22,515,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,33671962.945799998939037,260118.921499999996740,33671963.000000000000000,260119.000000000000000,5117610.000000000000000,3,cool,ESSFdkpcool,77292.834255498994025,2024034.993366626091301,202.403499336662605
23,515,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,33671962.945799998939037,260118.921499999996740,33671963.000000000000000,260119.000000000000000,5117610.000000000000000,7,warm,ESSFdkpwarm,1290.378175443726832,4863.241072113892187,0.486324107211389
24,518,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1622500.000000000000000,9200.000000000000000,1622500.000000000000000,9200.000000000000000,5117791.000000000000000,3,cool,ESSFdkwcool,10839.998023816870045,95227.776637304443284,9.522777663730444
25,518,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1622500.000000000000000,9200.000000000000000,1622500.000000000000000,9200.000000000000000,5117791.000000000000000,5,cool,ESSFdkwcool,2379.339659184268385,9825.775698610515974,0.982577569861052
26,518,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1622500.000000000000000,9200.000000000000000,1622500.000000000000000,9200.000000000000000,5117791.000000000000000,7,warm,ESSFdkwwarm,19093.170701146740612,954613.698552970658056,95.461369855297065
27,521,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1727500.000000000000000,14100.000000000000000,1727500.000000000000000,14100.000000000000000,5117789.000000000000000,3,cool,ESSFdkwcool,2039.872363262571071,10805.588860911811935,1.080558886091181
28,521,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1727500.000000000000000,14100.000000000000000,1727500.000000000000000,14100.000000000000000,5117789.000000000000000,5,cool,ESSFdkwcool,4611.924817285263089,29457.013129261405993,2.945701312926141
29,521,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1727500.000000000000000,14100.000000000000000,1727500.000000000000000,14100.000000000000000,5117789.000000000000000,7,warm,ESSFdkwwarm,18813.900832324146904,1343736.867605765117332,134.373686760576504
30,523,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,200000.000000000000000,2500.000000000000000,200000.000000000000000,2500.000000000000000,5117604.000000000000000,3,cool,ESSFdkpcool,983.194553283131881,28137.123720492458233,2.813712372049246
31,523,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,200000.000000000000000,2500.000000000000000,200000.000000000000000,2500.000000000000000,5117604.000000000000000,5,cool,ESSFdkpcool,519.808960617721368,7592.887827877129894,0.759288782787713
32,523,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,200000.000000000000000,2500.000000000000000,200000.000000000000000,2500.000000000000000,5117604.000000000000000,7,warm,ESSFdkpwarm,2685.321124589835108,120406.110097349665011,12.040611009734967
33,525,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,462500.000000000000000,4500.000000000000000,462500.000000000000000,4500.000000000000000,5117788.000000000000000,3,cool,ESSFdkwcool,700.217199437084560,4579.496773789249346,0.457949677378925
34,525,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,462500.000000000000000,4500.000000000000000,462500.000000000000000,4500.000000000000000,5117788.000000000000000,7,warm,ESSFdkwwarm,4599.772004481333170,447400.354671293811407,44.740035467129381
35,528,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1150000.000000000000000,9800.000000000000000,1150000.000000000000000,9800.000000000000000,5117786.000000000000000,3,cool,ESSFdkwcool,4567.918395534939918,90605.025759255659068,9.060502575925566
36,528,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1150000.000000000000000,9800.000000000000000,1150000.000000000000000,9800.000000000000000,5117786.000000000000000,5,cool,ESSFdkwcool,68.219467795660137,39.113451223339005,0.003911345122334
37,528,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,1150000.000000000000000,9800.000000000000000,1150000.000000000000000,9800.000000000000000,5117786.000000000000000,7,warm,ESSFdkwwarm,10853.032038363367974,996846.386794699938037,99.684638679469998
38,529,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,310000.000000000000000,2900.000000000000000,310000.000000000000000,2900.000000000000000,5122503.000000000000000,3,cool,IMAuncool,123.582878554296300,0.187781777147670,0.000018778177715
39,532,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,310000.000000000000000,4100.000000000000000,310000.000000000000000,4100.000000000000000,5122493.000000000000000,3,cool,IMAuncool,45.575185172386945,3.017495277411872,0.000301749527741
40,536,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,340000.000000000000000,3700.000000000000000,340000.000000000000000,3700.000000000000000,5122469.000000000000000,3,cool,IMAuncool,189.418326700186896,0.220384196296312,0.000022038419630
41,539,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,150000.000000000000000,2900.000000000000000,150000.000000000000000,2900.000000000000000,5122444.000000000000000,3,cool,IMAuncool,360.481282271392047,1760.192554931849827,0.176019255493185
42,546,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,26063493.651200000196695,58915.792600000000675,26063493.000000000000000,58916.000000000000000,5121531.000000000000000,3,cool,ICHmk5cool,115691.209545419653296,23580134.153830695897341,2358.013415383069514
43,546,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,26063493.651200000196695,58915.792600000000675,26063493.000000000000000,58916.000000000000000,5121531.000000000000000,5,cool,ICHmk5cool,1396.403551625546470,21783.461819767664565,2.178346181976766
44,546,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,26063493.651200000196695,58915.792600000000675,26063493.000000000000000,58916.000000000000000,5121531.000000000000000,7,warm,ICHmk5warm,70511.309310891345376,1572447.929325712146237,157.244792932571215
45,574,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2606250.000000000000000,7552.691200000000208,2606250.000000000000000,7553.000000000000000,5117377.000000000000000,3,cool,ESSFdk2cool,8863.598878716513354,30336.299053476188419,3.033629905347619
46,574,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2606250.000000000000000,7552.691200000000208,2606250.000000000000000,7553.000000000000000,5117377.000000000000000,5,cool,ESSFdk2cool,350.102853089293944,3125.497390422089666,0.312549739042209
47,574,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2606250.000000000000000,7552.691200000000208,2606250.000000000000000,7553.000000000000000,5117377.000000000000000,7,warm,ESSFdk2warm,10024.014496598447295,2539038.229890606831759,253.903822989060700
48,576,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2336250.010499999858439,8889.087299999999232,2336250.000000000000000,8889.000000000000000,5117379.000000000000000,3,cool,ESSFdk2cool,17286.105042378178041,183945.563374319928698,18.394556337431993
49,576,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2336250.010499999858439,8889.087299999999232,2336250.000000000000000,8889.000000000000000,5117379.000000000000000,5,cool,ESSFdk2cool,993.990648379419895,3654.516208848312544,0.365451620884831
50,576,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2336250.010499999858439,8889.087299999999232,2336250.000000000000000,8889.000000000000000,5117379.000000000000000,7,warm,ESSFdk2warm,16698.162582702934742,1905315.543801062507555,190.531554380106257
51,580,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2462500.000000000000000,21700.000000000000000,2462500.000000000000000,21700.000000000000000,5117577.000000000000000,3,cool,ESSFdkpcool,16698.690559859624045,925120.714075166266412,92.512071407516629
52,580,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2462500.000000000000000,21700.000000000000000,2462500.000000000000000,21700.000000000000000,5117577.000000000000000,5,cool,ESSFdkpcool,4702.180997199965532,85588.443798061067355,8.558844379806107
53,580,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2462500.000000000000000,21700.000000000000000,2462500.000000000000000,21700.000000000000000,5117577.000000000000000,7,warm,ESSFdkpwarm,17235.189522926448262,660783.806134689133614,66.078380613468923
54,581,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,162500.000000000000000,2600.000000000000000,162500.000000000000000,2600.000000000000000,5122342.000000000000000,3,cool,IMAuncool,2496.727386814930469,75726.725342075951630,7.572672534207595
55,583,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,895000.000000000000000,6600.000000000000000,895000.000000000000000,6600.000000000000000,5122360.000000000000000,3,cool,IMAuncool,68.621943425955976,53.230134333666776,0.005323013433367
56,587,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1473224.048399999970570,12830.259299999999712,1473224.000000000000000,12830.000000000000000,5122377.000000000000000,3,cool,IMAuncool,387.419709828728173,1412.100704805357964,0.141210070480536
57,587,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1473224.048399999970570,12830.259299999999712,1473224.000000000000000,12830.000000000000000,5122377.000000000000000,7,warm,IMAunwarm,67.495925896210849,119.110563002649812,0.011911056300265
58,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,3,cool,ESSFdkwcool,319712.562941127049271,16737224.937801359221339,1673.722493780135892
59,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,5,cool,ESSFdkwcool,27129.232305597954110,609433.677927047712728,60.943367792704777
60,590,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,36742498.592000000178814,264099.588899999973364,36742499.000000000000000,264100.000000000000000,5117787.000000000000000,7,warm,ESSFdkwwarm,211840.681813222035998,6959118.493162245489657,695.911849316224561
61,591,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2892500.000000000000000,19600.000000000000000,2892500.000000000000000,19600.000000000000000,5117592.000000000000000,3,cool,ESSFdkpcool,12166.716531507692707,373871.943770135927480,37.387194377013593
62,591,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2892500.000000000000000,19600.000000000000000,2892500.000000000000000,19600.000000000000000,5117592.000000000000000,5,cool,ESSFdkpcool,4987.677685424283482,139610.045720091875410,13.961004572009188
63,591,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,2892500.000000000000000,19600.000000000000000,2892500.000000000000000,19600.000000000000000,5117592.000000000000000,7,warm,ESSFdkpwarm,13849.952220127961482,349730.056974124861881,34.973005697412489
64,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,3,cool,ESSFdkpcool,96974.214710250991629,3886195.221950388047844,388.619522195038826
65,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,5,cool,ESSFdkpcool,1856.861247940394605,24132.259235620986146,2.413225923562099
66,593,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,16337505.578500000759959,141199.681500000006054,16337506.000000000000000,141200.000000000000000,5117602.000000000000000,7,warm,ESSFdkpwarm,16699.223890094763192,334125.213402006775141,33.412521340200676
67,594,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,145000.000000000000000,2100.000000000000000,145000.000000000000000,2100.000000000000000,5122398.000000000000000,3,cool,IMAuncool,184.523951740420131,1798.998380187614657,0.179899838018761
68,595,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,675000.000000000000000,5100.000000000000000,675000.000000000000000,5100.000000000000000,5122406.000000000000000,3,cool,IMAuncool,784.116253021709213,5248.680161934488751,0.524868016193449
69,597,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,132500.000000000000000,2400.000000000000000,132500.000000000000000,2400.000000000000000,5122413.000000000000000,3,cool,IMAuncool,611.224255107324893,14918.855254092042742,1.491885525409204
70,598,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,315000.000000000000000,3300.000000000000000,315000.000000000000000,3300.000000000000000,5122419.000000000000000,3,cool,IMAuncool,23.749283589513865,9.775203475371656,0.000977520347537
71,599,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1140000.000000000000000,9500.000000000000000,1140000.000000000000000,9500.000000000000000,5122427.000000000000000,3,cool,IMAuncool,568.509329218700600,9259.934452795670950,0.925993445279567
72,600,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,1451250.300000000046566,7279.036799999999857,1451250.000000000000000,7279.000000000000000,5117382.000000000000000,3,cool,ESSFdk2cool,10704.068843258717607,30411.033177868674102,3.041103317786868
73,600,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,1451250.300000000046566,7279.036799999999857,1451250.000000000000000,7279.000000000000000,5117382.000000000000000,5,cool,ESSFdk2cool,935.813945281635370,8878.026891127190538,0.887802689112719
74,600,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,1451250.300000000046566,7279.036799999999857,1451250.000000000000000,7279.000000000000000,5117382.000000000000000,7,warm,ESSFdk2warm,12122.958959427707669,1284142.442656056024134,128.414244265605618
75,603,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,350000.000000000000000,4100.000000000000000,350000.000000000000000,4100.000000000000000,5122438.000000000000000,3,cool,IMAuncool,839.830676070803406,5138.898031467133478,0.513889803146713
76,638,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,37104421.639600001275539,273974.678799999994226,37104422.000000000000000,273975.000000000000000,5117773.000000000000000,3,cool,ESSFdkwcool,304380.312378140690271,15336011.824032435193658,1533.601182403243683
